regulator,p_adj,n_overlap,overlap_genes
IL1B,1.3528219448649694e-82,295,"ACE2,ACP5,ACSL5,ADAM8,AIM2,ALOX12,ANGPTL4,APOBEC3A,APOBEC3G,APOL1,ATF3,B2M,BAK1,BBOX1,BDKRB1,BHLHE40,BIRC3,BLNK,BMP2,BNIP3,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CA2,CADM1,CALCOCO2,CALM3,CALML3,CAPN3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEACAM6,CEBPD,CES2,CFB,CFH,CFHR1,CFLAR,CIITA,CLCF1,CLDN7,CLEC2B,CLU,CPM,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,CYP2J2,DDX60,DEFB1,DPYD,DRAM1,DSC2,DUSP10,EDN1,EDNRA,EFNB2,ELF4,ERAP1,ERAP2,FAP,FLNB,FUT2,FZD5,GABARAPL1,GABBR1,GBP1,GBP2,GCH1,GCLM,GSDMB,GSDMD,GTPBP1,HBEGF,HDAC9,HERC6,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HRH1,HSD11B1,ICAM1,ID1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,ITPKC,JAK2,JUNB,KLF4,KLF6,KRT13,KRT19,KRT8,LAMP3,LGALS3BP,LGALS8,LGMN,LIMK1,LMO2,LY75,LY96,LYN,MAFB,MAP2,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MVP,MX1,MX2,MYD88,NCF2,NDRG1,NEK7,NFE2L3,NFKBIA,NFKBIE,NINJ1,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,OPTN,PANX1,PDCD1LG2,PDGFRA,PDLIM4,PDPN,PIM1,PLAUR,PLD2,PLOD2,PLSCR1,PMAIP1,PML,PPP1R15A,PRDM1,PRKD2,PROCR,PROS1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,QPCT,RAB27A,RAB8B,RALA,RBCK1,RELB,RHBDF2,RHOB,RIPK1,RIPK2,RPS6KA5,RRAD,RSAD2,RTP4,S100A7,SAA1,SAA2,SAMD9,SAMHD1,SBNO2,SCNN1A,SERPINB1,SERPINB6,SERPINB9,SERPING1,SH3BP2,SLC15A3,SLC27A3,SLC2A3,SLC2A6,SLC44A4,SMAD7,SMURF1,SOCS1,SOCS6,SOD2,SORT1,SP100,SP110,SPHK1,SPTLC2,STAP2,STAT1,STAT2,STAT3,STEAP4,STX4,SYNPO,TAP1,TAPBP,TCIRG1,TGFA,TGM1,TICAM1,TLR2,TLR3,TMC6,TNFAIP1,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TNIP2,TOP1,TP53BP2,TRADD,TRIM21,TRIM22,TRIM38,TYMP,UBA7,UBD,UBE2L6,ULBP2,USP15,USP18,VAMP8,VEGFC,VLDLR,VSNL1,XAF1,ZC3H12A,ZC3HAV1"
IL15,5.324066795212524e-82,186,"ACE2,ACP5,AIM2,ANGPTL4,APOBEC3F,APOBEC3G,APOL1,APOL3,ATF3,B2M,BHLHE40,BIRC3,BMP2,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CADM1,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEBPD,CFB,CFH,CFLAR,CIITA,CLCF1,CLDN7,CLEC2B,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP27B1,DDX60,DEFB1,EDN1,ERAP1,ETV7,FAP,FKBP1B,GBP1,GBP2,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL10RB,IL12RB2,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,LAMP3,LY75,LY96,LYN,MAP3K8,MBP,MICB,MMP1,MMP10,MR1,MUC1,MX1,MX2,MYD88,NFE2L3,NFKBIA,NFKBIE,OAS1,OAS2,OAS3,OASL,OCLN,OPTN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PML,PRDM1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RAB27A,RELB,RFX5,RIPK1,RIPK2,RRAD,RSAD2,RTP4,SAA1,SAA2,SAMHD1,SECTM1,SERPINB1,SERPINB9,SERPING1,SLC2A3,SLFN12,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TAP1,TAPBP,TGFA,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRADD,TRIM21,TRIM22,TYMP,UBD,ULBP2,USP18,VEGFC,XAF1"
TNFSF13B,6.786484074734597e-81,182,"ACE2,ACP5,ADAM8,AIM2,APOBEC3A,APOBEC3G,ARHGAP25,B2M,BIRC3,BLNK,BST2,BTN3A2,C1GALT1C1,C1R,C1S,C3,CA2,CADM1,CASP1,CASP10,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEBPD,CFB,CFH,CFLAR,CIITA,CLEC2B,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,DDX60,DPYD,DRAM1,EDN1,ERAP2,ETV7,GBP1,GBP2,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,ICAM1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LAMP3,LAP3,LMO2,LY75,LY96,LYN,MAFB,MAP3K8,MBP,MICB,MMP1,MR1,MUC1,MX1,MX2,MYD88,NAGK,NCF2,NFKBIA,NFKBIE,NMI,OAS1,OAS2,OAS3,OASL,OGFR,PDCD1LG2,PDGFRA,PDPN,PHF11,PLAUR,PLSCR1,PMAIP1,PRDM1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RBCK1,RELB,RHBDF2,RIPK1,RIPK2,RSAD2,RTP4,SAA1,SAMD9,SAMHD1,SERPINB1,SERPING1,SLC15A3,SLC2A6,SMAD7,SOCS1,SOD2,SORT1,SP100,SP110,STAT1,STAT2,STAT3,TAP1,TAP2,TAPBP,TGFA,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,TRIM22,TYMP,UBA7,UBE2L6,USP18,VEGFC,VLDLR,XAF1"
CXCL8,9.34594871095112e-81,236,"ACE2,ACP5,ADAM8,ADCY7,AIM2,ALOX12,ANGPTL4,APOBEC3A,APOBEC3B,APOBEC3G,APOL1,ATF3,B2M,BAK1,BDKRB1,BHLHE40,BIRC3,BMP2,BNIP3,BST2,BTN3A3,C1R,C1S,C3,CA2,CADM1,CALCOCO2,CALM3,CALML3,CASP1,CASP4,CASP7,CBR3,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEACAM6,CEBPD,CFB,CFH,CFLAR,CIITA,CLCF1,CLDN7,CLEC2B,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,DDX60,DEFB1,DUSP10,EDN1,EDNRA,EFNB2,ELF4,ERAP1,FAP,FUT2,GABARAPL1,GBP1,GBP2,GCLM,GSDMD,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HRH1,HSD11B1,HSD17B2,ICAM1,ID1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KLF6,KRT13,KRT19,KRT8,LAMP3,LGALS3BP,LGALS8,LGMN,LIMK1,LY75,LY96,LYN,MAFB,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MVP,MX1,MX2,MYD88,NCF2,NDRG1,NFKBIA,NFKBIE,NINJ1,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,OPTN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLD2,PLOD2,PLSCR1,PMAIP1,PPP1R15A,PRDM1,PROCR,PROS1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RAB27A,RARRES1,RELB,RHOB,RIPK1,RIPK2,RPS6KA5,RRAD,RSAD2,RTP4,S100A7,SAA1,SAA2,SAMHD1,SECTM1,SERPINB1,SERPINB9,SERPING1,SLC2A3,SLC44A4,SMAD7,SOCS1,SOD2,SP100,SPHK1,STAT1,STAT2,STAT3,STEAP4,TAPBP,TGFA,TGM1,TICAM1,TLR2,TLR3,TMC6,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,TYMP,UBD,ULBP2,USP18,VEGFC,XAF1,ZC3H12A"
IL1RN,3.2801434946285615e-80,166,"ACE2,ACP5,ADAM8,AIM2,ALOX12,APOBEC3A,ATF3,B2M,BDKRB1,BIRC3,BMP2,BST2,C3,CA2,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEBPD,CFB,CFH,CFLAR,CIITA,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,DDX60,DEFB1,EDN1,ERAP1,GBP1,GBP2,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,HSD11B1,HSD17B2,ICAM1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,KLF4,KRT13,LY96,LYN,MAFB,MAP3K8,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NEK7,NFKBIA,NFKBIE,OAS1,OAS2,OAS3,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PHF11,PLAUR,PLSCR1,PRDM1,PROCR,PSMB8,PSMB9,PTGS2,RELB,RIPK1,RIPK2,RSAD2,S100A7,SAA1,SAA2,SECTM1,SERPINB1,SERPINB9,SERPING1,SH3BP2,SLC15A3,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TAP1,TAP2,TAPBP,TGFA,TGM1,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,TYMP,USP18,VEGFC,XAF1,ZC3H12A,ZNF750"
CCL2,1.519640826557312e-79,241,"ACE2,ACP5,ADAM8,AIM2,ALOX12,ANGPTL4,APOBEC3A,APOBEC3G,APOL1,ATF3,B2M,BAK1,BDKRB1,BHLHE40,BIRC3,BMP2,BNIP3,BST2,C1R,C1S,C3,CADM1,CALM3,CALML3,CASP1,CASP10,CASP4,CASP7,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEACAM6,CEBPD,CFB,CFH,CFHR1,CFLAR,CIITA,CLCF1,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,CYP2J2,DDX60,DEFB1,DRAM1,DUSP10,EDN1,EDNRA,EFNB2,FAP,GABARAPL1,GBP1,GBP2,GCH1,GCLM,GSDMD,HBEGF,HDAC9,HEG1,HERC6,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,HRH1,HSD11B1,ICAM1,ID1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KLF6,KRT19,KRT8,LAMP3,LAP3,LGALS3BP,LGALS8,LGMN,LIMK1,LY75,LY96,LYN,MAFB,MAP2,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NDRG1,NEK7,NFE2L3,NFKBIA,NFKBIE,NINJ1,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,OPTN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLSCR1,PMAIP1,PPP1R15A,PRDM1,PROCR,PROS1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,QPCT,RAB27A,RARRES1,RELB,RHOB,RIPK1,RIPK2,RPS6KA5,RRAD,RSAD2,RTP4,S100A7,SAA1,SAA2,SAMHD1,SERPINB1,SERPINB9,SERPING1,SLC15A3,SLC2A3,SLC44A4,SMAD7,SMURF1,SOCS1,SOD2,SORT1,SPHK1,SPTLC2,STAP2,STAT1,STAT2,STAT3,STEAP4,SYNPO,TAP1,TAPBP,TCIRG1,TGFA,TICAM1,TLR2,TLR3,TMC6,TNC,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,TRIM22,TYMP,UBD,UBE2L6,ULBP2,USP18,VEGFC,VLDLR,VSNL1,XAF1,ZC3H12A"
IL6,9.8041146043102545e-79,301,"ACE2,ACP5,ADAM8,AIM2,ALOX12,ANGPTL4,APOBEC3A,APOBEC3B,APOBEC3G,APOL1,ATF3,B2M,B3GNT3,BAK1,BBOX1,BDKRB1,BHLHE40,BIRC3,BLNK,BMP2,BNIP3,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1GALT1C1,C1R,C1S,C3,CA2,CADM1,CALCOCO2,CALM3,CALML3,CAPN3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEACAM6,CEBPD,CES2,CFB,CFH,CFHR1,CFLAR,CIITA,CLCF1,CLDN7,CLEC2B,CLU,CPM,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,CYP2J2,DDX60,DEFB1,DPYD,DRAM1,DSC2,DUSP10,EDN1,EDNRA,EFNB2,ELF4,ERAP1,ERAP2,FAP,FERMT2,FLNB,FUT2,FZD5,GABARAPL1,GABBR1,GBP1,GBP2,GCH1,GCLM,GOLM1,GPRC5A,GSDMB,GSDMD,GTPBP1,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HRH1,HSD11B1,ICAM1,ID1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,ITPKC,JAK2,JUNB,KLF4,KLF6,KLK10,KRT13,KRT19,KRT8,LAMP3,LGALS3BP,LGALS8,LGMN,LIMK1,LMO2,LY75,LY96,LYN,MAFB,MAP2,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MVP,MX1,MX2,MYD88,NCF2,NDRG1,NEDD9,NEK7,NFE2L3,NFKBIA,NFKBIE,NINJ1,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,OPTN,PANX1,PAOX,PARP12,PDCD1LG2,PDGFRA,PDLIM4,PDPN,PDZK1IP1,PIM1,PLA2G3,PLAUR,PLD2,PLOD2,PLSCR1,PMAIP1,PML,PPP1R15A,PRDM1,PRKD2,PROCR,PROS1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RAB27A,RALA,RBCK1,RELB,RHBDF2,RHOB,RIPK1,RIPK2,RPS6KA5,RRAD,RSAD2,RTP4,S100A7,SAA1,SAA2,SAMHD1,SBNO2,SCNN1A,SERPINB1,SERPINB6,SERPINB9,SERPING1,SH3BP2,SLC2A3,SLC2A6,SLC44A4,SMAD7,SMURF1,SOCS1,SOCS6,SOD2,SORT1,SP100,SPHK1,SPTLC2,STAP2,STAT1,STAT2,STAT3,STEAP4,STX4,SYNPO,TAP1,TAPBP,TBC1D9,TCIRG1,TGFA,TGM1,TICAM1,TLR2,TLR3,TMC6,TNC,TNFAIP1,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TNIP2,TOP1,TP53BP2,TRADD,TRIM21,TRIM22,TRIM38,TYMP,UBD,UBE2L6,ULBP2,USP18,VAMP8,VEGFC,VLDLR,XAF1,ZC3H12A,ZC3HAV1"
IL1A,3.8702144248155417e-78,227,"ACE2,ACP5,ADAM8,AIM2,ALOX12,ANGPTL4,APOBEC3G,APOL1,APOL6,ATF3,B2M,BAK1,BDKRB1,BHLHE40,BIRC3,BLNK,BMP2,BNIP3,BST2,C1R,C1S,C3,CA2,CADM1,CALCOCO2,CALM3,CALML3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEACAM6,CEBPD,CFB,CFH,CFLAR,CIITA,CLCF1,CLDN7,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,CYP27B1,DEFB1,EDN1,EDNRA,EFNB2,ERAP1,ERAP2,FAP,FUT2,GABARAPL1,GBP1,GBP2,GCLM,GSDMB,GSDMD,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HRH1,HSD11B1,ICAM1,ID1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,ITPKC,JAK2,JUNB,KLF4,KLF6,KRT13,KRT19,KRT8,LAMP3,LGALS3BP,LGMN,LIMK1,LY75,LY96,LYN,MAFB,MAP2,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NEK7,NFKBIA,NFKBIE,NRG1,OAS1,OAS2,OAS3,OASL,OCLN,OPTN,PANX1,PDCD1LG2,PDGFRA,PDLIM4,PDPN,PLAUR,PLOD2,PMAIP1,PPP1R15A,PRDM1,PRKD2,PROCR,PROS1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RAB27A,RBCK1,RELB,RHOB,RIPK1,RIPK2,RPS6KA5,RRAD,RSAD2,S100A7,SAA1,SAA2,SAMHD1,SERPINB1,SERPINB9,SERPING1,SLC27A3,SLC2A3,SLC44A4,SMAD7,SMURF1,SOCS1,SOD2,SP100,SPHK1,SPTLC2,STAP2,STAT1,STAT2,STAT3,STEAP4,TGFA,TGM1,TICAM1,TLR2,TLR3,TMC6,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TNIP2,TRADD,TRIM21,TYMP,UBD,ULBP2,USP18,VAMP8,VEGFC,ZC3H12A"
IL18,4.0727379630674796e-78,199,"ACE2,ACP5,AIM2,ANGPTL4,APOBEC3G,APOL1,ATF3,B2M,BAK1,BBOX1,BIRC3,BLNK,BMP2,BNIP3,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CADM1,CALCOCO2,CALM3,CALML3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEBPD,CFB,CFH,CFLAR,CIITA,CLDN7,CLEC2B,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP27B1,DDX60,DEFB1,EDN1,EDNRA,ERAP1,FAP,FUT2,GABARAPL1,GBP1,GBP2,GCLM,GSDMB,GSDMD,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,HRH1,ICAM1,IDO1,IFI16,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,ITPKC,JAK2,KLF4,KRT19,LAMP3,LGMN,LY75,LY96,LYN,MAP2,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NEK7,NFKBIA,NFKBIE,NINJ1,OAS1,OAS2,OAS3,OASL,OCLN,OPTN,PANX1,PDCD1LG2,PDGFRA,PDLIM4,PDPN,PLAUR,PMAIP1,PRDM1,PROCR,PSMB8,PSMB9,PTGS2,RAB27A,RBCK1,RELB,RIPK1,RIPK2,RRAD,RSAD2,S100A7,SAA1,SAA2,SAMHD1,SERPINB1,SERPINB9,SERPING1,SLC15A3,SMAD7,SOCS1,SOD2,SP100,SPHK1,STAT1,STAT2,STAT3,TAPBP,TGFA,TICAM1,TLR2,TLR3,TMC6,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,TRIM22,TRIM38,ULBP2,USP18,VAMP8,VEGFC,VLDLR,ZC3H12A"
CCL8,7.275109102728894e-78,136,"ACE2,AIM2,APOBEC3A,ATF3,B2M,BST2,C1S,C3,CADM1,CASP1,CASP4,CCL2,CCL5,CCL7,CD40,CD47,CD74,CDCP1,CFB,CFH,CIITA,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DDX60,DEFB1,EDN1,ETV7,GBP1,GBP2,HBEGF,HERC6,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HSD11B1,ICAM1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LAMP3,LAP3,LGMN,LY96,MAFB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NFE2L3,NFKBIA,NFKBIE,NMI,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDPN,PHF11,PLAUR,PLSCR1,PRDM1,PSMB8,PSMB9,PSME2,PTGS2,QPCT,RELB,RIPK1,RIPK2,RSAD2,RTP4,SAA1,SAA2,SECTM1,SERPING1,SLC15A3,SOCS1,SOD2,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFSF10,TRIM21,TRIM22,TYMP,UBD,USP18,VEGFC,XAF1,ZC3H12A"
CCL4,2.451478886384486e-76,174,"ACE2,ACP5,ADAM8,AIM2,APOBEC3A,APOBEC3G,ARHGAP25,ATF3,B2M,BHLHE40,BIRC3,BLNK,BMP2,BST2,BTN3A1,C1R,C1S,C3,CADM1,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CEBPD,CFB,CFH,CFLAR,CIITA,CLEC2B,CLU,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,DEFB1,EDN1,GBP1,GBP2,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,JUNB,KLF4,KLF6,KRT19,LAMP3,LGMN,LY75,LY96,LYN,MAFB,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NFKBIA,NFKBIE,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PRDM1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RELB,RIPK1,RIPK2,RSAD2,RTP4,S100A7,SAA1,SAA2,SAMHD1,SERPINB9,SERPING1,SLC15A3,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TAPBP,TGFA,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM17,TRIM21,TRIM22,TYMP,ULBP2,USP18,VEGFC,XAF1,ZC3H12A"
