regulator,p_adj,n_overlap,overlap_genes
IFNL1,6.160845650948847e-47,84,"ACE2,AIM2,APOBEC3A,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CLCF1,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DDX60,GBP1,HERC6,HLA-A,HLA-B,HLA-C,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LY96,MMP1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,PDGFRA,PLSCR1,PRDM1,RIPK1,RNF114,RSAD2,RTP4,SAMHD1,SOCS1,STAT1,STAT2,STAT3,TICAM1,TLR2,TLR3,TNFAIP3,TNFSF10,TRIM21,TRIM22,USP18,XAF1,ZC3H12A,ZC3HAV1"
IL22,1.1076771621103088e-44,123,"ACE2,ACP5,AIM2,ATF3,B2M,BIRC3,BMP2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C3,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEBPD,CFLAR,CIITA,CLCF1,CLDN7,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,CYP27B1,DEFB1,EDN1,ERAP1,ERAP2,FUT2,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,ICAM1,IDO1,IFI6,IFIH1,IFIT3,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,JAK2,JUNB,KLF4,LAMP3,LY75,LY96,LYN,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MYD88,NFKBIA,OAS1,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PRDM1,PTGS2,RELB,RIPK1,RIPK2,RNF114,RSAD2,S100A7,SAA1,SAA2,SBNO2,SMAD7,SOCS1,STAT1,STAT2,STAT3,TGFA,TGM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TP53BP2,TRADD,TRIM21,UBD,USP18,VEGFC,ZC3H12A"
IFNA4,1.89495713244239e-44,95,"ACE2,AIM2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BST2,C3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CFLAR,CPM,CREM,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,GBP1,HLA-A,HLA-B,HLA-C,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LY96,LYN,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PSMB9,PTGS2,RIPK1,RSAD2,SAMHD1,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TICAM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,USP18,VEGFC,XAF1,ZC3HAV1"
CCL22,4.926500295072257e-44,108,"ADAM8,ATF3,B2M,BST2,C3,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CFLAR,CIITA,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,FAP,GBP1,GBP2,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,ICAM1,IDO1,IFI35,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY75,LY96,LYN,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PDPN,PLAUR,PRDM1,PSMB8,PSMB9,PTGS2,RELB,RIPK2,S100A7,SAA1,SAA2,SMAD7,SOCS1,STAT1,STAT2,STAT3,TAPBP,TGFA,TGM1,TICAM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFSF10,TYMP,UBD,VEGFC"
IFNK,1.7392126423683431e-43,65,"ACE2,AIM2,APOBEC3A,BST2,CASP1,CCL2,CCL5,CD40,CXCL10,CXCL11,CXCL2,CXCL9,GBP1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,MUC1,MX1,MX2,MYD88,OAS1,OAS2,OAS3,OASL,PDGFRA,PLSCR1,RSAD2,SAMHD1,SOCS1,SP100,STAT1,STAT2,STAT3,TICAM1,TLR2,TLR3,TNFSF10,TRIM21,TRIM22,UBA7,UBE2L6,USP18,XAF1,ZC3HAV1"
IL33,2.883630428747181e-43,128,"ACE2,ACP5,ADAM8,AIM2,ATF3,B2M,BIRC3,BMP2,BST2,C1R,C1S,C3,CADM1,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CFH,CFLAR,CIITA,CLDN7,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,DEFB1,EDN1,EDNRA,FAP,FUT2,GBP1,GSDMB,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HRH1,HSD11B1,ICAM1,IDO1,IFI16,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,JAK2,KLF4,KRT19,KRT8,LAMP3,LY75,LY96,LYN,MAFB,MAP3K8,MBP,MMP1,MMP10,MUC1,MX1,MYD88,NFKBIA,OAS1,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PRDM1,PTGS2,RELB,RIPK1,RIPK2,RSAD2,S100A7,SAA1,SAA2,SERPINB1,SERPING1,SLC6A14,SMAD7,SOCS1,SPHK1,STAT1,STAT2,STAT3,STEAP4,TGFA,TGM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRADD,UBD,VEGFC,ZC3H12A"
IFNA21,4.2331989972680294e-42,92,"ACE2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BIRC3,BST2,C3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CFLAR,CREM,CXCL10,CXCL11,CXCL9,EDN1,HLA-A,HLA-B,HLA-C,HLA-DQB1,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LYN,MBP,MMP1,MUC1,MX1,MX2,MYD88,NDST2,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PSMB9,PTGS2,RSAD2,SAMHD1,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,TRIM22,UBE2L6,USP18,VEGFC,XAF1"
IFNL2,5.34452446142461e-42,71,"ACE2,AIM2,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DDX60,GBP1,HLA-C,ICAM1,IDO1,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LY96,MMP1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,PDGFRA,RSAD2,SAMHD1,SOCS1,STAT1,STAT2,STAT3,TGFA,TICAM1,TLR2,TLR3,TNFSF10,TRIM21,TRIM22,USP18,ZC3H12A,ZC3HAV1"
CCL18,1.449083045489995e-41,99,"ACP5,B2M,C1R,C1S,C3,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CFB,CFH,CIITA,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,EDNRA,FAP,GBP1,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,ICAM1,IDO1,IFI27,IFI30,IFI44,IFI6,IFIH1,IFITM1,IL12RB2,IL15,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LAMP3,LGMN,LY75,LY96,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OASL,PDCD1LG2,PDPN,PLAUR,PSME2,PTGS2,RARRES1,RSAD2,RTP4,S100A7,SAA1,SAA2,SOCS1,STAT1,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFSF10,TYMP,UBA7,UBD,VEGFC"
FASLG,1.8870696655578027e-41,157,"ACE2,ACP5,AIM2,ANGPTL4,APOBEC3G,ATF3,B2M,BAK1,BIRC3,BMP2,BNIP3,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CFB,CFH,CFLAR,CIITA,CLEC2B,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP1B1,EDN1,FAP,FKBP1B,FLOT2,GABARAPL1,GBP1,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,IDO1,IFI27,IFI35,IFIH1,IFIT2,IFIT3,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF2,IRF7,ISG15,ITSN2,JAK2,JUNB,KLF4,KRT19,LY75,LY96,LYN,MAFB,MAP3K8,MBP,MICB,MMP1,MMP10,MUC1,MX1,MYD88,NCF2,NFKBIA,NFKBIE,OAS1,OAS2,OASL,OCLN,PANX1,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLEKHF1,PMAIP1,PPP1R15A,PRDM1,PSMB8,PSMB9,PTGS2,RAB27A,RELB,RHOB,RIPK1,RIPK2,RRAD,RSAD2,SERPINB9,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TAPBP,TGFA,TLR2,TLR3,TMC6,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TP53BP2,TRADD,TRIM21,TYMP,UBD,ULBP2,USP18,VEGFC,XAF1"
IFNA14,6.281073791475053e-40,90,"ACE2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BST2,C3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CEACAM1,CFLAR,CREM,CTSS,CXCL10,CXCL11,CXCL9,EDN1,GBP1,HLA-A,HLA-B,HLA-C,HLA-DQB1,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,JAK2,LYN,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PSMB9,PTGS2,RSAD2,SAMHD1,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,UBE2L6,USP18,VEGFC,XAF1"
IFNA7,1.0005696641617813e-39,88,"ACE2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BST2,C3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CFLAR,CREM,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,GBP1,HLA-A,HLA-B,HLA-C,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LYN,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PSMB9,PTGS2,RSAD2,SAMHD1,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,UBE2L6,USP18,VEGFC"
IL5,1.3766231366034037e-39,121,"ACE2,ADAM8,AIM2,ATF3,B2M,BIRC3,BMP2,C1R,C1S,C3,CADM1,CALM3,CALML3,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CFLAR,CIITA,CLDN7,CLU,CREM,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP27B1,DEFB1,EDN1,FUT2,GABBR1,GSDMB,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HRH1,ICAM1,IDO1,IFIH1,IFIT2,IFIT3,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,JAK2,JUNB,KLF4,LY75,LY96,LYN,MBP,MICB,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PRDM1,PTGS2,RELB,RIPK1,RIPK2,RSAD2,S100A7,SAA1,SAA2,SERPINB1,SERPINB6,SERPINB9,SERPING1,SMAD7,SOCS1,SPHK1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRADD,TRIM21,VEGFC,ZC3H12A"
IFNA6,1.9779257362371078e-39,89,"ACE2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BST2,C15orf39,C3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CEACAM1,CFLAR,CREM,CXCL10,CXCL11,CXCL9,EDN1,HLA-A,HLA-B,HLA-C,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,JAK2,LY96,LYN,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PSMB9,PTGS2,RSAD2,SAMHD1,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TICAM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,TRIM38,USP18,VEGFC,ZC3HAV1"
TNFSF14,2.085343381959663e-39,88,"ACE2,ADAM8,APOBEC3B,B2M,BIRC3,C1GALT1C1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEACAM1,CFLAR,CIITA,CLCF1,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP27B1,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,ICAM1,IDO1,IFI30,IFIT2,IFIT3,IL10RB,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,MICB,MMP1,MMP10,MYD88,NFKBIA,NFKBIE,PDCD1LG2,PDPN,PLAUR,PRDM1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RELB,RIPK1,RIPK2,RNF24,SOCS1,SPHK1,STAT1,STAT3,STEAP4,TGFA,TLR2,TLR3,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,XAF1"
IFNA13,8.193147741438598e-39,89,"ACE2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BIRC3,BST2,C3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CD74,CEACAM1,CFLAR,CREM,CXCL10,CXCL11,CXCL9,EDN1,HLA-A,HLA-B,HLA-C,HLA-DQB1,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,JAK2,LY96,LYN,MMP1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PSMB9,PTGS2,RSAD2,SAMHD1,SERPINB9,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,UBA7,USP18,VEGFC"
CCL17,1.1100997415493687e-38,99,"ADAM8,B2M,BACH1,BIRC3,C1R,C3,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CIITA,CLDN7,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,EDN1,FAP,GBP2,HBEGF,HLA-A,HLA-DMA,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HRH1,ICAM1,IDO1,IFI35,IFI44,IFIH1,IFIT2,IFIT3,IFIT5,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,ITPKC,JAK2,KLF4,LAMP3,LY75,LY96,LYN,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OASL,OCLN,PDCD1LG2,PDGFRA,PHF11,PLAUR,PRDM1,PSME1,PTGS2,RELB,RSAD2,RTP4,S100A7,SAA1,SAA2,SOCS1,STAT1,STAT2,STAT3,TGFA,TGM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TYMP,UBD,VEGFC"
LTA,1.4960484506936003e-38,99,"ACE2,APOBEC3G,B2M,BIRC3,C3,CADM1,CASP1,CASP10,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CFLAR,CIITA,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,FUT2,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,ICAM1,IDO1,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,JAK2,LAMP3,LY96,MBP,MICB,MMP1,MMP10,MX1,MYD88,NFKBIA,NFKBIE,OAS2,OCLN,PDCD1LG2,PDPN,PRDM1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RELB,RIPK1,RIPK2,RSAD2,SAA1,SAA2,SOCS1,STAT1,STAT2,STAT3,TAPBP,TGFA,TICAM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,TRIM21,ULBP2,USP18,VEGFC"
IFNE,3.152476021293374e-38,60,"ACE2,AIM2,APOBEC3G,BST2,CASP1,CCL2,CCL5,CD40,CXCL10,CXCL11,CXCL9,GBP1,HS3ST1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,MX1,MX2,MYD88,OAS1,OAS2,OAS3,OASL,PDGFRA,PLSCR1,RSAD2,SAMHD1,SOCS1,STAT1,STAT2,STAT3,TICAM1,TLR2,TLR3,TNFSF10,TRIM22,UBA7,USP18,ZC3HAV1"
IFNA5,3.5889169342290753e-38,88,"ACE2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BST2,C3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CEACAM1,CFLAR,CLU,CREM,CXCL10,CXCL11,CXCL9,EDN1,GBP1,HLA-A,HLA-B,HLA-C,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LYN,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PSMB9,PTGS2,RSAD2,SAMHD1,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,UBE2L6,USP18,VEGFC"
IFNA10,3.678677833708703e-38,86,"ACE2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BST2,C3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CFLAR,CREM,CX3CL1,CXCL10,CXCL11,CXCL9,EDN1,HLA-A,HLA-B,HLA-C,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,LYN,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PSMB9,PTGS2,RSAD2,SAMHD1,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF25,TNFSF10,TRIM21,USP18,VEGFC,XAF1,ZC3HAV1"
IFNA8,8.860277678047534e-38,88,"ACE2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BIRC3,BST2,C3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CEACAM1,CFLAR,CLDN7,CREM,CXCL10,CXCL11,CXCL9,EDN1,HLA-A,HLA-B,HLA-C,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,JAK2,LYN,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PSMB9,PTGS2,RSAD2,SAMHD1,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRIM21,UBE2L6,USP18,VEGFC"
IFNA16,9.969448277411577e-38,85,"ACE2,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,B2M,BST2,C3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CFLAR,CREM,CTSS,CXCL10,CXCL11,CXCL9,EDN1,HLA-A,HLA-B,HLA-C,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF2,IRF7,ISG15,JAK2,LYN,MMP1,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,OCLN,PDCD1LG2,PDGFRA,PDPN,PLSCR1,PSMB9,PTGS2,RSAD2,SAMHD1,SOCS1,SP100,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF25,TNFSF10,TRIM21,UBE2L6,USP18,VEGFC,ZC3HAV1"
TIMP1,1.0251021926325182e-37,137,"ACE2,ACP5,ADAM8,ANGPTL4,ATF3,B2M,BIRC3,BMP2,BST2,C1R,C1S,C3,CADM1,CALM3,CALML3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEBPD,CFB,CFH,CFLAR,CLCF1,CLDN7,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,DEFB1,DSC2,EDN1,EDNRA,EFNB2,FAP,GBP1,GBP2,HBEGF,HDAC9,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,ICAM1,ID1,IDO1,IFI16,IFI30,IFITM1,IFITM2,IL10RB,IL15,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,JAK2,JUNB,KLF4,KLF6,KRT19,KRT8,LGALS3BP,LGMN,LY96,LYN,MBP,MMP1,MMP10,MUC1,MVP,MX1,MYD88,NCF2,NFKBIA,NNMT,NRG1,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLOD2,PROCR,PROS1,PSMB8,PTGS2,RAB27A,RAB31,RELB,RHOB,RRAD,SAA1,SAA2,SERPINB1,SERPINB6,SERPING1,SLC2A3,SMAD7,SOCS1,SOD2,SORT1,SPHK1,STAT1,STAT3,STEAP4,TGFA,TGM1,TLR2,TLR3,TNC,TNFAIP3,TNFRSF25,TNFSF10,TRADD,TYMP,VEGFC"
