regulator,p_adj,n_overlap,overlap_genes
CXCL6,8.536554411426296e-38,59,"ACE2,APOL1,BST2,C1R,C1S,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-DMA,HLA-DRA,IDO1,IFI27,IFI44,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PSMB8,RARRES1,RIPK2,SERPING1,STAT1,STAT2,STEAP4,TLR2,TLR3,TNFRSF14,TRAFD1,TRIM22"
CCL20,3.2773385922992738e-37,81,"ACE2,ACP5,AIM2,ATF3,BST2,C1R,C1S,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,GBP1,GBP2,HLA-A,HLA-C,HLA-DMB,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY75,LY96,MX1,MX2,NMI,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PLOD2,RIPK2,RSAD2,SERPING1,STAT1,STAT2,TLR2,TLR3,TNFRSF14,UBD,USP18,XAF1"
CCL7,5.6675889090413875e-37,59,"ACE2,AIM2,ATF3,CASP1,CCL2,CCL5,CCL8,CD40,CD74,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP1,GBP2,HLA-C,HLA-DMA,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,IDO1,IFI27,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LY75,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PSMB8,RIPK2,RSAD2,RTP4,STAT1,STAT2,TLR2,TLR3,TNFRSF14"
IFNA14,2.9779844401688707e-36,59,"ACE2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CD40,CEACAM1,CREM,CTSS,CXCL10,CXCL11,CXCL9,GBP1,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,JAK2,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RSAD2,SAMHD1,SP100,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,UBE2L6,USP18,XAF1"
IFNA21,1.82289434929576e-35,58,"ACE2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CD40,CREM,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,ISG20,JAK2,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RSAD2,SAMHD1,SP100,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,TRIM22,UBE2L6,USP18,XAF1"
LTB,2.5292600574214904e-35,64,"AIM2,APOBEC3A,APOBEC3F,APOBEC3G,APOL3,ARHGAP25,BLNK,CASP1,CCL2,CCL5,CCL8,CD40,CD74,CFB,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,IDO1,IFI30,IFIH1,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LAMP3,LY75,LY96,MX1,OAS1,PDCD1LG2,PSMB10,PSMB8,SLC15A3,SP110,STAT1,STAT2,TAP1,TLR2,TLR3,TNFRSF14,TRIM21,TRIM22,UBD"
IFNA13,5.203138467655754e-35,58,"ACE2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CD40,CD74,CEACAM1,CREM,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,JAK2,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RSAD2,SAMHD1,SERPINB9,SP100,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,UBA7,USP18"
CSF1,5.882000894395506e-35,84,"ACE2,ACP5,AIM2,APOBEC3G,ATF3,BLNK,BST2,C1R,C1S,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CIITA,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,FAP,GBP1,GBP2,GSDMD,HLA-A,HLA-C,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,IDO1,IFI35,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LGMN,LY75,LY96,MX1,MX2,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PML,PSMB8,RIPK2,RSAD2,SAMHD1,SERPING1,SH3BP2,STAT1,STAT2,TAP1,TLR2,TLR3,TNFRSF14,USP18"
CCL22,2.9164792162666453e-34,64,"ATF3,BST2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,GBP1,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,IDO1,IFI35,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY75,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PSMB8,RIPK2,STAT1,STAT2,TLR2,TLR3,TNFRSF14,UBD"
IFNA5,4.293965539669067e-34,57,"ACE2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CD40,CEACAM1,CLU,CREM,CXCL10,CXCL11,CXCL9,GBP1,HLA-A,HLA-C,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,ISG20,JAK2,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RSAD2,SAMHD1,SP100,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,UBE2L6,USP18"
IFNA7,4.486564902160953e-34,56,"ACE2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CD40,CREM,CXCL10,CXCL11,CXCL9,GBP1,HLA-A,HLA-C,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,ISG20,JAK2,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RSAD2,SAMHD1,SP100,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,UBE2L6,USP18"
CCL4L2,1.5484964230236764e-33,48,"ATF3,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CIITA,CLEC2B,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP1,GBP2,HLA-A,HLA-C,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-DRB5,IDO1,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,MX1,MX2,OAS1,OAS2,OASL,PDCD1LG2,RSAD2,STAT1,STAT2,TLR2,TLR3"
CXCL12,1.940114524478932e-33,96,"ACE2,ACP5,AIM2,APOBEC3G,ATF3,BLNK,BST2,C1R,C1S,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLU,CPM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,FAP,GBP1,GBP2,GLDC,GOLM1,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,IDO1,IFI27,IFI35,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LGMN,LMO2,LY75,LY96,MX1,MX2,MXRA5,NNMT,NRG1,OAS1,OAS2,OASL,PDCD1LG2,PDGFRA,PLOD2,PLSCR4,PSMB8,RAB27A,RIPK2,RSAD2,SCNN1A,SERPINB9,SERPING1,SLC2A3,SSPN,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TNS1,UBD"
IL13,2.2362077620544022e-33,82,"ACE2,ACP5,AIM2,ATF3,BST2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFH,CIITA,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,ERAP1,FAP,GBP1,GSDMB,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HSD11B1,IDO1,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LAMP3,LGMN,LY75,LY96,MX1,OAS1,OAS2,PDCD1LG2,PDGFRA,RIPK2,RNF114,RSAD2,SERPINB9,SERPING1,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21"
IFNA10,4.047103232117044e-33,55,"ACE2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CD40,CREM,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,ISG20,JAK2,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RSAD2,SAMHD1,SP100,STAT1,STAT2,TLR2,TLR3,TRIM21,USP18,XAF1,ZC3HAV1"
IFNA16,2.4400314053636767e-32,54,"ACE2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CD40,CREM,CTSS,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,JAK2,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RSAD2,SAMHD1,SP100,STAT1,STAT2,TLR2,TLR3,TRIM21,UBE2L6,USP18,ZC3HAV1"
IFNA6,2.8593302616907293e-32,55,"ACE2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CD40,CEACAM1,CREM,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,JAK2,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RSAD2,SAMHD1,SP100,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,USP18,ZC3HAV1"
IL16,8.565696676743189e-32,62,"ACE2,ACSL5,ARHGAP25,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFH,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP1,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,IDO1,IFI30,IFI44,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LMO2,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,RIPK2,STAT1,STAT2,TLR2,TLR3,TNFRSF14,XAF1"
IFNA8,9.501379510321863e-32,55,"ACE2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CD40,CEACAM1,CREM,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,JAK2,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RSAD2,SAMHD1,SP100,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,UBE2L6,USP18"
PPBP,1.490357851411512e-31,63,"ACE2,APOBEC3A,APOBEC3F,APOBEC3G,APOL1,BST2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP1,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-E,IDO1,IFI30,IFI44,IFIT2,IFIT3,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY96,MX1,OAS1,OAS2,OASL,PDCD1LG2,PSMB8,RSAD2,SERPING1,STAT1,TLR2,TLR3,TNFRSF14"
CX3CL1,8.569873314692294e-31,69,"ACE2,ACP5,AIM2,ATF3,C1R,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLU,CTSS,CXCL10,CXCL11,CXCL9,EDNRA,GBP2,HLA-A,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,IDO1,IFI35,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY96,MX1,MX2,NRG1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RIPK2,RSAD2,SERPING1,STAT1,STAT2,TLR2,TLR3,TNFRSF14,UBD"
FASLG,5.0541396702276476e-30,85,"ACE2,ACP5,AIM2,APOBEC3G,ATF3,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLEC2B,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,FAP,GABARAPL1,GBP1,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,IDO1,IFI27,IFI35,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LY75,LY96,MX1,OAS1,OAS2,OASL,PDCD1LG2,PDGFRA,PSMB8,RAB27A,RIPK2,RSAD2,SERPINB9,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,UBD,USP18,XAF1"
IL22,1.5188738219916575e-29,66,"ACE2,ACP5,AIM2,ATF3,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,ERAP1,ERAP2,GSDMD,HLA-A,HLA-C,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,IDO1,IFIH1,IFIT3,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LAMP3,LY75,LY96,MX1,OAS1,OASL,PDCD1LG2,PDGFRA,RIPK2,RNF114,RSAD2,SBNO2,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,UBD,USP18"
CCL17,9.184346044541223e-28,56,"C1R,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,GBP2,HLA-A,HLA-DMA,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,IDO1,IFI35,IFI44,IFIH1,IFIT2,IFIT3,IFIT5,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ITPKC,JAK2,KLF4,LAMP3,LY75,LY96,MX1,MX2,OASL,PDCD1LG2,PDGFRA,RSAD2,RTP4,STAT1,STAT2,TLR2,TLR3,TNFRSF14,UBD"
CSF3,1.2705040724977539e-27,75,"ACE2,ACP5,AIM2,ATF3,C1R,C1S,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,DPYD,FAP,GBP1,GSDMD,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,HLA-E,HLA-G,IDO1,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LMO2,LY75,LY96,MX1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PML,PSMB10,PSMB8,RAB27A,RIPK2,RSAD2,SAMD9,SERPING1,STAT1,STAT2,TLR2,TLR3,UBA7,UBD,USP18"
IL33,1.353452477184239e-27,67,"ACE2,ACP5,AIM2,ATF3,BST2,C1R,C1S,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFH,CIITA,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,EDNRA,FAP,GBP1,GSDMB,GSDMD,HLA-A,HLA-C,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HSD11B1,IDO1,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LAMP3,LY75,LY96,MX1,OAS1,OASL,PDCD1LG2,PDGFRA,RIPK2,RSAD2,SERPING1,STAT1,STAT2,STEAP4,TLR2,TLR3,TNFRSF14,UBD"
CCL21,1.650863900389758e-27,61,"ACE2,ACP5,ATF3,BLNK,BST2,C1R,C1S,CASP1,CCL2,CCL5,CCL8,CD40,CD74,CIITA,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,HLA-A,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,IDO1,IFI27,IFIH1,IFIT3,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,LAMP3,LMO2,LY75,LY96,MX1,MX2,OAS1,PDCD1LG2,PDGFRA,RSAD2,SERPINB9,SH3BP2,STAT1,TLR2,TLR3,TNFRSF14,TRIM21,UBD"
CCL13,2.6696636245318108e-27,47,"CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP1,GBP2,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HSD11B1,IDO1,IFI27,IFI44,IL12RB2,IL15,IL15RA,IL32,IRF1,ISG15,ISG20,JAK2,LAMP3,MX1,MX2,OAS1,OAS2,OASL,PDCD1LG2,RARRES1,RTP4,STAT1,TLR2,TLR3,TNFRSF14"
TNFSF14,1.0013625719380735e-26,49,"ACE2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,IDO1,IFI30,IFIT2,IFIT3,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,PDCD1LG2,PSMB10,PSMB8,RIPK2,RNF24,STAT1,STEAP4,TLR2,TLR3,TNFRSF14,XAF1"
TNFSF8,5.731522885607863e-26,51,"CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL8,CD40,CD74,CIITA,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP1,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,IDO1,IFIH1,IFIT2,IFIT3,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,JAK2,LY96,MX1,MX2,OAS2,OASL,PDCD1LG2,PSMB10,RIPK2,RSAD2,STAT1,TAP1,TLR2,TNFRSF14"
LTA,7.61146898682253e-26,54,"ACE2,APOBEC3G,CASP1,CASP10,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,IDO1,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,JAK2,LAMP3,LY96,MX1,OAS2,PDCD1LG2,PSMB10,PSMB8,RIPK2,RSAD2,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,USP18"
SECTM1,2.68011670021824e-25,33,"AIM2,APOL1,APOL6,BST2,BTN3A3,CASP1,CCL8,CD74,CFB,CXCL10,CXCL11,CXCL9,ETV7,GBP1,GBP2,IFI27,IFIH1,IFIT2,IFITM1,IL15,IL15RA,IRF1,IRF7,ISG15,OAS1,OAS3,OASL,RSAD2,RTP4,SERPING1,STAT1,TAP1,UBD"
XCL1,3.9052110804636384e-25,51,"ACE2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CIITA,CLEC2B,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,IDO1,IFI44L,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LY75,MX1,MX2,OASL,PDCD1LG2,RIPK2,RSAD2,SERPINB9,STAT1,TLR2,TLR3,UBD"
TGFB1,4.163393279313845e-25,103,"ACE2,ACP5,AIM2,APOL1,ATF3,BST2,C1R,C1S,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,FAP,GABARAPL1,GBP1,GBP2,GOLM1,GSDMB,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,HSD11B1,IDO1,IFI27,IFI30,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LGMN,LMO2,LY75,LY96,MX1,MX2,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PLOD2,PML,PSMB10,PSMB8,RAB27A,RIPK2,SBNO2,SERPINB9,SERPING1,SLC2A3,STAT1,STAT2,TAP1,TLR2,TLR3,TNFRSF14,TNS1,TRIM21,XAF1"
IL5,4.677233907724519e-25,63,"ACE2,AIM2,ATF3,C1R,C1S,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CIITA,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GABBR1,GSDMB,HLA-A,HLA-C,HLA-DMA,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,IDO1,IFIH1,IFIT2,IFIT3,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,KLF4,LY75,LY96,MX1,MX2,OAS1,PDCD1LG2,PDGFRA,RIPK2,RSAD2,SERPINB9,SERPING1,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21"
TNFSF13,2.482059450924336e-23,41,"APOL1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFH,CFHR1,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-F,IDO1,IFI30,IFI44,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,MX1,OAS2,PDCD1LG2,PSMB8,SLC15A3,STAT1,TLR2,TNFRSF14"
TNFSF4,2.5091951720525655e-23,48,"BST2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,IDO1,IFIH1,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,JAK2,LAMP3,LY75,LY96,MX1,PDCD1LG2,PDGFRA,STAT1,STAT2,TLR2,TLR3,TNFRSF14"
CCL11,3.9205817018785278e-22,49,"ACE2,AIM2,BST2,CASP1,CCL2,CCL5,CCL8,CD40,CD74,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,HLA-A,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,IDO1,IFI44,IFIH1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,LY96,MX1,MX2,OAS2,PDCD1LG2,PDGFRA,RIPK2,SERPING1,STAT1,STAT2,TLR2,TLR3,TNFRSF14"
