regulator,p_adj,n_overlap,overlap_genes
CXCL16,1.2008875831287974e-47,74,"ACE2,ACP5,C1R,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,FAP,GBP1,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,IDO1,IFI27,IFI30,IFI35,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY75,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PSMB8,RSAD2,SECTM1,SLC15A3,STAT1,STAT2,TLR2,TLR3,TNFRSF14,UBD"
IFNL1,1.728556892841827e-47,61,"ACE2,AIM2,APOBEC3A,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CX3CL1,CXCL10,CXCL11,CXCL9,DDX60,GBP1,HERC6,HLA-A,HLA-C,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDGFRA,RNF114,RSAD2,RTP4,SAMHD1,STAT1,STAT2,TLR2,TLR3,TRIM21,TRIM22,USP18,XAF1,ZC3HAV1"
CCL19,2.30973610238931e-47,81,"AIM2,BLNK,BST2,C1R,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CIITA,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,DDX60,EDNRA,FAP,GBP1,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,IDO1,IFI27,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LAMP3,LY75,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PSMB10,PSMB8,RARRES1,RSAD2,RTP4,SAMHD1,STAT1,STAT2,TAPBPL,TLR2,TLR3,TNFRSF14,TRIM21,UBD"
CXCL8,3.07691336810299e-47,117,"ACE2,ACP5,AIM2,APOBEC3A,APOBEC3G,APOL1,ATF3,BST2,BTN3A3,C1R,C1S,CASP1,CASP4,CASP7,CBR3,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLEC2B,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,DDX60,EDNRA,ERAP1,FAP,GABARAPL1,GBP1,GBP2,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HSD11B1,HSD17B2,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LGMN,LY75,LY96,MX1,MX2,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PLOD2,PSMB10,PSMB8,RAB27A,RARRES1,RIPK2,RSAD2,RTP4,SAMHD1,SECTM1,SERPINB9,SERPING1,SLC2A3,SLC44A4,SP100,STAT1,STAT2,STEAP4,TLR2,TLR3,TNFRSF14,TRIM21,UBD,USP18,XAF1"
IFNK,5.610268914328323e-47,51,"ACE2,AIM2,APOBEC3A,BST2,CASP1,CCL2,CCL5,CD40,CXCL10,CXCL11,CXCL9,GBP1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL22RA1,IRF1,IRF7,ISG15,ISG20,JAK2,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDGFRA,RSAD2,SAMHD1,SP100,STAT1,STAT2,TLR2,TLR3,TRIM21,TRIM22,UBA7,UBE2L6,USP18,XAF1,ZC3HAV1"
IL2,1.0272128170131512e-46,125,"ACE2,ACP5,AIM2,APOBEC3A,APOBEC3F,APOBEC3G,ATF3,BLNK,BPGM,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,CASP1,CASP10,CASP4,CASP7,CBR3,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLEC2B,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,DPYD,EDNRA,ERAP1,ERAP2,FAP,GABARAPL1,GBP1,GBP2,GLDC,GOLM1,GSDMB,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HSD11B1,IDO1,IFI27,IFI30,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,ITPKC,JAK2,KLF4,LAMP3,LAP3,LGMN,LMO2,LY75,LY96,MX1,MX2,NMI,NRG1,OAS1,OAS2,OAS3,OASL,PARP8,PDCD1LG2,PDGFRA,PDLIM4,PSMB10,PSMB8,RAB27A,RIPK2,RSAD2,SAMHD1,SERPINB9,SERPING1,SLC2A3,SLC44A4,STAT1,STAT2,TAP1,TLR2,TLR3,TNFRSF14,TRIM21,TRIM22,UBD,UBE2L6,USP18"
IL17A,1.8064028167634927e-46,104,"ACE2,ACP5,AIM2,APOBEC3G,ATF3,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,ERAP1,ERAP2,FAP,GBP1,GBP2,GSDMB,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,HSD11B1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LGMN,LY75,LY96,MR1,MX1,MX2,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PSMB8,RAB27A,RIPK2,RNF114,RSAD2,SERPINB9,SERPING1,SLC2A3,SLC44A4,STAT1,STAT2,STEAP4,TLR2,TLR3,TNFRSF14,TRIM21,USP18"
CXCL2,2.2338860568716707e-46,83,"ACE2,AIM2,ATF3,BST2,C1R,C1S,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,GBP1,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HSD11B1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY96,MX1,MX2,NNMT,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PSMB8,RARRES1,RIPK2,RSAD2,SERPING1,SLC2A3,STAT1,STAT2,STEAP4,TLR2,TLR3,TNFRSF14,UBD"
IFNL3,4.67570196023122e-46,56,"ACE2,AIM2,APOBEC3G,APOL1,BST2,CASP1,CCL2,CCL5,CD40,CXCL10,CXCL11,CXCL9,DDX60,DPYD,GBP1,HERC6,HLA-A,HLA-C,HLA-DPA1,HLA-DQB1,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDGFRA,RSAD2,SAMHD1,STAT1,STAT2,TLR2,TLR3,TRIM22,USP18"
IL32,2.2452907723800306e-45,65,"ACE2,APOBEC3G,APOL6,ATF3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP1,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,ISG20,JAK2,MX1,MX2,NNMT,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PSMB8,RIPK2,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM22,UBD"
IL1A,4.754004031878002e-45,112,"ACE2,ACP5,AIM2,APOBEC3G,APOL1,APOL6,ATF3,BLNK,BST2,C1R,C1S,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,ERAP1,ERAP2,FAP,GABARAPL1,GBP1,GBP2,GSDMB,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HSD11B1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,ITPKC,JAK2,KLF4,LAMP3,LGMN,LY75,LY96,MX1,MX2,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PDLIM4,PLOD2,PSMB10,PSMB8,RAB27A,RIPK2,RSAD2,SAMHD1,SERPINB9,SERPING1,SLC27A3,SLC2A3,SLC44A4,SP100,STAT1,STAT2,STEAP4,TLR2,TLR3,TNFRSF14,TRIM21,UBD,USP18"
IFNA17,4.954428453273926e-44,69,"ACE2,AIM2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,DDX60,GBP1,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,ISG20,JAK2,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PSMB8,RSAD2,SAMHD1,SERPINB9,SP100,STAT1,STAT2,TLR2,TLR3,TRIM21,TRIM22,UBE2L6,USP18,XAF1,ZC3HAV1"
CCL2,1.0212218103437923e-43,116,"ACE2,ACP5,AIM2,APOBEC3A,APOBEC3G,APOL1,ATF3,BST2,C1R,C1S,CASP1,CASP10,CASP4,CASP7,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CFHR1,CIITA,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,DDX60,EDNRA,FAP,GABARAPL1,GBP1,GBP2,GSDMD,HERC6,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,HSD11B1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LAP3,LGMN,LY75,LY96,MX1,MX2,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PSMB10,PSMB8,RAB27A,RARRES1,RIPK2,RSAD2,RTP4,SAMHD1,SERPINB9,SERPING1,SLC15A3,SLC2A3,SLC44A4,STAT1,STAT2,STEAP4,TAP1,TLR2,TLR3,TNFRSF14,TRIM21,TRIM22,UBD,UBE2L6,USP18,VSNL1,XAF1"
IFNL2,1.5953648862862003e-43,53,"ACE2,AIM2,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CX3CL1,CXCL10,CXCL11,CXCL9,DDX60,GBP1,HLA-C,IDO1,IFI27,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDGFRA,RSAD2,SAMHD1,STAT1,STAT2,TLR2,TLR3,TRIM21,TRIM22,USP18,ZC3HAV1"
CXCL1,6.399046431495855e-43,92,"ACE2,ACP5,AIM2,APOBEC3F,APOBEC3G,ATF3,BST2,C1R,C1S,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,FAP,GBP1,GBP2,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY75,LY96,MX1,MX2,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PSMB8,RAB27A,RIPK2,RSAD2,SBNO2,SERPING1,SLC2A3,STAT1,STAT2,STEAP4,TLR2,TLR3,TNFRSF14,TNS1,UBD"
IL10,6.399046431495855e-43,119,"ACE2,ACP5,AIM2,APOBEC3A,APOBEC3G,APOL1,ATF3,BLNK,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLEC2B,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,ERAP1,ERAP2,FAP,GABARAPL1,GBP1,GBP2,GSDMB,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HSD11B1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,ITPKC,JAK2,KLF4,LAMP3,LGMN,LY75,LY96,MX1,MX2,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PDLIM4,PSMB10,PSMB8,RAB27A,RIPK2,RSAD2,RTP4,SAMHD1,SBNO2,SERPINB9,SERPING1,SLC2A3,SLC44A4,SP100,STAT1,STAT2,TAP1,TLR2,TLR3,TNFRSF14,TRIM21,TRIM22,USP18,XAF1"
CD40LG,2.980033968157728e-42,88,"ACE2,AIM2,APOBEC3G,BLNK,BST2,BTN2A2,BTN3A1,BTN3A2,C1R,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFH,CIITA,CLEC2B,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,ERAP1,GBP1,GBP2,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,IDO1,IFI30,IFI44,IFI44L,IFIH1,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,ITPKC,JAK2,KLF4,LAMP3,LGMN,LY75,LY96,MX1,OAS1,OAS2,OASL,PDCD1LG2,PDGFRA,PSMB10,PSMB8,RAB27A,RIPK2,RSAD2,SAMHD1,SERPINB9,SERPING1,SLC44A4,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21"
CSF2,3.2040493177852316e-42,97,"ACE2,ACP5,AIM2,APOBEC3G,ATF3,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,ERAP1,FAP,GBP1,GBP2,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HLA-G,IDO1,IFI30,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LGMN,LMO2,LY75,LY96,MX1,MX2,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PSMB10,PSMB8,RAB27A,RIPK2,RSAD2,SAMHD1,SERPINB9,SERPING1,SLC44A4,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,USP18"
TNF,3.8482205188821046e-42,148,"ACE2,ACP5,ACSL5,AIM2,APOBEC3A,APOBEC3F,APOBEC3G,APOL1,ATF3,BBOX1,BLNK,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,CAPN3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CFHR1,CIITA,CLEC2B,CLU,CPM,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,DDX60,EDNRA,ERAP1,ERAP2,ETV7,FAP,GABARAPL1,GABBR1,GBP1,GBP2,GOLM1,GSDMB,GSDMD,HERC6,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HSD11B1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,ITPKC,JAK2,KLF4,LAMP3,LGMN,LMO2,LY75,LY96,MARCKSL1,MR1,MX1,MX2,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PDLIM4,PLOD2,PML,PSMB10,PSMB8,RAB27A,RIPK2,RSAD2,RTP4,SAMD9,SAMHD1,SBNO2,SCNN1A,SERPINB9,SERPING1,SH3BP2,SLC15A3,SLC2A3,SLC44A4,SP100,SP110,STAT1,STAT2,STEAP4,TAP1,TLR2,TLR3,TNFRSF14,TRAFD1,TRIM21,TRIM22,UBA7,UBD,UBE2L6,USP18,XAF1,ZC3HAV1"
IFNE,1.1287477820253334e-41,47,"ACE2,AIM2,APOBEC3G,BST2,CASP1,CCL2,CCL5,CD40,CXCL10,CXCL11,CXCL9,GBP1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL22RA1,IRF1,IRF7,ISG15,ISG20,JAK2,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDGFRA,RSAD2,SAMHD1,STAT1,STAT2,TLR2,TLR3,TRIM22,UBA7,USP18,ZC3HAV1"
IL6,2.2473315192156108e-41,140,"ACE2,ACP5,AIM2,APOBEC3A,APOBEC3G,APOL1,ATF3,BBOX1,BLNK,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,CAPN3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CFHR1,CIITA,CLEC2B,CLU,CPM,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,DDX60,DPYD,EDNRA,ERAP1,ERAP2,FAP,GABARAPL1,GABBR1,GBP1,GBP2,GOLM1,GSDMB,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HSD11B1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,ITPKC,JAK2,KLF4,LAMP3,LGMN,LMO2,LY75,LY96,MX1,MX2,NNMT,NRG1,OAS1,OAS2,OAS3,OASL,PARP12,PDCD1LG2,PDGFRA,PDLIM4,PLA2G3,PLOD2,PML,PSMB10,PSMB8,RAB27A,RIPK2,RSAD2,RTP4,SAMHD1,SBNO2,SCNN1A,SERPINB9,SERPING1,SH3BP2,SLC2A3,SLC44A4,SP100,STAT1,STAT2,STEAP4,TAP1,TLR2,TLR3,TNFRSF14,TRIM21,TRIM22,UBD,UBE2L6,USP18,XAF1,ZC3HAV1"
IL4,2.2602394277063644e-39,104,"ACE2,ACP5,AIM2,APOBEC3A,APOBEC3G,ATF3,BLNK,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFH,CIITA,CLU,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,EDNRA,ERAP1,FAP,GBP1,GBP2,GSDMB,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,HSD11B1,IDO1,IFI27,IFI30,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LGMN,LY75,LY96,MX1,MX2,NRG1,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PDLIM4,PSMB10,PSMB8,RAB27A,RIPK2,RSAD2,SAMHD1,SERPINB9,SERPING1,SLC2A3,SLC44A4,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,USP18"
CXCL5,4.1220373259642575e-39,72,"ACE2,ACP5,AIM2,ATF3,BST2,C1R,C1S,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CFHR1,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,CYP1B1,FAP,GBP1,GBP2,GSDMB,HLA-DMB,HLA-DQB1,HLA-DRA,HLA-DRB1,IDO1,IFI27,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,PSMB8,RIPK2,RSAD2,SERPING1,SLFN12,STAT1,STAT2,TLR2,TLR3,TNFRSF14,XAF1"
IL7,5.325139623903972e-39,79,"ACE2,ACP5,AIM2,APOBEC3G,ATF3,BLNK,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFH,CIITA,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP1,GSDMD,HLA-A,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,IDO1,IFI44,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LMO2,LY75,LY96,MR1,MX1,OAS1,OAS2,PDCD1LG2,PDGFRA,PSMB8,RIPK2,RSAD2,SAMHD1,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21"
CXCL3,1.2428526470391068e-38,61,"ACE2,ATF3,BST2,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CFB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,GBP1,GBP2,HLA-C,HLA-DMA,HLA-DMB,HLA-DRA,IDO1,IFI27,IFI30,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PSMB8,RIPK2,RSAD2,STAT1,STAT2,TLR2,TLR3,TNFRSF14,XAF1"
CCL18,1.577337539773801e-38,65,"ACP5,C1R,C1S,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CFH,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL9,EDNRA,FAP,GBP1,HLA-A,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,IDO1,IFI27,IFI30,IFI44,IFIH1,IFITM1,IL12RB2,IL15,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LAMP3,LGMN,LY75,LY96,MX1,MX2,OAS1,OAS2,OASL,PDCD1LG2,RARRES1,RSAD2,RTP4,STAT1,TLR2,TLR3,TNFRSF14,UBA7,UBD"
IFNA4,1.73653338062419e-38,61,"ACE2,AIM2,APOBEC3A,APOBEC3F,APOBEC3G,BST2,CASP1,CCL2,CCL5,CCL7,CD40,CPM,CREM,CX3CL1,CXCL10,CXCL11,CXCL9,GBP1,HLA-A,HLA-C,HLA-DRB1,IDO1,IFI27,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFIT5,IFITM1,IL12RB2,IL15,IL15RA,IL22RA1,IRF1,IRF7,ISG15,ISG20,JAK2,LY96,MX1,MX2,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDGFRA,RSAD2,SAMHD1,SP100,STAT1,STAT2,TLR2,TLR3,TNFRSF14,TRIM21,USP18,XAF1,ZC3HAV1"
