Source	Target	Type	Class	FDR_log
IFNG	AIF1	Directed	cytokine	219.09908693226234
IFNG	AIM2	Directed	cytokine	219.09908693226234
IFNG	ALDH1A3	Directed	cytokine	219.09908693226234
IFNG	ALOX15	Directed	cytokine	219.09908693226234
IFNG	ALOX5AP	Directed	cytokine	219.09908693226234
IFNG	ANGPTL4	Directed	cytokine	219.09908693226234
IFNG	APOBEC3G	Directed	cytokine	219.09908693226234
IFNG	APOL1	Directed	cytokine	219.09908693226234
IFNG	APOL2	Directed	cytokine	219.09908693226234
IFNG	APOL6	Directed	cytokine	219.09908693226234
IFNG	AREG	Directed	cytokine	219.09908693226234
IFNG	ARFGAP3	Directed	cytokine	219.09908693226234
IFNG	ASS1	Directed	cytokine	219.09908693226234
IFNG	ATF3	Directed	cytokine	219.09908693226234
IFNG	ATF5	Directed	cytokine	219.09908693226234
IFNG	ATG3	Directed	cytokine	219.09908693226234
IFNG	B2M	Directed	cytokine	219.09908693226234
IFNG	BACH1	Directed	cytokine	219.09908693226234
IFNG	BAK1	Directed	cytokine	219.09908693226234
IFNG	BATF	Directed	cytokine	219.09908693226234
IFNG	BATF2	Directed	cytokine	219.09908693226234
IFNG	BAX	Directed	cytokine	219.09908693226234
IFNG	BCL2A1	Directed	cytokine	219.09908693226234
IFNG	BCL2L11	Directed	cytokine	219.09908693226234
IFNG	BCL3	Directed	cytokine	219.09908693226234
IFNG	BID	Directed	cytokine	219.09908693226234
IFNG	BIRC3	Directed	cytokine	219.09908693226234
IFNG	BRCA2	Directed	cytokine	219.09908693226234
IFNG	BST2	Directed	cytokine	219.09908693226234
IFNG	BTN3A1	Directed	cytokine	219.09908693226234
IFNG	BTN3A2	Directed	cytokine	219.09908693226234
IFNG	C15orf48	Directed	cytokine	219.09908693226234
IFNG	C1QA	Directed	cytokine	219.09908693226234
IFNG	C1QB	Directed	cytokine	219.09908693226234
IFNG	C1QC	Directed	cytokine	219.09908693226234
IFNG	C1R	Directed	cytokine	219.09908693226234
IFNG	C2	Directed	cytokine	219.09908693226234
IFNG	C3	Directed	cytokine	219.09908693226234
IFNG	C4A	Directed	cytokine	219.09908693226234
IFNG	C5AR1	Directed	cytokine	219.09908693226234
IFNG	CALCA	Directed	cytokine	219.09908693226234
IFNG	CALHM6	Directed	cytokine	219.09908693226234
IFNG	CAMK4	Directed	cytokine	219.09908693226234
IFNG	CARD6	Directed	cytokine	219.09908693226234
IFNG	CASP1	Directed	cytokine	219.09908693226234
IFNG	CASP10	Directed	cytokine	219.09908693226234
IFNG	CASP3	Directed	cytokine	219.09908693226234
IFNG	CASP4	Directed	cytokine	219.09908693226234
IFNG	CASP5	Directed	cytokine	219.09908693226234
IFNG	CASP7	Directed	cytokine	219.09908693226234
IFNG	CASP8	Directed	cytokine	219.09908693226234
IFNG	CCL1	Directed	cytokine	219.09908693226234
IFNG	CCL11	Directed	cytokine	219.09908693226234
IFNG	CCL13	Directed	cytokine	219.09908693226234
IFNG	CCL17	Directed	cytokine	219.09908693226234
IFNG	CCL18	Directed	cytokine	219.09908693226234
IFNG	CCL19	Directed	cytokine	219.09908693226234
IFNG	CCL2	Directed	cytokine	219.09908693226234
IFNG	CCL20	Directed	cytokine	219.09908693226234
IFNG	CCL22	Directed	cytokine	219.09908693226234
IFNG	CCL25	Directed	cytokine	219.09908693226234
IFNG	CCL26	Directed	cytokine	219.09908693226234
IFNG	CCL3	Directed	cytokine	219.09908693226234
IFNG	CCL4	Directed	cytokine	219.09908693226234
IFNG	CCL5	Directed	cytokine	219.09908693226234
IFNG	CCL7	Directed	cytokine	219.09908693226234
IFNG	CCL8	Directed	cytokine	219.09908693226234
IFNG	CCNA1	Directed	cytokine	219.09908693226234
IFNG	CCND2	Directed	cytokine	219.09908693226234
IFNG	CCND3	Directed	cytokine	219.09908693226234
IFNG	CCR1	Directed	cytokine	219.09908693226234
IFNG	CCR2	Directed	cytokine	219.09908693226234
IFNG	CCR3	Directed	cytokine	219.09908693226234
IFNG	CCR4	Directed	cytokine	219.09908693226234
IFNG	CCR5	Directed	cytokine	219.09908693226234
IFNG	CCR6	Directed	cytokine	219.09908693226234
IFNG	CCR7	Directed	cytokine	219.09908693226234
IFNG	CCRL2	Directed	cytokine	219.09908693226234
IFNG	CD14	Directed	cytokine	219.09908693226234
IFNG	CD163	Directed	cytokine	219.09908693226234
IFNG	CD1D	Directed	cytokine	219.09908693226234
IFNG	CD2	Directed	cytokine	219.09908693226234
IFNG	CD209	Directed	cytokine	219.09908693226234
IFNG	CD27	Directed	cytokine	219.09908693226234
IFNG	CD274	Directed	cytokine	219.09908693226234
IFNG	CD38	Directed	cytokine	219.09908693226234
IFNG	CD4	Directed	cytokine	219.09908693226234
IFNG	CD40	Directed	cytokine	219.09908693226234
IFNG	CD40LG	Directed	cytokine	219.09908693226234
IFNG	CD63	Directed	cytokine	219.09908693226234
IFNG	CD68	Directed	cytokine	219.09908693226234
IFNG	CD72	Directed	cytokine	219.09908693226234
IFNG	CD74	Directed	cytokine	219.09908693226234
IFNG	CD80	Directed	cytokine	219.09908693226234
IFNG	CD83	Directed	cytokine	219.09908693226234
IFNG	CD86	Directed	cytokine	219.09908693226234
IFNG	CDC25B	Directed	cytokine	219.09908693226234
IFNG	CDKN1A	Directed	cytokine	219.09908693226234
IFNG	CDKN2A	Directed	cytokine	219.09908693226234
IFNG	CEACAM1	Directed	cytokine	219.09908693226234
IFNG	CFB	Directed	cytokine	219.09908693226234
IFNG	CFLAR	Directed	cytokine	219.09908693226234
IFNG	CFP	Directed	cytokine	219.09908693226234
IFNG	CGAS	Directed	cytokine	219.09908693226234
IFNG	CH25H	Directed	cytokine	219.09908693226234
IFNG	CHI3L2	Directed	cytokine	219.09908693226234
IFNG	CHST11	Directed	cytokine	219.09908693226234
IFNG	CIITA	Directed	cytokine	219.09908693226234
IFNG	CISH	Directed	cytokine	219.09908693226234
IFNG	CLEC2D	Directed	cytokine	219.09908693226234
IFNG	CLEC4E	Directed	cytokine	219.09908693226234
IFNG	CLEC5A	Directed	cytokine	219.09908693226234
IFNG	CLEC7A	Directed	cytokine	219.09908693226234
IFNG	CMPK2	Directed	cytokine	219.09908693226234
IFNG	CORO1A	Directed	cytokine	219.09908693226234
IFNG	CREM	Directed	cytokine	219.09908693226234
IFNG	CSF1	Directed	cytokine	219.09908693226234
IFNG	CSF1R	Directed	cytokine	219.09908693226234
IFNG	CSF2	Directed	cytokine	219.09908693226234
IFNG	CSF2RB	Directed	cytokine	219.09908693226234
IFNG	CSF3	Directed	cytokine	219.09908693226234
IFNG	CSK	Directed	cytokine	219.09908693226234
IFNG	CTSB	Directed	cytokine	219.09908693226234
IFNG	CTSC	Directed	cytokine	219.09908693226234
IFNG	CTSH	Directed	cytokine	219.09908693226234
IFNG	CTSS	Directed	cytokine	219.09908693226234
IFNG	CTSZ	Directed	cytokine	219.09908693226234
IFNG	CX3CL1	Directed	cytokine	219.09908693226234
IFNG	CXCL1	Directed	cytokine	219.09908693226234
IFNG	CXCL10	Directed	cytokine	219.09908693226234
IFNG	CXCL11	Directed	cytokine	219.09908693226234
IFNG	CXCL13	Directed	cytokine	219.09908693226234
IFNG	CXCL16	Directed	cytokine	219.09908693226234
IFNG	CXCL17	Directed	cytokine	219.09908693226234
IFNG	CXCL2	Directed	cytokine	219.09908693226234
IFNG	CXCL3	Directed	cytokine	219.09908693226234
IFNG	CXCL5	Directed	cytokine	219.09908693226234
IFNG	CXCL6	Directed	cytokine	219.09908693226234
IFNG	CXCL8	Directed	cytokine	219.09908693226234
IFNG	CXCL9	Directed	cytokine	219.09908693226234
IFNG	CXCR2	Directed	cytokine	219.09908693226234
IFNG	CXCR3	Directed	cytokine	219.09908693226234
IFNG	CXCR4	Directed	cytokine	219.09908693226234
IFNG	CXCR6	Directed	cytokine	219.09908693226234
IFNG	CYBA	Directed	cytokine	219.09908693226234
IFNG	CYBB	Directed	cytokine	219.09908693226234
IFNG	CYLD	Directed	cytokine	219.09908693226234
IFNG	CYRIA	Directed	cytokine	219.09908693226234
IFNG	CYSLTR2	Directed	cytokine	219.09908693226234
IFNG	CYTIP	Directed	cytokine	219.09908693226234
IFNG	DAXX	Directed	cytokine	219.09908693226234
IFNG	DDIT4	Directed	cytokine	219.09908693226234
IFNG	DDX60	Directed	cytokine	219.09908693226234
IFNG	DDX60L	Directed	cytokine	219.09908693226234
IFNG	DEFB103B	Directed	cytokine	219.09908693226234
IFNG	DEFB4A	Directed	cytokine	219.09908693226234
IFNG	DEPP1	Directed	cytokine	219.09908693226234
IFNG	DNASE1L3	Directed	cytokine	219.09908693226234
IFNG	DOK1	Directed	cytokine	219.09908693226234
IFNG	DTX3L	Directed	cytokine	219.09908693226234
IFNG	DUSP5	Directed	cytokine	219.09908693226234
IFNG	EBI3	Directed	cytokine	219.09908693226234
IFNG	EIF2AK2	Directed	cytokine	219.09908693226234
IFNG	EIF2S2	Directed	cytokine	219.09908693226234
IFNG	EIF4EBP1	Directed	cytokine	219.09908693226234
IFNG	ENO1	Directed	cytokine	219.09908693226234
IFNG	ERAP1	Directed	cytokine	219.09908693226234
IFNG	ERAP2	Directed	cytokine	219.09908693226234
IFNG	ETS1	Directed	cytokine	219.09908693226234
IFNG	ETV7	Directed	cytokine	219.09908693226234
IFNG	FAS	Directed	cytokine	219.09908693226234
IFNG	FASLG	Directed	cytokine	219.09908693226234
IFNG	FBP1	Directed	cytokine	219.09908693226234
IFNG	FCER1G	Directed	cytokine	219.09908693226234
IFNG	FCER2	Directed	cytokine	219.09908693226234
IFNG	FCGR1A	Directed	cytokine	219.09908693226234
IFNG	FCGR2A	Directed	cytokine	219.09908693226234
IFNG	FCGR2B	Directed	cytokine	219.09908693226234
IFNG	FCGR3A	Directed	cytokine	219.09908693226234
IFNG	FCN1	Directed	cytokine	219.09908693226234
IFNG	FGL2	Directed	cytokine	219.09908693226234
IFNG	FKBP1A	Directed	cytokine	219.09908693226234
IFNG	FLT1	Directed	cytokine	219.09908693226234
IFNG	FMNL2	Directed	cytokine	219.09908693226234
IFNG	FOSL1	Directed	cytokine	219.09908693226234
IFNG	FOXP3	Directed	cytokine	219.09908693226234
IFNG	FPR2	Directed	cytokine	219.09908693226234
IFNG	FTH1	Directed	cytokine	219.09908693226234
IFNG	FZD2	Directed	cytokine	219.09908693226234
IFNG	GAD1	Directed	cytokine	219.09908693226234
IFNG	GADD45B	Directed	cytokine	219.09908693226234
IFNG	GART	Directed	cytokine	219.09908693226234
IFNG	GBP1	Directed	cytokine	219.09908693226234
IFNG	GBP2	Directed	cytokine	219.09908693226234
IFNG	GBP3	Directed	cytokine	219.09908693226234
IFNG	GBP4	Directed	cytokine	219.09908693226234
IFNG	GBP5	Directed	cytokine	219.09908693226234
IFNG	GCH1	Directed	cytokine	219.09908693226234
IFNG	GGT5	Directed	cytokine	219.09908693226234
IFNG	GJA5	Directed	cytokine	219.09908693226234
IFNG	GLIPR2	Directed	cytokine	219.09908693226234
IFNG	GLS	Directed	cytokine	219.09908693226234
IFNG	GLUL	Directed	cytokine	219.09908693226234
IFNG	GNA13	Directed	cytokine	219.09908693226234
IFNG	GNA14	Directed	cytokine	219.09908693226234
IFNG	GNAI2	Directed	cytokine	219.09908693226234
IFNG	GPR19	Directed	cytokine	219.09908693226234
IFNG	GPX1	Directed	cytokine	219.09908693226234
IFNG	GSDMC	Directed	cytokine	219.09908693226234
IFNG	GSDMD	Directed	cytokine	219.09908693226234
IFNG	GZMB	Directed	cytokine	219.09908693226234
IFNG	HAS2	Directed	cytokine	219.09908693226234
IFNG	HBEGF	Directed	cytokine	219.09908693226234
IFNG	HCAR2	Directed	cytokine	219.09908693226234
IFNG	HCAR3	Directed	cytokine	219.09908693226234
IFNG	HCK	Directed	cytokine	219.09908693226234
IFNG	HERC6	Directed	cytokine	219.09908693226234
IFNG	HIF1A	Directed	cytokine	219.09908693226234
IFNG	HK2	Directed	cytokine	219.09908693226234
IFNG	HLA-A	Directed	cytokine	219.09908693226234
IFNG	HLA-B	Directed	cytokine	219.09908693226234
IFNG	HLA-C	Directed	cytokine	219.09908693226234
IFNG	HLA-DMA	Directed	cytokine	219.09908693226234
IFNG	HLA-DMB	Directed	cytokine	219.09908693226234
IFNG	HLA-DOA	Directed	cytokine	219.09908693226234
IFNG	HLA-DOB	Directed	cytokine	219.09908693226234
IFNG	HLA-DQA1	Directed	cytokine	219.09908693226234
IFNG	HLA-DQB1	Directed	cytokine	219.09908693226234
IFNG	HLA-DRA	Directed	cytokine	219.09908693226234
IFNG	HLA-DRB1	Directed	cytokine	219.09908693226234
IFNG	HLA-E	Directed	cytokine	219.09908693226234
IFNG	HLA-F	Directed	cytokine	219.09908693226234
IFNG	HLA-G	Directed	cytokine	219.09908693226234
IFNG	HP	Directed	cytokine	219.09908693226234
IFNG	HSP90AA1	Directed	cytokine	219.09908693226234
IFNG	HSPA5	Directed	cytokine	219.09908693226234
IFNG	HSPA8	Directed	cytokine	219.09908693226234
IFNG	ICAM1	Directed	cytokine	219.09908693226234
IFNG	IDO1	Directed	cytokine	219.09908693226234
IFNG	IDO2	Directed	cytokine	219.09908693226234
IFNG	IER3	Directed	cytokine	219.09908693226234
IFNG	IFI16	Directed	cytokine	219.09908693226234
IFNG	IFI27	Directed	cytokine	219.09908693226234
IFNG	IFI30	Directed	cytokine	219.09908693226234
IFNG	IFI35	Directed	cytokine	219.09908693226234
IFNG	IFI44	Directed	cytokine	219.09908693226234
IFNG	IFI44L	Directed	cytokine	219.09908693226234
IFNG	IFI6	Directed	cytokine	219.09908693226234
IFNG	IFIH1	Directed	cytokine	219.09908693226234
IFNG	IFIT1	Directed	cytokine	219.09908693226234
IFNG	IFIT2	Directed	cytokine	219.09908693226234
IFNG	IFIT3	Directed	cytokine	219.09908693226234
IFNG	IFIT5	Directed	cytokine	219.09908693226234
IFNG	IFITM1	Directed	cytokine	219.09908693226234
IFNG	IFITM2	Directed	cytokine	219.09908693226234
IFNG	IFITM3	Directed	cytokine	219.09908693226234
IFNG	IFNB1	Directed	cytokine	219.09908693226234
IFNG	IFNG	Directed	cytokine	219.09908693226234
IFNG	IFNGR2	Directed	cytokine	219.09908693226234
IFNG	IFNK	Directed	cytokine	219.09908693226234
IFNG	IGHG1	Directed	cytokine	219.09908693226234
IFNG	IGHM	Directed	cytokine	219.09908693226234
IFNG	IKBKE	Directed	cytokine	219.09908693226234
IFNG	IL10	Directed	cytokine	219.09908693226234
IFNG	IL10RA	Directed	cytokine	219.09908693226234
IFNG	IL12A	Directed	cytokine	219.09908693226234
IFNG	IL12B	Directed	cytokine	219.09908693226234
IFNG	IL12RB1	Directed	cytokine	219.09908693226234
IFNG	IL12RB2	Directed	cytokine	219.09908693226234
IFNG	IL13	Directed	cytokine	219.09908693226234
IFNG	IL13RA1	Directed	cytokine	219.09908693226234
IFNG	IL15	Directed	cytokine	219.09908693226234
IFNG	IL15RA	Directed	cytokine	219.09908693226234
IFNG	IL17A	Directed	cytokine	219.09908693226234
IFNG	IL17RA	Directed	cytokine	219.09908693226234
IFNG	IL18BP	Directed	cytokine	219.09908693226234
IFNG	IL18R1	Directed	cytokine	219.09908693226234
IFNG	IL18RAP	Directed	cytokine	219.09908693226234
IFNG	IL1B	Directed	cytokine	219.09908693226234
IFNG	IL1RL1	Directed	cytokine	219.09908693226234
IFNG	IL1RN	Directed	cytokine	219.09908693226234
IFNG	IL2	Directed	cytokine	219.09908693226234
IFNG	IL21	Directed	cytokine	219.09908693226234
IFNG	IL23A	Directed	cytokine	219.09908693226234
IFNG	IL25	Directed	cytokine	219.09908693226234
IFNG	IL27	Directed	cytokine	219.09908693226234
IFNG	IL2RA	Directed	cytokine	219.09908693226234
IFNG	IL2RB	Directed	cytokine	219.09908693226234
IFNG	IL3	Directed	cytokine	219.09908693226234
IFNG	IL31RA	Directed	cytokine	219.09908693226234
IFNG	IL32	Directed	cytokine	219.09908693226234
IFNG	IL3RA	Directed	cytokine	219.09908693226234
IFNG	IL4	Directed	cytokine	219.09908693226234
IFNG	IL4I1	Directed	cytokine	219.09908693226234
IFNG	IL4R	Directed	cytokine	219.09908693226234
IFNG	IL5	Directed	cytokine	219.09908693226234
IFNG	IL6	Directed	cytokine	219.09908693226234
IFNG	IL6R	Directed	cytokine	219.09908693226234
IFNG	IL7R	Directed	cytokine	219.09908693226234
IFNG	IL9	Directed	cytokine	219.09908693226234
IFNG	INHBA	Directed	cytokine	219.09908693226234
IFNG	INSRR	Directed	cytokine	219.09908693226234
IFNG	IRAK2	Directed	cytokine	219.09908693226234
IFNG	IRF1	Directed	cytokine	219.09908693226234
IFNG	IRF2	Directed	cytokine	219.09908693226234
IFNG	IRF4	Directed	cytokine	219.09908693226234
IFNG	IRF5	Directed	cytokine	219.09908693226234
IFNG	IRF7	Directed	cytokine	219.09908693226234
IFNG	IRF8	Directed	cytokine	219.09908693226234
IFNG	IRF9	Directed	cytokine	219.09908693226234
IFNG	ISG15	Directed	cytokine	219.09908693226234
IFNG	ISG20	Directed	cytokine	219.09908693226234
IFNG	ITGA4	Directed	cytokine	219.09908693226234
IFNG	ITGA5	Directed	cytokine	219.09908693226234
IFNG	ITGAL	Directed	cytokine	219.09908693226234
IFNG	ITGAM	Directed	cytokine	219.09908693226234
IFNG	ITGAX	Directed	cytokine	219.09908693226234
IFNG	ITGB2	Directed	cytokine	219.09908693226234
IFNG	ITGB3	Directed	cytokine	219.09908693226234
IFNG	JAK2	Directed	cytokine	219.09908693226234
IFNG	JAK3	Directed	cytokine	219.09908693226234
IFNG	JUNB	Directed	cytokine	219.09908693226234
IFNG	KARS1	Directed	cytokine	219.09908693226234
IFNG	KLF1	Directed	cytokine	219.09908693226234
IFNG	KLF6	Directed	cytokine	219.09908693226234
IFNG	KLRG1	Directed	cytokine	219.09908693226234
IFNG	KLRK1	Directed	cytokine	219.09908693226234
IFNG	KMO	Directed	cytokine	219.09908693226234
IFNG	KRT17	Directed	cytokine	219.09908693226234
IFNG	KYNU	Directed	cytokine	219.09908693226234
IFNG	LAG3	Directed	cytokine	219.09908693226234
IFNG	LAMP3	Directed	cytokine	219.09908693226234
IFNG	LAT2	Directed	cytokine	219.09908693226234
IFNG	LCN2	Directed	cytokine	219.09908693226234
IFNG	LCP2	Directed	cytokine	219.09908693226234
IFNG	LDHA	Directed	cytokine	219.09908693226234
IFNG	LDLR	Directed	cytokine	219.09908693226234
IFNG	LGALS3BP	Directed	cytokine	219.09908693226234
IFNG	LGALS9	Directed	cytokine	219.09908693226234
IFNG	LIF	Directed	cytokine	219.09908693226234
IFNG	LIFR	Directed	cytokine	219.09908693226234
IFNG	LILRB1	Directed	cytokine	219.09908693226234
IFNG	LIMK1	Directed	cytokine	219.09908693226234
IFNG	LPIN2	Directed	cytokine	219.09908693226234
IFNG	LRRK2	Directed	cytokine	219.09908693226234
IFNG	LST1	Directed	cytokine	219.09908693226234
IFNG	LTA	Directed	cytokine	219.09908693226234
IFNG	LTB	Directed	cytokine	219.09908693226234
IFNG	LY6E	Directed	cytokine	219.09908693226234
IFNG	LY75	Directed	cytokine	219.09908693226234
IFNG	LY96	Directed	cytokine	219.09908693226234
IFNG	LYN	Directed	cytokine	219.09908693226234
IFNG	MANF	Directed	cytokine	219.09908693226234
IFNG	MARCHF1	Directed	cytokine	219.09908693226234
IFNG	MARCKSL1	Directed	cytokine	219.09908693226234
IFNG	MCHR1	Directed	cytokine	219.09908693226234
IFNG	MEFV	Directed	cytokine	219.09908693226234
IFNG	MLKL	Directed	cytokine	219.09908693226234
IFNG	MMP1	Directed	cytokine	219.09908693226234
IFNG	MMP12	Directed	cytokine	219.09908693226234
IFNG	MMP13	Directed	cytokine	219.09908693226234
IFNG	MMP25	Directed	cytokine	219.09908693226234
IFNG	MMP3	Directed	cytokine	219.09908693226234
IFNG	MMP9	Directed	cytokine	219.09908693226234
IFNG	MNDA	Directed	cytokine	219.09908693226234
IFNG	MRC1	Directed	cytokine	219.09908693226234
IFNG	MSR1	Directed	cytokine	219.09908693226234
IFNG	MT1A	Directed	cytokine	219.09908693226234
IFNG	MT1E	Directed	cytokine	219.09908693226234
IFNG	MT1F	Directed	cytokine	219.09908693226234
IFNG	MT1G	Directed	cytokine	219.09908693226234
IFNG	MT1M	Directed	cytokine	219.09908693226234
IFNG	MT2A	Directed	cytokine	219.09908693226234
IFNG	MTHFD2	Directed	cytokine	219.09908693226234
IFNG	MUC1	Directed	cytokine	219.09908693226234
IFNG	MUC4	Directed	cytokine	219.09908693226234
IFNG	MX1	Directed	cytokine	219.09908693226234
IFNG	MX2	Directed	cytokine	219.09908693226234
IFNG	MYD88	Directed	cytokine	219.09908693226234
IFNG	NAMPT	Directed	cytokine	219.09908693226234
IFNG	NBN	Directed	cytokine	219.09908693226234
IFNG	NCF2	Directed	cytokine	219.09908693226234
IFNG	NCR3	Directed	cytokine	219.09908693226234
IFNG	NEURL3	Directed	cytokine	219.09908693226234
IFNG	NEUROG3	Directed	cytokine	219.09908693226234
IFNG	NFE2L3	Directed	cytokine	219.09908693226234
IFNG	NFKB1	Directed	cytokine	219.09908693226234
IFNG	NFKB2	Directed	cytokine	219.09908693226234
IFNG	NFKBIA	Directed	cytokine	219.09908693226234
IFNG	NFKBIB	Directed	cytokine	219.09908693226234
IFNG	NFKBIE	Directed	cytokine	219.09908693226234
IFNG	NLRC5	Directed	cytokine	219.09908693226234
IFNG	NLRP3	Directed	cytokine	219.09908693226234
IFNG	NMI	Directed	cytokine	219.09908693226234
IFNG	NOD2	Directed	cytokine	219.09908693226234
IFNG	NOS2	Directed	cytokine	219.09908693226234
IFNG	NR4A3	Directed	cytokine	219.09908693226234
IFNG	NTRK1	Directed	cytokine	219.09908693226234
IFNG	OAS1	Directed	cytokine	219.09908693226234
IFNG	OAS2	Directed	cytokine	219.09908693226234
IFNG	OAS3	Directed	cytokine	219.09908693226234
IFNG	OASL	Directed	cytokine	219.09908693226234
IFNG	ODC1	Directed	cytokine	219.09908693226234
IFNG	OGFR	Directed	cytokine	219.09908693226234
IFNG	OLR1	Directed	cytokine	219.09908693226234
IFNG	OPTN	Directed	cytokine	219.09908693226234
IFNG	OSM	Directed	cytokine	219.09908693226234
IFNG	P2RY14	Directed	cytokine	219.09908693226234
IFNG	P2RY6	Directed	cytokine	219.09908693226234
IFNG	PANX1	Directed	cytokine	219.09908693226234
IFNG	PARP14	Directed	cytokine	219.09908693226234
IFNG	PARP9	Directed	cytokine	219.09908693226234
IFNG	PARVG	Directed	cytokine	219.09908693226234
IFNG	PCSK1	Directed	cytokine	219.09908693226234
IFNG	PDCD1	Directed	cytokine	219.09908693226234
IFNG	PDCD1LG2	Directed	cytokine	219.09908693226234
IFNG	PDE3B	Directed	cytokine	219.09908693226234
IFNG	PEA15	Directed	cytokine	219.09908693226234
IFNG	PIGR	Directed	cytokine	219.09908693226234
IFNG	PIM1	Directed	cytokine	219.09908693226234
IFNG	PIM2	Directed	cytokine	219.09908693226234
IFNG	PIM3	Directed	cytokine	219.09908693226234
IFNG	PKM	Directed	cytokine	219.09908693226234
IFNG	PLA2G2A	Directed	cytokine	219.09908693226234
IFNG	PLA2G7	Directed	cytokine	219.09908693226234
IFNG	PLAAT4	Directed	cytokine	219.09908693226234
IFNG	PLAU	Directed	cytokine	219.09908693226234
IFNG	PLAUR	Directed	cytokine	219.09908693226234
IFNG	PLEK	Directed	cytokine	219.09908693226234
IFNG	PLSCR1	Directed	cytokine	219.09908693226234
IFNG	PMAIP1	Directed	cytokine	219.09908693226234
IFNG	PML	Directed	cytokine	219.09908693226234
IFNG	POMP	Directed	cytokine	219.09908693226234
IFNG	PRAME	Directed	cytokine	219.09908693226234
IFNG	PRF1	Directed	cytokine	219.09908693226234
IFNG	PRKCD	Directed	cytokine	219.09908693226234
IFNG	PRKCQ	Directed	cytokine	219.09908693226234
IFNG	PRL	Directed	cytokine	219.09908693226234
IFNG	PSMA2	Directed	cytokine	219.09908693226234
IFNG	PSMA4	Directed	cytokine	219.09908693226234
IFNG	PSMA6	Directed	cytokine	219.09908693226234
IFNG	PSMB10	Directed	cytokine	219.09908693226234
IFNG	PSMB2	Directed	cytokine	219.09908693226234
IFNG	PSMB8	Directed	cytokine	219.09908693226234
IFNG	PSMB9	Directed	cytokine	219.09908693226234
IFNG	PSME1	Directed	cytokine	219.09908693226234
IFNG	PSME2	Directed	cytokine	219.09908693226234
IFNG	PTAFR	Directed	cytokine	219.09908693226234
IFNG	PTGES	Directed	cytokine	219.09908693226234
IFNG	PTGS2	Directed	cytokine	219.09908693226234
IFNG	PTPN1	Directed	cytokine	219.09908693226234
IFNG	PTPN6	Directed	cytokine	219.09908693226234
IFNG	PTX3	Directed	cytokine	219.09908693226234
IFNG	RAB20	Directed	cytokine	219.09908693226234
IFNG	RAB27A	Directed	cytokine	219.09908693226234
IFNG	RAC2	Directed	cytokine	219.09908693226234
IFNG	RAP2B	Directed	cytokine	219.09908693226234
IFNG	RARRES1	Directed	cytokine	219.09908693226234
IFNG	RB1	Directed	cytokine	219.09908693226234
IFNG	RBCK1	Directed	cytokine	219.09908693226234
IFNG	RELB	Directed	cytokine	219.09908693226234
IFNG	RFX5	Directed	cytokine	219.09908693226234
IFNG	RGS1	Directed	cytokine	219.09908693226234
IFNG	RIGI	Directed	cytokine	219.09908693226234
IFNG	RIPK2	Directed	cytokine	219.09908693226234
IFNG	RNF114	Directed	cytokine	219.09908693226234
IFNG	RSAD2	Directed	cytokine	219.09908693226234
IFNG	RTP4	Directed	cytokine	219.09908693226234
IFNG	RUNX1	Directed	cytokine	219.09908693226234
IFNG	RUNX2	Directed	cytokine	219.09908693226234
IFNG	RUNX3	Directed	cytokine	219.09908693226234
IFNG	S100A10	Directed	cytokine	219.09908693226234
IFNG	S100A7	Directed	cytokine	219.09908693226234
IFNG	S100A8	Directed	cytokine	219.09908693226234
IFNG	S100A9	Directed	cytokine	219.09908693226234
IFNG	S1PR1	Directed	cytokine	219.09908693226234
IFNG	S1PR2	Directed	cytokine	219.09908693226234
IFNG	S1PR3	Directed	cytokine	219.09908693226234
IFNG	SAMD9	Directed	cytokine	219.09908693226234
IFNG	SAMHD1	Directed	cytokine	219.09908693226234
IFNG	SBNO2	Directed	cytokine	219.09908693226234
IFNG	SCIMP	Directed	cytokine	219.09908693226234
IFNG	SELE	Directed	cytokine	219.09908693226234
IFNG	SELL	Directed	cytokine	219.09908693226234
IFNG	SELP	Directed	cytokine	219.09908693226234
IFNG	SEPTIN4	Directed	cytokine	219.09908693226234
IFNG	SERPINA1	Directed	cytokine	219.09908693226234
IFNG	SERPINB9	Directed	cytokine	219.09908693226234
IFNG	SERPINE1	Directed	cytokine	219.09908693226234
IFNG	SERPING1	Directed	cytokine	219.09908693226234
IFNG	SERPINH1	Directed	cytokine	219.09908693226234
IFNG	SIGLEC10	Directed	cytokine	219.09908693226234
IFNG	SLAMF1	Directed	cytokine	219.09908693226234
IFNG	SLC12A3	Directed	cytokine	219.09908693226234
IFNG	SLC15A3	Directed	cytokine	219.09908693226234
IFNG	SLC16A3	Directed	cytokine	219.09908693226234
IFNG	SLC1A3	Directed	cytokine	219.09908693226234
IFNG	SLC4A4	Directed	cytokine	219.09908693226234
IFNG	SLC8A1	Directed	cytokine	219.09908693226234
IFNG	SLFN11	Directed	cytokine	219.09908693226234
IFNG	SLFN5	Directed	cytokine	219.09908693226234
IFNG	SMAD7	Directed	cytokine	219.09908693226234
IFNG	SNAI1	Directed	cytokine	219.09908693226234
IFNG	SOCS1	Directed	cytokine	219.09908693226234
IFNG	SOCS2	Directed	cytokine	219.09908693226234
IFNG	SOCS3	Directed	cytokine	219.09908693226234
IFNG	SOD2	Directed	cytokine	219.09908693226234
IFNG	SP100	Directed	cytokine	219.09908693226234
