Source	Target	Type	Class	FDR_log
IL1A	FASLG	Directed	cytokine	69.0467236633327
IL1A	FOSL1	Directed	cytokine	69.0467236633327
IL1A	FTH1	Directed	cytokine	69.0467236633327
IL1A	GBP1	Directed	cytokine	69.0467236633327
IL1A	GCH1	Directed	cytokine	69.0467236633327
IL1A	HLA-A	Directed	cytokine	69.0467236633327
IL1A	HLA-DRB4	Directed	cytokine	69.0467236633327
IL1A	HSD11B1	Directed	cytokine	69.0467236633327
IL1A	HSP90AA1	Directed	cytokine	69.0467236633327
IL1A	HSP90B1	Directed	cytokine	69.0467236633327
IL1A	ICAM1	Directed	cytokine	69.0467236633327
IL1A	IER3	Directed	cytokine	69.0467236633327
IL1A	IFIT1	Directed	cytokine	69.0467236633327
IL1A	IFNG	Directed	cytokine	69.0467236633327
IL1A	IFNGR2	Directed	cytokine	69.0467236633327
IL1A	IL10	Directed	cytokine	69.0467236633327
IL1A	IL12B	Directed	cytokine	69.0467236633327
IL1A	IL13	Directed	cytokine	69.0467236633327
IL1A	IL17A	Directed	cytokine	69.0467236633327
IL1A	IL1B	Directed	cytokine	69.0467236633327
IL1A	IL1RN	Directed	cytokine	69.0467236633327
IL1A	IL2	Directed	cytokine	69.0467236633327
IL1A	IL20	Directed	cytokine	69.0467236633327
IL1A	IL2RA	Directed	cytokine	69.0467236633327
IL1A	IL32	Directed	cytokine	69.0467236633327
IL1A	IL4	Directed	cytokine	69.0467236633327
IL1A	IL5	Directed	cytokine	69.0467236633327
IL1A	IL6	Directed	cytokine	69.0467236633327
IL1A	IL9	Directed	cytokine	69.0467236633327
IL1A	INHBA	Directed	cytokine	69.0467236633327
IL1A	IRF1	Directed	cytokine	69.0467236633327
IL1A	IRF5	Directed	cytokine	69.0467236633327
IL1A	IRF7	Directed	cytokine	69.0467236633327
IL1A	ITGA5	Directed	cytokine	69.0467236633327
IL1A	ITGB3	Directed	cytokine	69.0467236633327
IL1A	JUNB	Directed	cytokine	69.0467236633327
IL1A	LBP	Directed	cytokine	69.0467236633327
IL1A	LCN2	Directed	cytokine	69.0467236633327
IL1A	LDHA	Directed	cytokine	69.0467236633327
IL1A	LGALS9	Directed	cytokine	69.0467236633327
IL1A	LIF	Directed	cytokine	69.0467236633327
IL1A	LTF	Directed	cytokine	69.0467236633327
IL1A	LYN	Directed	cytokine	69.0467236633327
IL1A	MMP1	Directed	cytokine	69.0467236633327
IL1A	MMP12	Directed	cytokine	69.0467236633327
IL1A	MMP13	Directed	cytokine	69.0467236633327
IL1A	MMP3	Directed	cytokine	69.0467236633327
IL1A	MMP9	Directed	cytokine	69.0467236633327
IL1A	MT2A	Directed	cytokine	69.0467236633327
IL1A	MUC1	Directed	cytokine	69.0467236633327
IL1A	MUC13	Directed	cytokine	69.0467236633327
IL1A	MX2	Directed	cytokine	69.0467236633327
IL1A	MYD88	Directed	cytokine	69.0467236633327
IL1A	NFKB1	Directed	cytokine	69.0467236633327
IL1A	NFKBIA	Directed	cytokine	69.0467236633327
IL1A	NOD2	Directed	cytokine	69.0467236633327
IL1A	NOS2	Directed	cytokine	69.0467236633327
IL1A	OLFM4	Directed	cytokine	69.0467236633327
IL1A	ORM1	Directed	cytokine	69.0467236633327
IL1A	P2RY6	Directed	cytokine	69.0467236633327
IL1A	PDCD1LG2	Directed	cytokine	69.0467236633327
IL1A	PDZK1IP1	Directed	cytokine	69.0467236633327
IL1A	PI3	Directed	cytokine	69.0467236633327
IL1A	PLAU	Directed	cytokine	69.0467236633327
IL1A	PPP1R16B	Directed	cytokine	69.0467236633327
IL1A	PTGES	Directed	cytokine	69.0467236633327
IL1A	PTGS2	Directed	cytokine	69.0467236633327
IL1A	PTX3	Directed	cytokine	69.0467236633327
IL1A	RGS16	Directed	cytokine	69.0467236633327
IL1A	RILPL2	Directed	cytokine	69.0467236633327
IL1A	S100A10	Directed	cytokine	69.0467236633327
IL1A	S100A12	Directed	cytokine	69.0467236633327
IL1A	S100A7	Directed	cytokine	69.0467236633327
IL1A	S100A7A	Directed	cytokine	69.0467236633327
IL1A	S100A8	Directed	cytokine	69.0467236633327
IL1A	S100A9	Directed	cytokine	69.0467236633327
IL1A	SAA1	Directed	cytokine	69.0467236633327
IL1A	SAA2	Directed	cytokine	69.0467236633327
IL1A	SELE	Directed	cytokine	69.0467236633327
IL1A	SERPINA1	Directed	cytokine	69.0467236633327
IL1A	SERPINA3	Directed	cytokine	69.0467236633327
IL1A	SERPINB4	Directed	cytokine	69.0467236633327
IL1A	SERPINE1	Directed	cytokine	69.0467236633327
IL1A	SERPING1	Directed	cytokine	69.0467236633327
IL1A	SFTPA1	Directed	cytokine	69.0467236633327
IL1A	SOD2	Directed	cytokine	69.0467236633327
IL1A	SPP1	Directed	cytokine	69.0467236633327
IL1A	SPRR2A	Directed	cytokine	69.0467236633327
IL1A	SPRR2B	Directed	cytokine	69.0467236633327
IL1A	SSTR2	Directed	cytokine	69.0467236633327
IL1A	STAT3	Directed	cytokine	69.0467236633327
IL1A	TAP1	Directed	cytokine	69.0467236633327
IL1A	TGFB1	Directed	cytokine	69.0467236633327
IL1A	TICAM1	Directed	cytokine	69.0467236633327
IL1A	TIMP1	Directed	cytokine	69.0467236633327
IL1A	TLR2	Directed	cytokine	69.0467236633327
IL1A	TLR4	Directed	cytokine	69.0467236633327
IL1A	TNF	Directed	cytokine	69.0467236633327
IL1A	TNFAIP2	Directed	cytokine	69.0467236633327
IL1A	TNFAIP3	Directed	cytokine	69.0467236633327
IL1A	TNFRSF11B	Directed	cytokine	69.0467236633327
IL1A	TNFSF11	Directed	cytokine	69.0467236633327
IL1A	VCAM1	Directed	cytokine	69.0467236633327
IL1A	VEGFC	Directed	cytokine	69.0467236633327
IL1A	ZC3H12A	Directed	cytokine	69.0467236633327
IL1B	ACHE	Directed	cytokine	121.71896663275227
IL1B	ACKR2	Directed	cytokine	121.71896663275227
IL1B	ACOD1	Directed	cytokine	121.71896663275227
IL1B	ADAM12	Directed	cytokine	121.71896663275227
IL1B	ADAM8	Directed	cytokine	121.71896663275227
IL1B	ADAMTS1	Directed	cytokine	121.71896663275227
IL1B	ADAMTS4	Directed	cytokine	121.71896663275227
IL1B	ADM	Directed	cytokine	121.71896663275227
IL1B	AGER	Directed	cytokine	121.71896663275227
IL1B	AIF1	Directed	cytokine	121.71896663275227
IL1B	AKIP1	Directed	cytokine	121.71896663275227
IL1B	AKT3	Directed	cytokine	121.71896663275227
IL1B	ALOX15	Directed	cytokine	121.71896663275227
IL1B	ANGPTL4	Directed	cytokine	121.71896663275227
IL1B	ANXA1	Directed	cytokine	121.71896663275227
IL1B	APOL1	Directed	cytokine	121.71896663275227
IL1B	APOL2	Directed	cytokine	121.71896663275227
IL1B	APOL6	Directed	cytokine	121.71896663275227
IL1B	ASS1	Directed	cytokine	121.71896663275227
IL1B	ATF3	Directed	cytokine	121.71896663275227
IL1B	ATF5	Directed	cytokine	121.71896663275227
IL1B	B2M	Directed	cytokine	121.71896663275227
IL1B	BAX	Directed	cytokine	121.71896663275227
IL1B	BCL2A1	Directed	cytokine	121.71896663275227
IL1B	BCL3	Directed	cytokine	121.71896663275227
IL1B	BHLHE40	Directed	cytokine	121.71896663275227
IL1B	BIRC3	Directed	cytokine	121.71896663275227
IL1B	C1QTNF1	Directed	cytokine	121.71896663275227
IL1B	C1R	Directed	cytokine	121.71896663275227
IL1B	C2	Directed	cytokine	121.71896663275227
IL1B	C3	Directed	cytokine	121.71896663275227
IL1B	CALCA	Directed	cytokine	121.71896663275227
IL1B	CASP10	Directed	cytokine	121.71896663275227
IL1B	CASP3	Directed	cytokine	121.71896663275227
IL1B	CCL1	Directed	cytokine	121.71896663275227
IL1B	CCL11	Directed	cytokine	121.71896663275227
IL1B	CCL13	Directed	cytokine	121.71896663275227
IL1B	CCL17	Directed	cytokine	121.71896663275227
IL1B	CCL2	Directed	cytokine	121.71896663275227
IL1B	CCL20	Directed	cytokine	121.71896663275227
IL1B	CCL22	Directed	cytokine	121.71896663275227
IL1B	CCL3	Directed	cytokine	121.71896663275227
IL1B	CCL4	Directed	cytokine	121.71896663275227
IL1B	CCL5	Directed	cytokine	121.71896663275227
IL1B	CCL7	Directed	cytokine	121.71896663275227
IL1B	CCL8	Directed	cytokine	121.71896663275227
IL1B	CCR1	Directed	cytokine	121.71896663275227
IL1B	CCR2	Directed	cytokine	121.71896663275227
IL1B	CCR4	Directed	cytokine	121.71896663275227
IL1B	CCR5	Directed	cytokine	121.71896663275227
IL1B	CCR6	Directed	cytokine	121.71896663275227
IL1B	CCR7	Directed	cytokine	121.71896663275227
IL1B	CCR8	Directed	cytokine	121.71896663275227
IL1B	CCRL2	Directed	cytokine	121.71896663275227
IL1B	CD14	Directed	cytokine	121.71896663275227
IL1B	CD244	Directed	cytokine	121.71896663275227
IL1B	CD274	Directed	cytokine	121.71896663275227
IL1B	CD4	Directed	cytokine	121.71896663275227
IL1B	CD40	Directed	cytokine	121.71896663275227
IL1B	CD40LG	Directed	cytokine	121.71896663275227
IL1B	CD74	Directed	cytokine	121.71896663275227
IL1B	CD80	Directed	cytokine	121.71896663275227
IL1B	CD83	Directed	cytokine	121.71896663275227
IL1B	CD86	Directed	cytokine	121.71896663275227
IL1B	CDKN1A	Directed	cytokine	121.71896663275227
IL1B	CEMIP2	Directed	cytokine	121.71896663275227
IL1B	CFB	Directed	cytokine	121.71896663275227
IL1B	CFLAR	Directed	cytokine	121.71896663275227
IL1B	CHI3L1	Directed	cytokine	121.71896663275227
IL1B	CIITA	Directed	cytokine	121.71896663275227
IL1B	CISH	Directed	cytokine	121.71896663275227
IL1B	CLU	Directed	cytokine	121.71896663275227
IL1B	CMPK2	Directed	cytokine	121.71896663275227
IL1B	CNR2	Directed	cytokine	121.71896663275227
IL1B	CREM	Directed	cytokine	121.71896663275227
IL1B	CRISPLD2	Directed	cytokine	121.71896663275227
IL1B	CRP	Directed	cytokine	121.71896663275227
IL1B	CSF1	Directed	cytokine	121.71896663275227
IL1B	CSF2	Directed	cytokine	121.71896663275227
IL1B	CSF2RB	Directed	cytokine	121.71896663275227
IL1B	CSF3	Directed	cytokine	121.71896663275227
IL1B	CSRNP1	Directed	cytokine	121.71896663275227
IL1B	CTSB	Directed	cytokine	121.71896663275227
IL1B	CTSS	Directed	cytokine	121.71896663275227
IL1B	CTSZ	Directed	cytokine	121.71896663275227
IL1B	CX3CL1	Directed	cytokine	121.71896663275227
IL1B	CXCL1	Directed	cytokine	121.71896663275227
IL1B	CXCL10	Directed	cytokine	121.71896663275227
IL1B	CXCL11	Directed	cytokine	121.71896663275227
IL1B	CXCL13	Directed	cytokine	121.71896663275227
IL1B	CXCL16	Directed	cytokine	121.71896663275227
IL1B	CXCL2	Directed	cytokine	121.71896663275227
IL1B	CXCL3	Directed	cytokine	121.71896663275227
IL1B	CXCL5	Directed	cytokine	121.71896663275227
IL1B	CXCL6	Directed	cytokine	121.71896663275227
IL1B	CXCL8	Directed	cytokine	121.71896663275227
IL1B	CXCL9	Directed	cytokine	121.71896663275227
IL1B	CXCR1	Directed	cytokine	121.71896663275227
IL1B	CXCR4	Directed	cytokine	121.71896663275227
IL1B	CYBA	Directed	cytokine	121.71896663275227
IL1B	CYBB	Directed	cytokine	121.71896663275227
IL1B	CYP19A1	Directed	cytokine	121.71896663275227
IL1B	CYP27B1	Directed	cytokine	121.71896663275227
IL1B	CYTIP	Directed	cytokine	121.71896663275227
IL1B	DDIT4	Directed	cytokine	121.71896663275227
IL1B	DEFB4A	Directed	cytokine	121.71896663275227
IL1B	DEPP1	Directed	cytokine	121.71896663275227
IL1B	DUSP5	Directed	cytokine	121.71896663275227
IL1B	EBI3	Directed	cytokine	121.71896663275227
IL1B	EGLN2	Directed	cytokine	121.71896663275227
IL1B	EHD1	Directed	cytokine	121.71896663275227
IL1B	EIF4EBP1	Directed	cytokine	121.71896663275227
IL1B	ENG	Directed	cytokine	121.71896663275227
IL1B	ENPP2	Directed	cytokine	121.71896663275227
IL1B	EPSTI1	Directed	cytokine	121.71896663275227
IL1B	FAS	Directed	cytokine	121.71896663275227
IL1B	FASLG	Directed	cytokine	121.71896663275227
IL1B	FCER2	Directed	cytokine	121.71896663275227
IL1B	FERMT3	Directed	cytokine	121.71896663275227
IL1B	FLT1	Directed	cytokine	121.71896663275227
IL1B	FOSL1	Directed	cytokine	121.71896663275227
IL1B	FPR2	Directed	cytokine	121.71896663275227
IL1B	FUT7	Directed	cytokine	121.71896663275227
IL1B	G0S2	Directed	cytokine	121.71896663275227
IL1B	GAD1	Directed	cytokine	121.71896663275227
IL1B	GADD45B	Directed	cytokine	121.71896663275227
IL1B	GBP1	Directed	cytokine	121.71896663275227
IL1B	GBP2	Directed	cytokine	121.71896663275227
IL1B	GBP4	Directed	cytokine	121.71896663275227
IL1B	GBP5	Directed	cytokine	121.71896663275227
IL1B	GCH1	Directed	cytokine	121.71896663275227
IL1B	GGT1	Directed	cytokine	121.71896663275227
IL1B	GNA15	Directed	cytokine	121.71896663275227
IL1B	GZMB	Directed	cytokine	121.71896663275227
IL1B	HAS2	Directed	cytokine	121.71896663275227
IL1B	HBEGF	Directed	cytokine	121.71896663275227
IL1B	HELZ2	Directed	cytokine	121.71896663275227
IL1B	HERC5	Directed	cytokine	121.71896663275227
IL1B	HIF1A	Directed	cytokine	121.71896663275227
IL1B	HK2	Directed	cytokine	121.71896663275227
IL1B	HLA-A	Directed	cytokine	121.71896663275227
IL1B	HLA-DOB	Directed	cytokine	121.71896663275227
IL1B	HLA-DRA	Directed	cytokine	121.71896663275227
IL1B	HLA-E	Directed	cytokine	121.71896663275227
IL1B	HLA-F	Directed	cytokine	121.71896663275227
IL1B	HP	Directed	cytokine	121.71896663275227
IL1B	HPRT1	Directed	cytokine	121.71896663275227
IL1B	HSD11B1	Directed	cytokine	121.71896663275227
IL1B	HSPA5	Directed	cytokine	121.71896663275227
IL1B	ICAM1	Directed	cytokine	121.71896663275227
IL1B	IDO1	Directed	cytokine	121.71896663275227
IL1B	IER3	Directed	cytokine	121.71896663275227
IL1B	IFIT1	Directed	cytokine	121.71896663275227
IL1B	IFIT2	Directed	cytokine	121.71896663275227
IL1B	IFIT3	Directed	cytokine	121.71896663275227
IL1B	IFITM3	Directed	cytokine	121.71896663275227
IL1B	IFNAR2	Directed	cytokine	121.71896663275227
IL1B	IFNG	Directed	cytokine	121.71896663275227
IL1B	IFNGR2	Directed	cytokine	121.71896663275227
IL1B	IKBKE	Directed	cytokine	121.71896663275227
IL1B	IKZF3	Directed	cytokine	121.71896663275227
IL1B	IL10	Directed	cytokine	121.71896663275227
IL1B	IL10RA	Directed	cytokine	121.71896663275227
IL1B	IL12A	Directed	cytokine	121.71896663275227
IL1B	IL12B	Directed	cytokine	121.71896663275227
IL1B	IL15	Directed	cytokine	121.71896663275227
IL1B	IL15RA	Directed	cytokine	121.71896663275227
IL1B	IL17A	Directed	cytokine	121.71896663275227
IL1B	IL17F	Directed	cytokine	121.71896663275227
IL1B	IL18R1	Directed	cytokine	121.71896663275227
IL1B	IL18RAP	Directed	cytokine	121.71896663275227
IL1B	IL1B	Directed	cytokine	121.71896663275227
IL1B	IL1RL1	Directed	cytokine	121.71896663275227
IL1B	IL1RN	Directed	cytokine	121.71896663275227
IL1B	IL2	Directed	cytokine	121.71896663275227
IL1B	IL20	Directed	cytokine	121.71896663275227
IL1B	IL21	Directed	cytokine	121.71896663275227
IL1B	IL22	Directed	cytokine	121.71896663275227
IL1B	IL23A	Directed	cytokine	121.71896663275227
IL1B	IL24	Directed	cytokine	121.71896663275227
IL1B	IL25	Directed	cytokine	121.71896663275227
IL1B	IL26	Directed	cytokine	121.71896663275227
IL1B	IL27	Directed	cytokine	121.71896663275227
IL1B	IL2RA	Directed	cytokine	121.71896663275227
IL1B	IL3	Directed	cytokine	121.71896663275227
IL1B	IL32	Directed	cytokine	121.71896663275227
IL1B	IL36A	Directed	cytokine	121.71896663275227
IL1B	IL3RA	Directed	cytokine	121.71896663275227
IL1B	IL4I1	Directed	cytokine	121.71896663275227
IL1B	IL4R	Directed	cytokine	121.71896663275227
IL1B	IL6	Directed	cytokine	121.71896663275227
IL1B	IL6R	Directed	cytokine	121.71896663275227
IL1B	IL7R	Directed	cytokine	121.71896663275227
IL1B	IL9	Directed	cytokine	121.71896663275227
IL1B	INHBA	Directed	cytokine	121.71896663275227
IL1B	INSRR	Directed	cytokine	121.71896663275227
IL1B	IRAK2	Directed	cytokine	121.71896663275227
IL1B	IRF1	Directed	cytokine	121.71896663275227
IL1B	IRF4	Directed	cytokine	121.71896663275227
IL1B	IRF5	Directed	cytokine	121.71896663275227
IL1B	IRF7	Directed	cytokine	121.71896663275227
IL1B	IRF8	Directed	cytokine	121.71896663275227
IL1B	ISG15	Directed	cytokine	121.71896663275227
IL1B	ISG20	Directed	cytokine	121.71896663275227
IL1B	ITGA4	Directed	cytokine	121.71896663275227
IL1B	ITGA5	Directed	cytokine	121.71896663275227
IL1B	ITGAM	Directed	cytokine	121.71896663275227
IL1B	ITGB3	Directed	cytokine	121.71896663275227
IL1B	JUNB	Directed	cytokine	121.71896663275227
IL1B	KYNU	Directed	cytokine	121.71896663275227
IL1B	LBP	Directed	cytokine	121.71896663275227
IL1B	LCN2	Directed	cytokine	121.71896663275227
IL1B	LCP1	Directed	cytokine	121.71896663275227
IL1B	LDHA	Directed	cytokine	121.71896663275227
IL1B	LDLR	Directed	cytokine	121.71896663275227
IL1B	LEF1	Directed	cytokine	121.71896663275227
IL1B	LGALS9	Directed	cytokine	121.71896663275227
IL1B	LIF	Directed	cytokine	121.71896663275227
IL1B	LIFR	Directed	cytokine	121.71896663275227
IL1B	LRG1	Directed	cytokine	121.71896663275227
IL1B	LTA	Directed	cytokine	121.71896663275227
IL1B	LTF	Directed	cytokine	121.71896663275227
IL1B	LY96	Directed	cytokine	121.71896663275227
IL1B	LYN	Directed	cytokine	121.71896663275227
IL1B	MANF	Directed	cytokine	121.71896663275227
IL1B	MAPK11	Directed	cytokine	121.71896663275227
IL1B	MAPKAPK2	Directed	cytokine	121.71896663275227
IL1B	MARCKSL1	Directed	cytokine	121.71896663275227
IL1B	MCL1	Directed	cytokine	121.71896663275227
IL1B	MCTP1	Directed	cytokine	121.71896663275227
IL1B	MEFV	Directed	cytokine	121.71896663275227
IL1B	MMP1	Directed	cytokine	121.71896663275227
IL1B	MMP12	Directed	cytokine	121.71896663275227
IL1B	MMP13	Directed	cytokine	121.71896663275227
IL1B	MMP3	Directed	cytokine	121.71896663275227
IL1B	MMP9	Directed	cytokine	121.71896663275227
IL1B	MT1A	Directed	cytokine	121.71896663275227
IL1B	MT1E	Directed	cytokine	121.71896663275227
IL1B	MT1F	Directed	cytokine	121.71896663275227
IL1B	MT1G	Directed	cytokine	121.71896663275227
IL1B	MT1M	Directed	cytokine	121.71896663275227
IL1B	MT2A	Directed	cytokine	121.71896663275227
IL1B	MUC1	Directed	cytokine	121.71896663275227
IL1B	MUC13	Directed	cytokine	121.71896663275227
IL1B	MUC4	Directed	cytokine	121.71896663275227
IL1B	MX1	Directed	cytokine	121.71896663275227
IL1B	MYD88	Directed	cytokine	121.71896663275227
IL1B	NAMPT	Directed	cytokine	121.71896663275227
IL1B	NCR3	Directed	cytokine	121.71896663275227
IL1B	NEUROG3	Directed	cytokine	121.71896663275227
IL1B	NFIL3	Directed	cytokine	121.71896663275227
IL1B	NFKB1	Directed	cytokine	121.71896663275227
IL1B	NFKB2	Directed	cytokine	121.71896663275227
IL1B	NFKBIA	Directed	cytokine	121.71896663275227
IL1B	NFKBIB	Directed	cytokine	121.71896663275227
IL1B	NFKBIE	Directed	cytokine	121.71896663275227
IL1B	NLRP7	Directed	cytokine	121.71896663275227
IL1B	NMI	Directed	cytokine	121.71896663275227
IL1B	NOCT	Directed	cytokine	121.71896663275227
IL1B	NOD2	Directed	cytokine	121.71896663275227
IL1B	NOS2	Directed	cytokine	121.71896663275227
IL1B	NR4A3	Directed	cytokine	121.71896663275227
IL1B	NTRK1	Directed	cytokine	121.71896663275227
IL1B	NUP210	Directed	cytokine	121.71896663275227
IL1B	OAS2	Directed	cytokine	121.71896663275227
IL1B	ODC1	Directed	cytokine	121.71896663275227
IL1B	OLFM4	Directed	cytokine	121.71896663275227
IL1B	OLR1	Directed	cytokine	121.71896663275227
IL1B	ORM1	Directed	cytokine	121.71896663275227
IL1B	OSM	Directed	cytokine	121.71896663275227
IL1B	OSMR	Directed	cytokine	121.71896663275227
IL1B	OXTR	Directed	cytokine	121.71896663275227
IL1B	PAK1	Directed	cytokine	121.71896663275227
IL1B	PCSK1	Directed	cytokine	121.71896663275227
IL1B	PDCD1	Directed	cytokine	121.71896663275227
IL1B	PDCD1LG2	Directed	cytokine	121.71896663275227
IL1B	PDE4B	Directed	cytokine	121.71896663275227
IL1B	PDPN	Directed	cytokine	121.71896663275227
IL1B	PFKP	Directed	cytokine	121.71896663275227
IL1B	PGAM1	Directed	cytokine	121.71896663275227
IL1B	PI15	Directed	cytokine	121.71896663275227
IL1B	PI3	Directed	cytokine	121.71896663275227
IL1B	PIGR	Directed	cytokine	121.71896663275227
IL1B	PIK3CD	Directed	cytokine	121.71896663275227
IL1B	PIM1	Directed	cytokine	121.71896663275227
IL1B	PIM3	Directed	cytokine	121.71896663275227
IL1B	PLA2G2A	Directed	cytokine	121.71896663275227
IL1B	PLA2G3	Directed	cytokine	121.71896663275227
IL1B	PLAU	Directed	cytokine	121.71896663275227
IL1B	PLAUR	Directed	cytokine	121.71896663275227
IL1B	PPP1R16B	Directed	cytokine	121.71896663275227
IL1B	PRF1	Directed	cytokine	121.71896663275227
IL1B	PRKCD	Directed	cytokine	121.71896663275227
IL1B	PSMB10	Directed	cytokine	121.71896663275227
IL1B	PSMB8	Directed	cytokine	121.71896663275227
IL1B	PSMB9	Directed	cytokine	121.71896663275227
IL1B	PSME2	Directed	cytokine	121.71896663275227
IL1B	PTGER2	Directed	cytokine	121.71896663275227
IL1B	PTGES	Directed	cytokine	121.71896663275227
IL1B	PTGS2	Directed	cytokine	121.71896663275227
IL1B	PTX3	Directed	cytokine	121.71896663275227
IL1B	RAC2	Directed	cytokine	121.71896663275227
IL1B	RAN	Directed	cytokine	121.71896663275227
IL1B	RASA2	Directed	cytokine	121.71896663275227
IL1B	RELB	Directed	cytokine	121.71896663275227
IL1B	RGS16	Directed	cytokine	121.71896663275227
IL1B	RILPL2	Directed	cytokine	121.71896663275227
IL1B	RIPK2	Directed	cytokine	121.71896663275227
IL1B	RSAD2	Directed	cytokine	121.71896663275227
IL1B	RUNX2	Directed	cytokine	121.71896663275227
IL1B	S100A10	Directed	cytokine	121.71896663275227
IL1B	S100A8	Directed	cytokine	121.71896663275227
IL1B	S100A9	Directed	cytokine	121.71896663275227
IL1B	S1PR1	Directed	cytokine	121.71896663275227
IL1B	S1PR2	Directed	cytokine	121.71896663275227
IL1B	S1PR3	Directed	cytokine	121.71896663275227
IL1B	SAA1	Directed	cytokine	121.71896663275227
IL1B	SAA2	Directed	cytokine	121.71896663275227
IL1B	SAA4	Directed	cytokine	121.71896663275227
IL1B	SAT1	Directed	cytokine	121.71896663275227
IL1B	SELE	Directed	cytokine	121.71896663275227
IL1B	SERPINA3	Directed	cytokine	121.71896663275227
IL1B	SERPINB3	Directed	cytokine	121.71896663275227
IL1B	SERPINB9	Directed	cytokine	121.71896663275227
IL1B	SERPINE1	Directed	cytokine	121.71896663275227
IL1B	SERPINF2	Directed	cytokine	121.71896663275227
IL1B	SERPING1	Directed	cytokine	121.71896663275227
IL1B	SERPINH1	Directed	cytokine	121.71896663275227
IL1B	SFTPA1	Directed	cytokine	121.71896663275227
IL1B	SLAMF1	Directed	cytokine	121.71896663275227
IL1B	SLC1A3	Directed	cytokine	121.71896663275227
IL1B	SLC20A1	Directed	cytokine	121.71896663275227
IL1B	SLC25A25	Directed	cytokine	121.71896663275227
IL1B	SLC2A6	Directed	cytokine	121.71896663275227
IL1B	SLC39A14	Directed	cytokine	121.71896663275227
IL1B	SLC4A10	Directed	cytokine	121.71896663275227
IL1B	SMAD7	Directed	cytokine	121.71896663275227
IL1B	SNAI1	Directed	cytokine	121.71896663275227
IL1B	SOCS1	Directed	cytokine	121.71896663275227
IL1B	SOCS2	Directed	cytokine	121.71896663275227
IL1B	SOCS3	Directed	cytokine	121.71896663275227
IL1B	SOD2	Directed	cytokine	121.71896663275227
IL1B	SPI1	Directed	cytokine	121.71896663275227
IL1B	SPP1	Directed	cytokine	121.71896663275227
IL1B	SRGN	Directed	cytokine	121.71896663275227
IL1B	SSTR2	Directed	cytokine	121.71896663275227
IL1B	STAT1	Directed	cytokine	121.71896663275227
IL1B	STAT3	Directed	cytokine	121.71896663275227
IL1B	STAT4	Directed	cytokine	121.71896663275227
IL1B	STAT5A	Directed	cytokine	121.71896663275227
IL1B	SUCNR1	Directed	cytokine	121.71896663275227
IL1B	TAP2	Directed	cytokine	121.71896663275227
IL1B	TBX21	Directed	cytokine	121.71896663275227
IL1B	TBXAS1	Directed	cytokine	121.71896663275227
IL1B	TCIM	Directed	cytokine	121.71896663275227
IL1B	TFRC	Directed	cytokine	121.71896663275227
IL1B	TGFB1	Directed	cytokine	121.71896663275227
IL1B	TGM2	Directed	cytokine	121.71896663275227
IL1B	THBS1	Directed	cytokine	121.71896663275227
IL1B	THY1	Directed	cytokine	121.71896663275227
IL1B	TICAM1	Directed	cytokine	121.71896663275227
IL1B	TICAM2	Directed	cytokine	121.71896663275227
IL1B	TIMP1	Directed	cytokine	121.71896663275227
IL1B	TLNRD1	Directed	cytokine	121.71896663275227
IL1B	TLR2	Directed	cytokine	121.71896663275227
IL1B	TLR3	Directed	cytokine	121.71896663275227
IL1B	TLR4	Directed	cytokine	121.71896663275227
IL1B	TLR7	Directed	cytokine	121.71896663275227
IL1B	TLR8	Directed	cytokine	121.71896663275227
IL1B	TMEM132A	Directed	cytokine	121.71896663275227
IL1B	TMEM176B	Directed	cytokine	121.71896663275227
IL1B	TNF	Directed	cytokine	121.71896663275227
IL1B	TNFAIP2	Directed	cytokine	121.71896663275227
IL1B	TNFAIP3	Directed	cytokine	121.71896663275227
IL1B	TNFAIP6	Directed	cytokine	121.71896663275227
IL1B	TNFRSF10B	Directed	cytokine	121.71896663275227
IL1B	TNFRSF11B	Directed	cytokine	121.71896663275227
IL1B	TNFRSF1B	Directed	cytokine	121.71896663275227
IL1B	TNFRSF9	Directed	cytokine	121.71896663275227
IL1B	TNFSF10	Directed	cytokine	121.71896663275227
IL1B	TNFSF11	Directed	cytokine	121.71896663275227
IL1B	TNFSF13B	Directed	cytokine	121.71896663275227
IL1B	TNFSF15	Directed	cytokine	121.71896663275227
IL1B	TNIP1	Directed	cytokine	121.71896663275227
IL1B	TRAF1	Directed	cytokine	121.71896663275227
IL1B	TRAF2	Directed	cytokine	121.71896663275227
IL1B	TRAFD1	Directed	cytokine	121.71896663275227
IL1B	TREM1	Directed	cytokine	121.71896663275227
IL1B	TYMP	Directed	cytokine	121.71896663275227
IL1B	UAP1	Directed	cytokine	121.71896663275227
IL1B	UBD	Directed	cytokine	121.71896663275227
IL1B	UBE2L6	Directed	cytokine	121.71896663275227
IL1B	USP18	Directed	cytokine	121.71896663275227
IL1B	VASP	Directed	cytokine	121.71896663275227
IL1B	VCAM1	Directed	cytokine	121.71896663275227
IL1B	VEGFA	Directed	cytokine	121.71896663275227
IL1B	VEGFC	Directed	cytokine	121.71896663275227
IL1B	VSNL1	Directed	cytokine	121.71896663275227
IL1B	XDH	Directed	cytokine	121.71896663275227
IL1B	ZC3H12A	Directed	cytokine	121.71896663275227
IL1B	ZFP36	Directed	cytokine	121.71896663275227
IL1B	ZYX	Directed	cytokine	121.71896663275227
