Id	log2FoldChange	padj
ENSG00000115935	2.126	8.54248877544396e-71
ENSG00000115956	5.095	1.57677853165999e-191
ENSG00000115963	1.251	1.54723316205715e-33
ENSG00000116254	1.798	5.07239175775273e-28
ENSG00000116288	1.187	1.2306195146731e-69
ENSG00000116489	1.069	1.4772584463846e-28
ENSG00000116514	3.249	4.40157755553857e-105
ENSG00000116544	1.743	1.27053880183793e-28
ENSG00000116574	1.453	8.40816842467539e-57
ENSG00000116584	1.372	1.11297771038739e-42
ENSG00000116586	1.001	2.02931160209131e-25
ENSG00000116649	1.154	4.17403360437187e-43
ENSG00000116663	3.136	1.30040816153132e-138
ENSG00000116670	1.591	2.5558122518789e-67
ENSG00000116691	1.169	2.7696900473641e-26
ENSG00000116701	2.208	5.9946522469681e-90
ENSG00000116771	1.084	3.67127623796518e-24
ENSG00000116785	1.049	0.00166279361895084
ENSG00000116793	1.398	2.42263743632703e-52
ENSG00000116824	4.559	3.68292397667671e-164
ENSG00000116852	2.982	2.53054976033082e-99
ENSG00000116863	1.378	3.59880831002512e-50
ENSG00000116954	1.041	2.32903791574906e-41
ENSG00000116983	4.317	7.80882141936337e-69
ENSG00000117009	3.086	1.19135089109434e-109
ENSG00000117090	5.313	2.91774969853375e-193
ENSG00000117091	4.236	2.67139728835981e-157
ENSG00000117143	2.197	1.29799350149441e-82
ENSG00000117215	1.809	1.6258958774631e-13
ENSG00000117226	3.217	7.64393530522849e-87
ENSG00000117228	6.403	2.32265071047641e-297
ENSG00000117266	1.804	1.4686359177997e-22
ENSG00000117280	2.276	6.77278108366586e-72
ENSG00000117308	1.112	4.28618864207098e-49
ENSG00000117448	1.024	8.48878676802225e-39
ENSG00000117500	1.39	3.09731801576373e-30
ENSG00000117560	4.368	3.35698163640481e-107
ENSG00000117594	1.899	3.09084934743247e-50
ENSG00000117676	1.317	1.08685082770767e-65
ENSG00000118257	2.334	2.26650988100166e-65
ENSG00000118292	1.108	5.50083753953055e-33
ENSG00000118308	1.615	4.7027329720364e-52
ENSG00000118412	1.003	8.66504595273157e-05
ENSG00000118503	2.946	1.1332863675597e-78
ENSG00000118508	1.155	3.76266186863813e-34
ENSG00000118640	1.399	1.49189150770005e-43
ENSG00000118707	1.506	7.75900218976505e-72
ENSG00000118785	1.35	2.01382447253852e-07
ENSG00000118849	2.392	1.91143803666736e-52
ENSG00000118971	2.304	2.06009755670799e-76
ENSG00000119508	4.651	9.89383536549563e-99
ENSG00000119522	1.122	1.78432184381007e-63
ENSG00000119535	2.224	5.03198201253674e-51
ENSG00000119614	1.436	1.61294265958425e-05
ENSG00000119630	2.656	2.9173022672115e-65
ENSG00000119632	1.048	8.6391129146635e-18
ENSG00000119655	1.023	1.25624602091433e-37
ENSG00000119686	2.066	5.22400964137515e-84
ENSG00000119714	1.597	8.77435238324795e-59
ENSG00000119917	5.314	2.39673637347128e-219
ENSG00000119922	5.005	8.8305753375957e-135
ENSG00000119938	1.329	8.08476378009954e-09
ENSG00000120063	1.16	7.50078462212853e-18
ENSG00000120217	6.742	9.45921243274474e-231
ENSG00000120254	1.901	5.94078942464974e-117
ENSG00000120280	3.272	2.10552806021212e-106
ENSG00000120337	2.169	2.13441333515596e-30
ENSG00000120436	4.461	1.90948978186874e-38
ENSG00000120498	1.363	7.35752649505335e-12
ENSG00000120526	2.028	4.61524361972123e-70
ENSG00000120658	1.321	3.94425648055106e-53
ENSG00000120659	3.056	4.42859156422335e-43
ENSG00000120675	1.001	1.28509362684325e-34
ENSG00000120694	1.305	6.10545179305135e-33
ENSG00000120833	1.463	3.01185712762245e-36
ENSG00000120885	1.268	9.01638470918955e-42
ENSG00000120889	1.629	1.09627680161386e-75
ENSG00000120910	1.413	3.82415394098039e-73
ENSG00000120949	1.091	1.84513199586757e-17
ENSG00000121060	1.223	6.17209877868907e-52
ENSG00000121101	1.409	1.58120768945936e-27
ENSG00000121207	1.087	1.66003353875881e-08
ENSG00000121210	1.192	6.5964597461532e-49
ENSG00000121281	1.124	9.76224113280734e-23
ENSG00000121380	4.937	2.34725450080723e-109
ENSG00000121594	7.38	1.21570988484409e-140
ENSG00000121797	4.091	7.04170009894639e-104
ENSG00000121807	3.629	1.17429041827625e-122
ENSG00000121858	3.319	2.89330201628134e-126
ENSG00000121895	1.949	3.7243653512685e-54
ENSG00000121898	1.086	7.26493407339144e-30
ENSG00000121933	2.101	4.75133188161529e-28
ENSG00000121966	4.14	1.80627315745052e-104
ENSG00000122025	2.702	2.63219004779387e-48
ENSG00000122122	4.083	2.6946147304615e-175
ENSG00000122188	1.713	3.28282999148999e-51
ENSG00000122223	3.06	2.25737320128145e-99
ENSG00000122224	1.328	4.72277821246963e-30
ENSG00000122641	1.286	5.77053402301271e-08
ENSG00000122643	1.139	3.22076081042331e-16
ENSG00000122694	3.277	2.07199937336768e-147
ENSG00000122852	3.498	2.85086555750371e-15
ENSG00000122859	2.615	3.55051436839595e-10
ENSG00000122861	1.952	1.54430292922555e-46
ENSG00000122862	4.348	6.4155905532228e-128
ENSG00000122986	2.023	1.01485081114591e-59
ENSG00000123130	1.489	5.33517325695957e-67
ENSG00000123136	1.382	1.71968586311299e-68
ENSG00000123143	1.07	2.72367778195676e-26
ENSG00000123146	3.344	1.57335622875184e-149
ENSG00000123240	1.308	1.84520441296104e-64
ENSG00000123297	1.007	8.11040759573356e-54
ENSG00000123329	2.75	2.32786624789456e-107
ENSG00000123338	2.742	4.65810213159546e-114
ENSG00000123353	1.013	1.18331451927909e-38
ENSG00000123360	1.08	6.93503499684028e-47
ENSG00000123416	1.455	7.76955100130858e-133
ENSG00000123609	3.248	6.85499347348106e-158
ENSG00000123610	3.987	4.34197660108917e-73
ENSG00000123685	4.758	3.87266592886357e-148
ENSG00000123689	1.587	1.65687480968025e-13
ENSG00000123700	1.842	2.00947043472121e-40
ENSG00000123838	2.35	2.26418021123145e-17
ENSG00000124102	4.396	7.62847831736091e-67
ENSG00000124126	2.35	7.3923202574321e-82
ENSG00000124172	1.412	7.27626270710712e-37
ENSG00000124201	2.528	7.40352636825287e-121
ENSG00000124203	3.003	1.98943194499284e-74
ENSG00000124216	1.05	5.50581669286822e-20
ENSG00000124226	1.946	2.22786247996321e-100
ENSG00000124256	4.422	5.53739239425255e-97
ENSG00000124391	2.141	2.70520349836851e-08
ENSG00000124507	1.988	1.02648659119923e-34
ENSG00000124508	1.977	3.16171649559418e-90
ENSG00000124564	2.018	2.90911921077875e-07
ENSG00000124731	4.281	1.12249768824077e-85
ENSG00000124762	2.609	5.76792218782702e-61
ENSG00000124780	1.856	5.24680236391101e-08
ENSG00000124813	1.045	3.27571061194735e-19
ENSG00000124831	1.251	2.86691867780537e-46
ENSG00000124875	1.863	5.16630769529401e-05
ENSG00000125084	1.99	9.98906208000452e-17
ENSG00000125089	2.24	1.13953764861725e-73
ENSG00000125144	1.321	6.85196323392682e-15
ENSG00000125148	3.447	4.44042823213034e-111
ENSG00000125245	3.38	9.28733999241967e-86
ENSG00000125347	4.762	0
ENSG00000125354	2.182	8.19189963889929e-97
ENSG00000125384	2.329	7.31688642862593e-78
ENSG00000125430	2.3	1.2940819744861e-65
ENSG00000125454	1.454	7.59984837726091e-69
ENSG00000125538	5.621	6.35200148387877e-112
ENSG00000125730	1.565	2.81595407664828e-38
ENSG00000125735	2.67	5.02996778171191e-124
ENSG00000125753	1.6	3.56015880692793e-90
ENSG00000125810	1.555	2.67167757500019e-52
ENSG00000125826	1.421	3.58621201320423e-69
ENSG00000125844	1.265	9.01422873905076e-67
ENSG00000125869	2.627	2.66933531253168e-55
ENSG00000125870	1.335	1.77374578767448e-51
ENSG00000125900	5.616	5.28138392317348e-44
ENSG00000125910	3.71	3.72361860092929e-83
ENSG00000125977	1.089	5.26466764711419e-47
ENSG00000126010	1.073	8.27943280985768e-07
ENSG00000126067	1.188	1.05164376470665e-81
ENSG00000126246	2.975	1.00824362397499e-92
ENSG00000126247	1.539	1.57477531653382e-65
ENSG00000126251	3.612	5.75629044697591e-14
ENSG00000126259	2.247	8.90394298818071e-13
ENSG00000126262	2.972	3.69480993411077e-56
ENSG00000126264	3.165	1.15272425583215e-80
ENSG00000126353	5.949	1.17423714309531e-133
ENSG00000126561	2.174	3.88991493617014e-95
ENSG00000126709	4.912	1.37796332885106e-129
ENSG00000126759	2.365	1.35277575597025e-60
ENSG00000126860	2.135	8.43657380274096e-58
ENSG00000126882	2.359	1.74466325774529e-76
ENSG00000127084	1.815	1.16058743606155e-52
ENSG00000127124	1.426	4.76375514310581e-40
ENSG00000127129	2.836	6.53284076602975e-22
ENSG00000127191	1.678	1.34870810797783e-68
ENSG00000127311	2.922	1.11408781914737e-58
ENSG00000127314	1.002	1.39132828046429e-30
ENSG00000127318	6.624	3.74973533165306e-45
ENSG00000127507	2.206	8.68073251685332e-77
ENSG00000127561	1.718	4.2809136418999e-18
ENSG00000127666	1.22	3.61152027198701e-35
ENSG00000127951	2.515	2.1792094145295e-80
ENSG00000127954	1.815	8.84053241303712e-43
ENSG00000128016	1.604	1.70270920266623e-52
ENSG00000128165	1.359	4.57328557509315e-32
ENSG00000128203	1.731	2.02190254520072e-67
ENSG00000128228	2.292	3.15050410276711e-67
ENSG00000128245	1.088	1.4306170096438e-62
ENSG00000128271	3.944	1.19466309039366e-68
ENSG00000128284	4.064	4.89695835349422e-205
ENSG00000128285	1.543	3.96842417098582e-15
ENSG00000128335	4.337	1.5163204332662e-249
ENSG00000128340	3.511	1.00697827512809e-138
ENSG00000128342	1.104	1.04892865092179e-13
ENSG00000128383	7.356	6.1349816333968e-157
ENSG00000128394	1.954	4.87746169670161e-86
ENSG00000128422	3.097	1.60904392437435e-24
ENSG00000128512	1.211	9.65173249436641e-18
ENSG00000128604	1.462	6.68749012973655e-44
ENSG00000128656	1.278	2.95171318348247e-65
ENSG00000128683	1.074	5.16443355090466e-10
ENSG00000128708	1.516	0.000254427570365
ENSG00000128805	1.596	2.87474460116674e-30
ENSG00000128815	2.391	7.00390494726355e-69
ENSG00000129003	1.184	2.5926976375569e-24
ENSG00000129084	1.127	2.98642933662674e-62
ENSG00000129226	2.263	6.41801926971543e-63
ENSG00000129255	1.057	7.18983247173169e-47
ENSG00000129355	1.098	4.14963112855309e-36
ENSG00000129450	3.524	3.93425137880863e-114
ENSG00000129465	1.604	2.71714321709166e-66
ENSG00000129667	1.608	3.19208743459103e-54
ENSG00000129673	2.252	3.88806850993413e-39
ENSG00000129925	1.285	9.35721703989177e-34
ENSG00000129988	4.59	5.36658078866088e-58
ENSG00000130021	1.416	1.41306388736508e-41
ENSG00000130052	1.815	4.5832117526969e-67
ENSG00000130066	2.442	5.19555068785164e-71
ENSG00000130164	1.422	1.04356060637524e-53
ENSG00000130202	1.462	2.66484823673624e-34
ENSG00000130224	1.327	2.80292885047404e-17
ENSG00000130234	2.487	3.12341781017706e-78
ENSG00000130303	4.134	6.60618237371125e-104
ENSG00000130429	2.587	1.63934082477956e-102
ENSG00000130433	2.595	2.68435141385277e-09
ENSG00000130477	1.641	6.2227497555066e-22
ENSG00000130479	1.316	1.21315879091556e-32
ENSG00000130487	5.164	4.91109027314561e-164
ENSG00000130511	1.069	1.80885548807903e-36
ENSG00000130589	3.258	2.01271666200356e-103
ENSG00000130592	1.446	1.55467906993349e-32
ENSG00000130707	1.225	6.83255232937628e-34
ENSG00000130755	2.655	6.26271715180103e-89
ENSG00000130775	3.901	8.95778079285294e-138
ENSG00000130813	2.159	1.34198528538225e-97
ENSG00000131015	2.308	1.33730479719912e-33
ENSG00000131042	4.985	4.52629622329967e-49
ENSG00000131126	1.777	8.12440699846162e-32
ENSG00000131142	2.577	1.23532298006125e-12
ENSG00000131203	8.324	1.33809732508528e-237
ENSG00000131236	1.562	1.59439829652156e-100
ENSG00000131323	1.096	3.9911809062794e-54
ENSG00000131355	1.028	8.91904088024859e-07
ENSG00000131378	1.864	2.92853680006499e-64
ENSG00000131446	1.087	1.94011914509154e-38
ENSG00000131459	1.371	9.29956067302261e-57
ENSG00000131668	2.753	5.19908589399977e-08
ENSG00000131669	1.452	1.90462761509432e-27
ENSG00000131724	1.157	2.65297074432905e-53
ENSG00000131871	1.154	2.7917487899944e-51
ENSG00000131979	3.889	6.47769876722948e-105
ENSG00000132109	3.124	2.184295676845e-200
ENSG00000132182	1.715	1.35930014641997e-69
ENSG00000132205	2.36	7.9912583797312e-92
ENSG00000132256	1.681	1.10418978689864e-52
ENSG00000132274	3.412	6.57765576949932e-138
ENSG00000132334	2.674	3.42834437116565e-93
ENSG00000132341	1.145	3.97038493182014e-84
ENSG00000132357	1.336	1.61435077391764e-56
ENSG00000132432	1.659	1.23568224612616e-46
ENSG00000132464	1.715	4.86698519065192e-06
ENSG00000132465	1.167	3.10748678781286e-09
ENSG00000132507	1.224	4.66304689974571e-63
ENSG00000132514	3.417	2.07852139214262e-109
ENSG00000132530	3.636	1.85540027493855e-153
ENSG00000132589	1.555	2.23105281868035e-100
ENSG00000132661	1.05	8.89802943357466e-53
ENSG00000132688	1.036	1.868022297821e-40
ENSG00000132693	5.078	2.65177908999161e-20
ENSG00000132718	1.198	2.47706418470496e-37
ENSG00000132744	2.196	5.85467934434049e-12
ENSG00000132773	1.009	1.28422234332348e-71
ENSG00000132792	1.646	1.07420550429719e-61
ENSG00000132819	1.14	7.9609280452003e-36
ENSG00000132872	2.686	5.93695725433931e-09
ENSG00000132963	1.976	1.69192606256547e-77
ENSG00000132965	2.771	7.29116657051862e-85
ENSG00000133048	1.362	2.09392585572053e-23
ENSG00000133101	3.218	2.76866508590117e-36
ENSG00000133106	5.278	1.77894809775931e-227
ENSG00000133313	2.494	9.26216455411924e-119
ENSG00000133321	5.256	7.62255651912213e-234
ENSG00000133328	4.379	1.08241305604209e-35
ENSG00000133561	1.855	8.57467172244936e-62
ENSG00000133574	2.969	1.7276809766502e-87
ENSG00000133657	1.35	1.14492594678613e-20
ENSG00000133731	1.002	3.3003592211723e-18
ENSG00000133874	1.535	8.78457624438924e-54
ENSG00000134028	3.033	3.6041178912887e-25
ENSG00000134061	1.707	5.47857911426236e-40
ENSG00000134070	1.692	1.96954877561283e-38
ENSG00000134107	1.203	1.02609947011464e-23
ENSG00000134109	1.453	4.80358297014923e-37
ENSG00000134193	1.164	0.00387504979788067
ENSG00000134242	2.907	5.73573675175869e-73
ENSG00000134285	1.213	3.71644806553524e-78
ENSG00000134321	6.125	2.80644448072225e-172
ENSG00000134326	5.418	7.46798267802397e-178
ENSG00000134333	1.37	6.31468024965768e-53
ENSG00000134339	5.725	1.26140944851503e-91
ENSG00000134375	1.002	4.57036583935542e-53
ENSG00000134438	2.056	4.47236568394344e-35
ENSG00000134460	5.188	2.63711420811056e-130
ENSG00000134470	3.19	1.44752288320623e-130
ENSG00000134516	3.279	5.09554194877696e-117
ENSG00000134539	2.336	1.50019280816772e-73
ENSG00000134545	4.687	3.53685979665888e-88
ENSG00000134571	3.054	1.72558893770466e-73
ENSG00000134575	1.849	6.2765430978025e-61
ENSG00000134594	1.475	2.47151996243499e-20
ENSG00000134627	1.212	9.29564814297542e-22
ENSG00000134668	2.416	1.80773865330043e-57
ENSG00000134757	1.187	6.85420080024478e-31
ENSG00000134758	1.028	1.59833187111801e-14
ENSG00000134802	1.469	4.49989102164194e-90
ENSG00000134851	1.048	9.7473035033618e-33
ENSG00000134871	1.384	2.37299085877971e-58
ENSG00000134917	4.069	1.42911776624026e-108
ENSG00000134940	1.776	2.06541316848304e-18
ENSG00000134954	1.97	5.33414997933016e-62
ENSG00000135002	1.141	3.60044405557277e-25
ENSG00000135046	1.496	3.02141427718049e-60
ENSG00000135047	2.829	5.08039029574683e-115
ENSG00000135048	1.863	6.59131324004427e-66
ENSG00000135052	1.829	1.26450022313702e-75
ENSG00000135074	4.619	5.65599885765447e-125
ENSG00000135077	2.671	6.73000262909841e-87
ENSG00000135114	5.187	1.68002347314158e-137
ENSG00000135124	2.017	6.69686631658801e-74
ENSG00000135148	2.474	4.0325918063305e-121
ENSG00000135318	1.023	4.13473405187089e-27
ENSG00000135334	1.437	1.84520441296104e-64
ENSG00000135362	1.889	1.07819852432676e-52
ENSG00000135363	1.043	2.94107151192106e-40
ENSG00000135404	1.484	2.81428607049629e-64
ENSG00000135426	2.643	9.13892196788732e-102
ENSG00000135439	2.179	1.69828225449438e-83
ENSG00000135596	1.259	1.03016552944841e-29
ENSG00000135604	2.812	5.14471775134837e-110
ENSG00000135625	2.034	2.9363519533768e-07
ENSG00000135636	2.068	8.56354844142538e-76
ENSG00000135821	2.095	6.54844081138782e-99
ENSG00000135824	1.371	5.27908759946451e-05
ENSG00000135838	1.024	5.60662430754824e-19
ENSG00000135898	1.833	1.08240544368049e-28
ENSG00000135899	3.118	2.97257150501409e-144
ENSG00000135900	1.067	7.54870553982382e-69
ENSG00000135905	2.641	4.25648513128293e-85
ENSG00000135919	3.289	4.08362257604293e-99
ENSG00000136026	1.158	1.07345132270381e-48
ENSG00000136040	1.047	1.21493715380253e-17
ENSG00000136048	3.416	3.83909782019936e-128
ENSG00000136051	1.01	4.10561093430507e-16
ENSG00000136052	1.867	5.65611663925654e-43
ENSG00000136147	1.647	1.92480127474327e-62
ENSG00000136167	3.785	1.18083433868544e-168
ENSG00000136244	6.521	9.91962698045044e-133
ENSG00000136250	3.777	9.33547300139886e-97
ENSG00000136280	1.326	2.54885469447345e-47
ENSG00000136286	3.848	5.68613570086586e-101
ENSG00000136295	1.063	1.74484094420725e-25
ENSG00000136371	1.312	2.0309993596502e-40
ENSG00000136490	3.019	2.9140645740847e-109
ENSG00000136514	4.344	2.35069842668704e-148
ENSG00000136541	2.422	5.97529073142911e-55
ENSG00000136560	1.331	2.06821572463684e-36
ENSG00000136573	1.323	1.19193054260893e-10
ENSG00000136630	1.532	1.00730938478284e-35
ENSG00000136634	2.316	1.42754535657017e-61
ENSG00000136689	1.613	4.7046394292824e-24
ENSG00000136694	1.985	6.07630330070308e-05
ENSG00000136732	1.416	5.80797319145062e-47
ENSG00000136810	2.298	1.38664162298379e-40
ENSG00000136867	1.116	5.0418430647052e-22
ENSG00000136869	1.88	5.03669387207505e-44
ENSG00000136877	1.225	1.35422524777356e-51
ENSG00000136918	1.16	0.00124225223420732
ENSG00000136960	1.714	2.14617640093086e-37
ENSG00000136986	1.19	2.1191316665515e-68
ENSG00000137078	3.586	7.50914299997234e-114
ENSG00000137101	1.758	4.13341326076529e-40
ENSG00000137124	1.005	3.20942610547655e-44
ENSG00000137161	1.274	1.1998525881814e-36
ENSG00000137168	1.257	2.1685450831027e-78
ENSG00000137193	1.111	7.47120684348606e-43
ENSG00000137200	1.073	2.18882929706401e-45
ENSG00000137265	2.502	2.51541387460596e-48
ENSG00000137312	1.509	5.60536790539753e-25
ENSG00000137313	1.55	9.21965543668852e-12
ENSG00000137364	1.169	6.29120783263861e-50
ENSG00000137384	3.877	5.0880442365736e-21
ENSG00000137393	1.604	4.57378896632015e-27
ENSG00000137397	2.289	7.72254411678965e-15
ENSG00000137403	2.076	4.03656541931367e-18
ENSG00000137462	3.037	4.20991863512023e-90
ENSG00000137478	1.442	9.81605872458695e-40
ENSG00000137491	1.466	7.32751380066439e-43
ENSG00000137496	4.211	3.31683915978852e-183
ENSG00000137558	2.325	3.72394781492311e-24
ENSG00000137571	4.322	3.93698468293913e-77
ENSG00000137628	2.733	4.12986395976646e-87
ENSG00000137648	3.513	4.78656394433215e-68
ENSG00000137731	1.701	1.5041866401505e-17
ENSG00000137745	2.662	2.73347070849999e-20
ENSG00000137752	2.703	9.8162531121381e-114
ENSG00000137757	6.86	2.92955674602313e-121
ENSG00000137767	2.448	1.05947458018681e-94
ENSG00000137801	3.514	1.97935931618191e-104
ENSG00000137841	2.117	1.35107489740589e-75
ENSG00000137869	2.555	2.96572869348328e-40
ENSG00000137959	4.69	6.65476564496752e-158
ENSG00000137965	4.203	1.10841747956991e-136
ENSG00000138035	1.293	3.68067961211999e-46
ENSG00000138071	1.16	1.20969251127233e-24
ENSG00000138074	1.179	1.19455431089518e-51
ENSG00000138080	1.54	5.02592458743997e-52
ENSG00000138134	2.12	1.01340552549511e-62
ENSG00000138135	2.585	5.59108718477343e-57
ENSG00000138166	2.614	4.94658251387541e-63
ENSG00000138316	1.312	5.73871246769275e-18
ENSG00000138378	3.551	1.70278005037545e-103
ENSG00000138385	1.11	2.84826409325559e-43
ENSG00000138495	1.108	1.80427324827896e-41
ENSG00000138496	3.46	1.42118285725032e-191
ENSG00000138600	1.554	7.57565741550384e-53
ENSG00000138642	4.716	1.56482144237254e-155
ENSG00000138646	3.572	4.3140516027349e-68
ENSG00000138684	5.17	1.16681563461561e-31
ENSG00000138744	1.379	2.65127325631164e-42
ENSG00000138755	8.672	1.70622381077954e-247
ENSG00000138772	1.916	5.67020174645332e-29
ENSG00000138795	1.627	9.33822488649203e-40
ENSG00000138821	2.401	6.39825123575449e-74
ENSG00000138829	1.57	6.8416305652052e-25
ENSG00000138964	2.672	3.47553870048447e-104
ENSG00000139083	1.149	1.07080992441761e-52
ENSG00000139117	1.102	5.76915060556051e-20
ENSG00000139180	1.085	2.15228211722718e-69
ENSG00000139182	1.166	5.98865709050785e-41
ENSG00000139187	2.178	1.8904851914068e-57
ENSG00000139192	1.606	2.68890763591643e-111
ENSG00000139193	1.659	1.71766420358176e-34
ENSG00000139194	1.133	1.23898271358175e-37
ENSG00000139278	1.244	5.34718911342132e-42
ENSG00000139318	1.478	6.58619069569074e-40
ENSG00000139410	2.168	3.13686404788756e-37
ENSG00000139567	1.045	3.82292869669321e-41
ENSG00000139572	4.917	2.96393689193082e-127
ENSG00000139597	1.006	9.75552735270962e-28
ENSG00000139610	1.17	0.00333506320521017
ENSG00000139618	1.116	1.6555852320316e-26
ENSG00000139626	2.612	3.04006856123062e-95
ENSG00000139629	1.522	2.83409514703956e-53
ENSG00000139687	1.368	1.03476182179151e-23
ENSG00000139725	1.979	7.92290454965516e-49
ENSG00000139832	3.232	6.44796268313946e-79
ENSG00000139899	1.063	2.99832786260584e-20
ENSG00000139921	1.393	6.04159327866689e-41
ENSG00000139970	2.349	1.26524642738285e-75
ENSG00000140030	3.597	3.98629500503864e-128
ENSG00000140105	5.711	2.94878750670202e-253
ENSG00000140107	3.053	2.47968597762086e-16
ENSG00000140280	2.98	1.28381331164472e-108
ENSG00000140284	1.656	3.04895815759426e-33
ENSG00000140368	2.73	6.6980137210006e-87
ENSG00000140379	6.052	1.00856734105016e-166
ENSG00000140406	1.756	6.03054755925642e-61
ENSG00000140464	2.488	3.45810080309509e-124
ENSG00000140511	5.171	7.31690963459125e-217
ENSG00000140678	4.334	9.1383426409722e-153
ENSG00000140749	2.32	4.6640760614378e-24
ENSG00000140853	2.16	1.05784154485756e-174
ENSG00000140931	1.046	2.48603425385415e-42
ENSG00000140968	3.916	3.81072301468067e-142
ENSG00000141086	2.864	8.40588562387256e-51
ENSG00000141293	2.853	7.3009932457631e-100
ENSG00000141371	2.17	3.48534742648073e-09
ENSG00000141434	1.955	1.73917937862496e-17
ENSG00000141452	1.066	3.83095706007532e-54
ENSG00000141480	2.376	8.74097793406268e-87
ENSG00000141497	1.805	1.71756653847258e-45
ENSG00000141506	3.136	4.99451453639865e-114
ENSG00000141522	1.381	9.64441818699286e-65
ENSG00000141524	1.577	6.37094744485731e-72
ENSG00000141526	3.581	1.42652769754469e-69
ENSG00000141543	1.043	2.01957689921476e-74
ENSG00000141574	4.717	8.04710962565024e-183
ENSG00000141576	1.604	6.4906961356481e-50
ENSG00000141682	1.77	5.60860703683469e-34
ENSG00000141968	2.71	5.68776305199194e-121
ENSG00000142089	2.981	6.69204395775275e-127
ENSG00000142185	2.154	5.70168390150729e-47
ENSG00000142227	1.614	2.80351105321826e-47
ENSG00000142347	2.598	5.17959127289353e-93
ENSG00000142512	1.759	4.64538680334029e-50
ENSG00000142583	2.038	3.16514949646739e-60
ENSG00000142621	1.341	3.55529551818333e-20
ENSG00000142634	2.175	9.19892113392069e-91
ENSG00000142657	1.206	5.14108056499832e-45
ENSG00000142661	1.055	1.24738902473755e-17
ENSG00000142669	1.945	3.83212460116464e-63
ENSG00000142684	1.359	1.00757519433778e-32
ENSG00000142700	1.207	0.00420068821371687
ENSG00000142867	1.045	5.65911080227247e-39
ENSG00000142871	2.432	3.51497048176653e-55
ENSG00000142961	1.882	1.30322009494622e-97
ENSG00000143106	1.838	9.67260112108276e-108
ENSG00000143110	3.626	2.99822683620758e-154
ENSG00000143119	4.322	3.68335241644882e-181
ENSG00000143167	4.157	1.52327790374112e-48
ENSG00000143184	4.392	5.02834006516822e-86
ENSG00000143185	5.304	3.71652130358938e-105
ENSG00000143195	1.056	9.46050768616221e-21
ENSG00000143226	3.048	1.27619294350722e-105
ENSG00000143256	1.182	1.04986545861234e-61
ENSG00000143333	3.892	1.39417879645909e-149
ENSG00000143344	2.198	2.38733485234573e-65
ENSG00000143355	1.105	0.00245992903336256
ENSG00000143384	1.613	2.02607549891145e-68
ENSG00000143390	1.737	1.09083265784063e-81
ENSG00000143450	1.711	4.63319424826935e-35
ENSG00000143498	1.086	1.20851761330422e-31
ENSG00000143507	1.826	9.84806265235877e-48
ENSG00000143546	5.792	1.83173664439418e-119
ENSG00000143549	1.846	2.80377229115392e-124
ENSG00000143556	3.886	6.29922095866381e-64
ENSG00000143799	1.141	6.70421059451903e-115
ENSG00000143851	3.349	1.21570988484409e-140
ENSG00000143870	1.602	3.67537613042257e-83
ENSG00000143891	2.458	5.06981155911155e-79
ENSG00000143977	1.429	1.27254966401583e-77
ENSG00000144035	1.209	0.000492647450462953
ENSG00000144118	1.952	2.20595773274173e-81
ENSG00000144130	1.948	1.33014431065307e-10
ENSG00000144136	2.431	6.29626244036488e-105
ENSG00000144191	5.279	5.18425979822348e-58
ENSG00000144290	3.671	6.85849750844854e-50
ENSG00000144648	1.578	2.93403632777196e-43
ENSG00000144655	1.629	2.28327473399241e-41
ENSG00000144837	4.343	7.75434620764082e-139
ENSG00000144843	1.87	5.41761463787997e-69
ENSG00000144848	1.564	1.86684558828586e-86
ENSG00000144959	2.751	7.60421412657259e-82
ENSG00000145050	1.585	9.65768340465017e-67
ENSG00000145088	2.435	2.73009550231032e-81
ENSG00000145113	4.017	3.05663759015652e-13
ENSG00000145220	1.699	1.01639524069336e-73
ENSG00000145287	4.087	1.98773137409022e-125
ENSG00000145349	1.263	2.06501503385612e-32
ENSG00000145365	1.065	2.87276885941438e-31
ENSG00000145416	2.23	4.10883891425177e-61
ENSG00000145428	1.03	1.23050717265423e-16
ENSG00000145569	1.446	8.73721670162246e-55
ENSG00000145623	1.964	4.57718237630444e-68
ENSG00000145649	5.357	3.08905468300377e-139
ENSG00000145681	1.641	9.7947302843036e-09
ENSG00000145685	1.07	2.4935130900673e-29
ENSG00000145703	1.3	5.7301959739269e-35
ENSG00000145736	1.294	1.46674312513598e-07
ENSG00000145779	1.93	3.36666427810868e-53
ENSG00000145839	3.999	9.6795135416603e-24
ENSG00000145850	1.416	2.69497398703836e-12
ENSG00000145901	1.477	1.59789531684693e-42
ENSG00000146070	1.99	2.55174118039665e-25
ENSG00000146094	1.854	9.2765248866482e-49
ENSG00000146112	2.178	9.18899290926137e-58
ENSG00000146192	2.862	1.91821993017499e-107
ENSG00000146232	3.351	8.20991396415918e-108
ENSG00000146285	1.819	2.01768734279243e-43
ENSG00000146374	1.687	3.06192882596178e-35
ENSG00000146386	1.47	5.26653992476744e-59
ENSG00000146425	2.322	7.63289852151056e-94
ENSG00000146859	1.705	2.38078106196837e-69
ENSG00000147065	1.964	9.25086340629963e-94
ENSG00000147138	3.431	2.97532711823233e-107
ENSG00000147168	4.587	4.64966708031272e-158
ENSG00000147251	1.163	8.41146374165638e-25
