Id	log2FoldChange	padj
ENSG00000147416	1.437	7.45771865888965e-60
ENSG00000147434	3.578	5.21800813274585e-21
ENSG00000147443	3.467	7.60746730877881e-143
ENSG00000147570	1.083	8.48408010337907e-13
ENSG00000147647	1.435	1.89516389954251e-10
ENSG00000147689	1.331	2.39683945101131e-16
ENSG00000147889	1.467	1.2027802034784e-24
ENSG00000147894	1.17	1.60401815272458e-21
ENSG00000147896	1.59	0.000251566961932141
ENSG00000148175	1.647	6.95978358372456e-100
ENSG00000148288	1.503	3.48611222996591e-39
ENSG00000148339	1.209	4.95427093026682e-52
ENSG00000148344	1.614	1.67807996139266e-83
ENSG00000148346	1.801	3.78106945071848e-12
ENSG00000148459	1.542	2.29391726951652e-61
ENSG00000148484	1.003	5.57248552861818e-33
ENSG00000148702	2.913	3.05639138250828e-12
ENSG00000148735	1.869	7.09611071805529e-34
ENSG00000148803	2.339	4.52825050365242e-65
ENSG00000148832	1.012	2.4188495698282e-15
ENSG00000148834	2.097	9.28121134918503e-81
ENSG00000148848	1.811	6.58576788591445e-35
ENSG00000148908	1.775	4.05217875287958e-63
ENSG00000148926	1.569	2.56027444622892e-18
ENSG00000148965	4.394	1.94308652737205e-36
ENSG00000149131	1.811	3.14532266387572e-96
ENSG00000149177	2.35	8.41922903951863e-94
ENSG00000149257	1.224	3.36023860245255e-65
ENSG00000149269	1.519	6.02403318239974e-81
ENSG00000149428	2.13	8.46612825651021e-120
ENSG00000149516	1.886	3.68063144391064e-08
ENSG00000149573	1.605	1.16796159062372e-26
ENSG00000149781	2.96	2.40910017212982e-122
ENSG00000149798	1.74	2.11268583247554e-55
ENSG00000149968	3.355	8.29954990083934e-23
ENSG00000150045	2.009	5.85610767009835e-34
ENSG00000150048	1.587	1.80298906410758e-62
ENSG00000150337	6.427	3.6633977700357e-237
ENSG00000150510	1.112	1.93571739018389e-53
ENSG00000150551	3.754	1.69948951974498e-77
ENSG00000150630	1.414	1.39437839659645e-32
ENSG00000150637	3.443	1.10607782995868e-106
ENSG00000150681	1.552	6.29229719277783e-25
ENSG00000150753	1.154	1.43630573042748e-84
ENSG00000150867	1.803	2.60613608694153e-86
ENSG00000150961	1.48	5.7860037875753e-50
ENSG00000150977	1.396	9.59729620738742e-44
ENSG00000151005	2.211	7.27182848568923e-09
ENSG00000151006	2.023	1.52773133035913e-21
ENSG00000151014	2.089	4.11788960658894e-66
ENSG00000151023	1.4	2.38170267956412e-08
ENSG00000151304	1.034	1.6069001926068e-28
ENSG00000151364	2.721	3.62207326241496e-59
ENSG00000151466	1.193	1.36003502521769e-48
ENSG00000151490	1.45	1.4591389302166e-71
ENSG00000151572	2.259	2.25719846883986e-27
ENSG00000151577	1.722	9.53808581334306e-06
ENSG00000151611	1.082	4.83188150753587e-57
ENSG00000151651	3.522	1.44894546352479e-75
ENSG00000151689	1.593	5.96598033319244e-50
ENSG00000151702	1.266	1.15956343728483e-44
ENSG00000151790	4.019	6.17624347323685e-36
ENSG00000151838	1.005	0.00187266418935267
ENSG00000151883	1.898	1.57797752890745e-62
ENSG00000151948	2.722	4.79905897788761e-71
ENSG00000152049	1.332	6.63397007515688e-32
ENSG00000152128	1.002	3.72234769018163e-08
ENSG00000152207	1.501	9.62724975569669e-33
ENSG00000152213	1.32	2.57630952930942e-42
ENSG00000152229	2.155	3.04008428271433e-84
ENSG00000152270	1.985	4.38025087375803e-31
ENSG00000152315	3.76	1.97189239543151e-89
ENSG00000152332	1.384	1.99909439945458e-19
ENSG00000152495	2.978	1.39279491465403e-71
ENSG00000152689	1.063	3.92750294751508e-29
ENSG00000152766	1.829	3.3737544013341e-43
ENSG00000152778	2.927	5.05470039676737e-113
ENSG00000152804	1.355	9.01659152652409e-61
ENSG00000152969	1.915	6.96051731549527e-43
ENSG00000153012	1.214	2.07455651220599e-23
ENSG00000153048	1.061	2.69845204266994e-18
ENSG00000153064	1.611	1.75085488724211e-48
ENSG00000153094	1.45	1.85669494859701e-34
ENSG00000153147	1.176	3.03538564339594e-38
ENSG00000153179	1.184	2.62635200113079e-33
ENSG00000153283	3.496	4.09782248469524e-118
ENSG00000153310	2.289	4.10450742045244e-103
ENSG00000153317	1	2.06307570421348e-23
ENSG00000153495	3.18	2.85923578281805e-40
ENSG00000153551	1.907	1.11256301243917e-70
ENSG00000153563	4.147	2.7420560564874e-118
ENSG00000153898	3.412	1.15601658015321e-102
ENSG00000153976	2.071	1.00067658462448e-45
ENSG00000154016	2.053	2.55028286903325e-57
ENSG00000154096	1.524	2.83258298585897e-46
ENSG00000154165	2.863	4.64403594031799e-22
ENSG00000154175	1.065	1.27709545580122e-15
ENSG00000154217	2.023	2.58228153071075e-94
ENSG00000154310	1.607	3.46547370107229e-38
ENSG00000154451	6.988	1.70622381077954e-247
ENSG00000154589	2.361	6.00314319478258e-47
ENSG00000154611	1.856	2.29714872851989e-08
ENSG00000154734	2.086	4.95317449032268e-87
ENSG00000154760	1.169	5.2221859872597e-28
ENSG00000154813	1.094	1.74813030784231e-44
ENSG00000154814	1.071	4.1364400881293e-44
ENSG00000154822	1.67	4.04609640322924e-68
ENSG00000154978	2.378	5.18937138098878e-91
ENSG00000155115	1.525	1.37599731474551e-80
ENSG00000155287	1.789	4.34547773005343e-94
ENSG00000155304	1.42	2.15436777584511e-26
ENSG00000155307	5.027	4.60456837097753e-142
ENSG00000155363	1.047	1.39423996330313e-50
ENSG00000155380	1.048	7.62354266683575e-20
ENSG00000155465	2.802	2.98051127038938e-86
ENSG00000155629	2.927	6.04019447316451e-73
ENSG00000155660	1.874	1.72916975214957e-147
ENSG00000155749	1.427	2.55041563685745e-25
ENSG00000155849	1.38	1.23531619510047e-69
ENSG00000155903	1.032	2.67088396578032e-15
ENSG00000155918	1.461	6.6723891578072e-23
ENSG00000155926	2.859	1.49005161325821e-111
ENSG00000155961	2.739	7.62912292211138e-64
ENSG00000155962	1.896	8.605490880709e-61
ENSG00000156049	2.886	7.65247651388395e-105
ENSG00000156127	3.819	2.86681078438435e-119
ENSG00000156136	1.353	2.73969657300309e-27
ENSG00000156219	2.145	5.82155271566034e-41
ENSG00000156234	1.498	4.8391179214791e-05
ENSG00000156265	1.091	3.93000855563544e-16
ENSG00000156273	1.104	5.45432025768791e-20
ENSG00000156414	1.552	2.65154971320651e-15
ENSG00000156510	1.971	5.50149321694965e-29
ENSG00000156587	3.834	2.52681949934075e-243
ENSG00000156738	3.019	2.13140800662865e-53
ENSG00000157111	2.763	2.18133719948553e-48
ENSG00000157191	1.38	2.23977120361652e-64
ENSG00000157193	1.311	1.27441993181214e-53
ENSG00000157214	1.5	2.32937519414879e-33
ENSG00000157303	2.393	2.54877007149845e-59
ENSG00000157350	1.056	5.94140559728462e-39
ENSG00000157551	1.792	3.32485787915921e-58
ENSG00000157601	4.82	1.00932574741372e-157
ENSG00000157654	1.783	1.14753800626805e-66
ENSG00000157693	1.571	2.78090803015164e-54
ENSG00000157765	1.112	1.62554843567289e-11
ENSG00000157827	1.564	1.54673878419127e-27
ENSG00000157873	1.292	4.65103093944531e-26
ENSG00000158122	1.11	2.56242595760787e-57
ENSG00000158125	3.316	3.41348285871988e-64
ENSG00000158156	1.056	3.48419249804476e-35
ENSG00000158201	1.03	1.93641970243972e-23
ENSG00000158457	2.066	3.40618101107423e-58
ENSG00000158470	1.682	1.39309652086017e-68
ENSG00000158473	4.621	1.48466591434504e-150
ENSG00000158481	1.359	1.47820815185397e-16
ENSG00000158485	2.107	1.4692664603116e-21
ENSG00000158517	3.533	4.64024050489784e-66
ENSG00000158710	1.209	2.24088483925346e-78
ENSG00000158714	4.901	9.43331050881252e-199
ENSG00000158717	1.232	1.56067504974033e-38
ENSG00000158773	1.338	2.12503404463094e-82
ENSG00000158859	4.689	1.25970793679621e-159
ENSG00000158869	3.844	3.46307069244159e-128
ENSG00000158882	1	4.0058994699e-76
ENSG00000158985	1.833	9.72926862188007e-62
ENSG00000159110	2.095	3.11369143236474e-124
ENSG00000159131	1.088	3.20793691914489e-45
ENSG00000159189	2.097	1.04045609203941e-54
ENSG00000159202	1.263	2.05752024631674e-76
ENSG00000159216	1.462	2.69455137502122e-62
ENSG00000159231	1.522	9.94580122242389e-42
ENSG00000159251	1.151	0.000382131655677891
ENSG00000159261	1.435	9.26781927550942e-07
ENSG00000159322	1.417	6.83120611404761e-60
ENSG00000159377	1.117	9.9563253704745e-48
ENSG00000159399	1.088	2.5450102236498e-11
ENSG00000159403	1.504	3.12231369372415e-125
ENSG00000159516	1.873	1.96717836567341e-24
ENSG00000159556	2.642	1.3803731571139e-12
ENSG00000159618	3.193	3.16389242763999e-95
ENSG00000159753	3.05	7.22311029763985e-97
ENSG00000159840	1.837	8.33004158764515e-83
ENSG00000160013	2.629	7.15378352014106e-81
ENSG00000160183	2.978	1.69743029992549e-97
ENSG00000160185	3.716	1.30782112050154e-115
ENSG00000160190	1.253	8.06768716140701e-51
ENSG00000160219	1.96	6.48786908434771e-70
ENSG00000160255	3.603	7.05011161861696e-153
ENSG00000160318	1.646	1.99188429912503e-21
ENSG00000160326	4.199	6.89465781774689e-105
ENSG00000160410	1.27	2.39599021713842e-33
ENSG00000160593	2.17	1.43584614032773e-71
ENSG00000160654	3.003	7.73247039735332e-110
ENSG00000160683	4.796	4.19856398150944e-66
ENSG00000160710	1.747	7.90351803984281e-84
ENSG00000160712	1.571	2.48768416346468e-74
ENSG00000160791	4.801	9.9344559876059e-171
ENSG00000160856	3.688	1.10081023273015e-75
ENSG00000160883	3.992	1.50642850003076e-127
ENSG00000160932	3.188	1.15642371683199e-98
ENSG00000160973	1.024	0.0134371497868396
ENSG00000160991	1.413	3.78668435502484e-48
ENSG00000160999	1.712	7.46935720110293e-36
ENSG00000161405	2.848	1.21851992527189e-115
ENSG00000161638	1.388	2.66014337141757e-49
ENSG00000161640	1.231	9.13578064554429e-20
ENSG00000161643	1.549	6.27022802973463e-39
ENSG00000161653	1.698	5.32717802428788e-31
ENSG00000161654	1.088	7.69144319506957e-57
ENSG00000161791	1.256	2.10622165039238e-31
ENSG00000161905	1.096	1.38657454001757e-05
ENSG00000161911	1.963	1.91759806797464e-12
ENSG00000161921	2.033	4.28110958183224e-60
ENSG00000161929	4.36	5.62298114723355e-167
ENSG00000161944	1.84	1.00789562600465e-33
ENSG00000161955	1.949	2.04260837975931e-54
ENSG00000161960	1.299	1.24569188815079e-93
ENSG00000161973	2.022	3.39156066743244e-09
ENSG00000161980	1	1.76695159871321e-25
ENSG00000161992	3.411	9.74902119667279e-13
ENSG00000162009	1.15	0.000285791817428677
ENSG00000162366	1.23	5.85033425523386e-21
ENSG00000162374	2.593	2.95485125651663e-67
ENSG00000162493	3.343	1.02127348620083e-136
ENSG00000162494	1.322	9.57735409132204e-15
ENSG00000162511	2.729	1.09699186131488e-108
ENSG00000162639	1.077	2.58494539087313e-38
ENSG00000162645	3.729	3.11892907868991e-240
ENSG00000162654	5.465	4.5067315116158e-224
ENSG00000162676	3.048	6.33932722122449e-87
ENSG00000162692	3.843	2.02097340242173e-146
ENSG00000162695	1.212	2.94573078921731e-33
ENSG00000162704	1.381	3.64488805212939e-52
ENSG00000162711	3.563	1.17099820406302e-117
ENSG00000162723	2.123	3.2358789360632e-10
ENSG00000162734	1.17	4.89145408673969e-70
ENSG00000162739	2.526	2.9263930077055e-81
ENSG00000162747	1.226	3.2982547339234e-10
ENSG00000162771	2.186	4.10751879975886e-09
ENSG00000162772	2.902	7.7550006358472e-86
ENSG00000162775	1.021	4.66082545284165e-37
ENSG00000162777	1.234	1.50287481572324e-48
ENSG00000162843	1.435	3.20711836224477e-07
ENSG00000162889	1.076	2.47398628096739e-63
ENSG00000162891	5.136	2.46616771170427e-38
ENSG00000162892	6.463	2.85122331791028e-61
ENSG00000162894	3.709	6.76810520555837e-123
ENSG00000162896	1.498	1.14543102726567e-16
ENSG00000162931	1.012	5.87780942320709e-28
ENSG00000163032	1.081	1.59290586976629e-21
ENSG00000163121	3.013	3.51237131368123e-29
ENSG00000163131	3.753	1.00248164254571e-148
ENSG00000163154	3.146	5.28624313514812e-94
ENSG00000163170	1.051	1.48703377068369e-47
ENSG00000163191	2.028	1.39037325347034e-76
ENSG00000163202	1.451	1.17236380339238e-08
ENSG00000163216	1.99	1.71335092569188e-23
ENSG00000163219	3.092	4.54114077415953e-123
ENSG00000163220	5.382	2.48307022487354e-108
ENSG00000163221	4.506	4.24577844818427e-63
ENSG00000163249	1.202	9.15917687619131e-34
ENSG00000163251	1.057	3.03903412460031e-32
ENSG00000163297	1.071	2.1153897223815e-25
ENSG00000163376	2.288	7.44166319655867e-48
ENSG00000163421	1.176	7.00646240636021e-07
ENSG00000163462	1.35	4.20347466970166e-31
ENSG00000163464	1.05	2.88867759902491e-10
ENSG00000163508	4.262	1.66112234869427e-116
ENSG00000163519	3.252	2.13827835201684e-75
ENSG00000163534	1.426	5.81105587501397e-17
ENSG00000163554	2.577	2.24897791590448e-26
ENSG00000163563	3.471	1.45639567552401e-127
ENSG00000163564	3.364	3.85263708555547e-104
ENSG00000163565	2.451	1.02826348921011e-133
ENSG00000163568	4.403	2.78054763460017e-113
ENSG00000163599	5.549	8.32624330004925e-119
ENSG00000163600	4.854	8.1714567567427e-116
ENSG00000163638	2.195	6.52225772301526e-61
ENSG00000163644	2.032	4.06685402845649e-43
ENSG00000163661	3.296	2.62565964819003e-43
ENSG00000163666	1.828	4.80355291698486e-19
ENSG00000163687	1.193	8.67494241595107e-34
ENSG00000163694	1.318	3.52431614471984e-57
ENSG00000163719	1.204	2.17003616543621e-62
ENSG00000163734	2.624	3.02259278458578e-22
ENSG00000163735	3.648	3.34727329742093e-16
ENSG00000163739	4.478	2.54622129752303e-58
ENSG00000163746	1.132	1.6461240092248e-06
ENSG00000163754	1.151	1.51566860376397e-76
ENSG00000163823	4.644	6.54497604824941e-186
ENSG00000163840	3.048	2.55256841986263e-144
ENSG00000163866	1.104	2.34372733669197e-72
ENSG00000163872	1.102	9.66065512813267e-33
ENSG00000163874	1.456	3.89384633750887e-25
ENSG00000163902	1.127	2.90849667072761e-85
ENSG00000163932	1.168	1.2954661193802e-37
ENSG00000163947	1.408	1.75992399834593e-50
ENSG00000163959	1.47	6.85420080024478e-31
ENSG00000164038	1.28	8.52205143866075e-48
ENSG00000164054	1.57	9.70089311424743e-99
ENSG00000164088	1.205	2.90298325036988e-40
ENSG00000164136	2.451	4.48998401531822e-93
ENSG00000164167	1.383	1.00567848219629e-69
ENSG00000164211	2.187	7.57873396401983e-44
ENSG00000164305	1.213	1.28249146120345e-35
ENSG00000164307	1.383	4.19309460012374e-40
ENSG00000164308	2.268	6.46514679051705e-30
ENSG00000164342	1.188	1.31464720593738e-28
ENSG00000164398	2.267	2.55394092605064e-65
ENSG00000164399	4.813	3.4013022537584e-29
ENSG00000164400	4.616	7.91347021864746e-65
ENSG00000164430	3.537	1.16019224202745e-115
ENSG00000164483	3.913	1.14168035140718e-119
ENSG00000164485	1.061	1.85127948786682e-07
ENSG00000164509	2.164	3.05495938202125e-45
ENSG00000164543	1.237	1.51946516173691e-38
ENSG00000164574	1.093	9.98028329017935e-72
ENSG00000164647	2.319	6.04754225381674e-93
ENSG00000164674	2.491	2.91494241247887e-62
ENSG00000164691	3.529	1.27389929736697e-111
ENSG00000164733	1.776	6.60658341950218e-27
ENSG00000164749	2.199	5.94788768975189e-14
ENSG00000164761	2.493	2.45867869141791e-48
ENSG00000164935	2.563	3.44432174898327e-08
ENSG00000164951	1.482	8.56404776901777e-30
ENSG00000165025	1.37	2.40797656365555e-63
ENSG00000165030	1.005	1.79109679628602e-38
ENSG00000165071	1.358	3.35227721563146e-29
ENSG00000165078	2.126	1.54308296735304e-07
ENSG00000165140	2.42	1.76408419539637e-55
ENSG00000165168	3.898	3.88166191260548e-151
ENSG00000165502	1.2	1.00661731490663e-40
ENSG00000165507	1.049	7.82951116974611e-22
ENSG00000165682	1.028	5.43122842589742e-07
ENSG00000165704	1.028	2.50052295170553e-34
ENSG00000165732	1.429	9.99047183267114e-54
ENSG00000165806	2.556	7.5362903033687e-97
ENSG00000165935	2.164	8.50359153824984e-35
ENSG00000165949	3.028	2.48066566867162e-82
ENSG00000165997	1.06	2.92541706548819e-10
ENSG00000166002	2.917	2.17476654978183e-94
ENSG00000166090	1.48	3.67527447850993e-05
ENSG00000166128	1.978	6.3473710960711e-39
ENSG00000166130	1.235	2.21251366607547e-39
ENSG00000166278	2.481	2.19491230662349e-65
ENSG00000166289	1.021	1.03300772976956e-27
ENSG00000166428	2.259	1.42668265639463e-36
ENSG00000166446	1.9	4.02837667529553e-52
ENSG00000166452	1.071	4.03219532076339e-40
ENSG00000166455	1.139	7.54070517797394e-06
ENSG00000166501	1.996	5.35429763581233e-85
ENSG00000166523	4.086	5.37274748483953e-79
ENSG00000166527	6.164	1.00995351118614e-95
ENSG00000166562	1.088	3.74603966376284e-61
ENSG00000166595	1.027	7.31170822445895e-27
ENSG00000166598	1.7	3.69842001230811e-102
ENSG00000166676	1.144	8.86261346184917e-25
ENSG00000166710	2.397	2.79007901236355e-103
ENSG00000166741	3.206	1.37418210636451e-181
ENSG00000166750	2.534	2.62339324199667e-67
ENSG00000166794	1.73	1.40336644179196e-80
ENSG00000166822	1.034	2.5378902063507e-33
ENSG00000166825	2.245	2.21545875034281e-43
ENSG00000166889	1.23	9.6775174536109e-39
ENSG00000166920	2.61	1.04180647274529e-30
ENSG00000166926	4.172	1.09061137764429e-30
ENSG00000166927	1.324	2.28916189513477e-18
ENSG00000166928	1.355	1.23747098962229e-12
ENSG00000166986	1.041	2.58419898432081e-81
ENSG00000167004	1.758	3.07944141680847e-106
ENSG00000167077	1.81	2.22300630328579e-48
ENSG00000167083	3.033	1.35089717724186e-65
ENSG00000167088	1.132	1.4971514378035e-55
ENSG00000167094	1.635	9.78125075146948e-47
ENSG00000167105	1.356	6.31657067794388e-10
ENSG00000167207	1.248	1.87061355892077e-41
ENSG00000167208	3.985	6.05174493438741e-167
ENSG00000167286	4.364	6.62559650477687e-154
ENSG00000167460	1.167	6.71043950869368e-59
ENSG00000167461	1.411	1.6175139292528e-61
ENSG00000167550	1.983	9.98715718715713e-40
ENSG00000167553	1.231	1.27891792189301e-51
ENSG00000167565	1.15	5.90470808222976e-44
ENSG00000167578	1.265	2.60678644944516e-41
ENSG00000167600	2.021	6.41410535019307e-46
ENSG00000167604	2.162	1.71846458215208e-65
ENSG00000167613	2.698	1.42477872870746e-39
ENSG00000167618	3.56	1.04665581584774e-13
ENSG00000167633	1.635	0.00511359734125332
ENSG00000167634	3.725	2.29296353308527e-11
ENSG00000167664	2.472	3.27830167623327e-33
ENSG00000167680	1.108	5.70893050609198e-20
ENSG00000167703	3.105	3.36440474905296e-91
ENSG00000167705	1.283	7.75625977476338e-25
ENSG00000167711	1.732	4.60028645849586e-14
ENSG00000167772	2.806	8.18955685607845e-52
ENSG00000167797	1.674	1.39639543994472e-58
ENSG00000167850	3.066	2.1434166711975e-72
ENSG00000167851	3.546	9.71290809211917e-131
ENSG00000167895	2.539	3.8703218322935e-97
ENSG00000167984	2.326	3.1036993171626e-83
ENSG00000167996	1.814	3.25316833543945e-41
ENSG00000168016	2.445	2.64768570529811e-68
ENSG00000168062	6.534	1.13398921021016e-297
ENSG00000168071	2.362	9.16434729911608e-57
ENSG00000168081	3.294	2.4845660459218e-23
ENSG00000168209	1.38	9.58982723893266e-13
ENSG00000168282	1.62	2.52850667097764e-72
ENSG00000168310	1.86	6.24614678791508e-74
ENSG00000168334	6.076	7.47475795607831e-73
ENSG00000168384	2.791	9.41888031516744e-48
ENSG00000168394	3.868	5.53778316123322e-211
ENSG00000168404	3.074	2.11175332009796e-137
ENSG00000168421	3.735	4.57276390907318e-137
ENSG00000168439	1.094	5.90283797849194e-64
ENSG00000168454	2.362	4.46351402334226e-25
ENSG00000168461	1.867	6.67310893174301e-84
ENSG00000168495	1.003	3.8240319302329e-57
ENSG00000168610	1.61	8.89185871042259e-125
ENSG00000168658	1.605	1.53992035797207e-32
ENSG00000168685	4.452	1.5075733411036e-135
ENSG00000168701	1.313	1.62790354946292e-42
ENSG00000168811	1.014	6.25348670515768e-13
ENSG00000168884	1.944	7.82505769065196e-79
ENSG00000168894	1.205	6.11140448036368e-32
ENSG00000168899	3.615	6.46422309635064e-113
ENSG00000168918	1.888	5.8280144331423e-68
ENSG00000168961	3.869	4.79044004749611e-129
ENSG00000168995	4.678	1.76921001364148e-95
ENSG00000169136	3.093	2.33628625539573e-93
ENSG00000169180	1.108	1.80013759873194e-65
ENSG00000169194	4.617	1.4344784920028e-47
ENSG00000169228	1.284	4.51995252784903e-39
ENSG00000169230	1.821	8.24400626519675e-81
ENSG00000169241	1.418	1.07172996696592e-71
ENSG00000169245	9.281	3.67118861839196e-267
ENSG00000169248	9.119	2.38774045206658e-223
ENSG00000169313	2.11	4.06219976963946e-28
ENSG00000169385	1.881	1.98244055349531e-25
ENSG00000169403	2.569	1.09176252883e-64
ENSG00000169413	2.144	1.77797238061182e-36
ENSG00000169427	2.696	2.1992960518866e-23
ENSG00000169429	1.339	0.000282638199288408
ENSG00000169436	2.721	5.54120081383408e-40
ENSG00000169442	3.09	1.17277663100277e-98
ENSG00000169469	1.042	5.16553319176148e-05
ENSG00000169508	3.542	2.26190406181206e-102
ENSG00000169627	1.463	1.33753809829009e-25
ENSG00000169715	1.604	3.09453331346576e-42
ENSG00000169813	1.027	4.9752677380922e-62
ENSG00000169871	1.049	1.20512664676522e-50
ENSG00000169896	2.332	2.21000708387658e-85
ENSG00000169994	2.195	2.77045465799841e-43
ENSG00000170044	1.383	1.88415187828398e-10
ENSG00000170128	3.776	1.83411229962108e-20
ENSG00000170298	1.739	1.06697467456398e-13
ENSG00000170379	1.382	5.04339861915793e-07
ENSG00000170382	2.313	3.95857174332469e-48
ENSG00000170396	3.338	2.08540614984739e-54
ENSG00000170458	1.116	2.53153536842576e-18
ENSG00000170465	6.611	5.48801206968888e-99
ENSG00000170476	2.638	3.08386196730489e-48
ENSG00000170542	4.291	3.90126179767856e-129
ENSG00000170581	2.336	7.88430093262027e-125
ENSG00000170627	1.44	1.93427356453416e-18
ENSG00000170689	1.429	7.3994725272356e-20
ENSG00000170801	1.758	7.76213766257944e-38
ENSG00000170802	1.764	4.52959519649972e-27
ENSG00000170909	1.759	2.5473221949981e-13
ENSG00000170915	1.481	8.07591809879148e-41
ENSG00000170956	3.591	4.47372663687918e-42
ENSG00000170961	1.88	3.25448268040423e-62
ENSG00000170989	1.27	6.28500994239365e-51
ENSG00000171049	6.28	1.34870394319903e-160
ENSG00000171051	5.676	2.43253435600809e-196
ENSG00000171115	2.147	1.67400816987502e-62
ENSG00000171155	1.232	5.9961881921908e-52
ENSG00000171208	2.5	1.20564291995911e-82
ENSG00000171223	1.433	8.85782411155986e-38
ENSG00000171236	1.584	3.4201335576744e-28
ENSG00000171303	1.327	4.58568092938309e-24
ENSG00000171310	2.95	1.28874345007116e-106
ENSG00000171314	1.124	2.99793024527916e-45
ENSG00000171509	1.115	1.15602881338699e-07
ENSG00000171522	2.322	6.57487615460273e-63
ENSG00000171551	2.304	4.38624993992796e-48
ENSG00000171570	1.819	2.35714618736573e-14
ENSG00000171595	1.594	6.02257381545181e-13
ENSG00000171608	2.331	4.51991127752292e-106
ENSG00000171611	3.354	1.21493715380253e-17
ENSG00000171631	2.807	1.72148291249113e-119
ENSG00000171643	1.715	1.65815425246701e-11
ENSG00000171700	1.984	1.10081023273015e-75
ENSG00000171711	7.862	2.74135432299272e-36
ENSG00000171777	1.435	2.41263615222119e-49
ENSG00000171793	1.056	7.9834502879414e-61
ENSG00000171794	1.746	5.84509355654139e-07
ENSG00000171855	1.885	6.12090349294029e-05
ENSG00000171860	2.723	3.90962998069963e-56
ENSG00000171916	1.618	2.62165056026785e-16
ENSG00000171951	2.066	7.06843419808614e-26
ENSG00000171956	1.227	2.65728214044019e-05
ENSG00000171992	1.028	2.10953585393692e-34
ENSG00000172081	1.637	1.99803516891413e-64
ENSG00000172116	3.221	1.41749168739476e-79
ENSG00000172123	1.684	3.38066202391772e-53
ENSG00000172156	4.839	4.93763209886258e-28
ENSG00000172179	3.359	4.43070101417815e-11
ENSG00000172183	5.399	1.97328781867399e-146
ENSG00000172209	1.295	0.00107150919380723
ENSG00000172215	3.919	3.35864858336786e-83
ENSG00000172243	3.292	2.47527889814126e-116
ENSG00000172322	1.635	6.50458742265761e-22
ENSG00000172350	1.026	1.61716770133686e-07
ENSG00000172524	5.324	1.70611532222531e-14
ENSG00000172543	3.847	1.62261792108382e-113
ENSG00000172575	1.501	2.24909886799912e-30
ENSG00000172578	2.563	4.69705154179349e-90
ENSG00000172602	2.363	3.41253982290084e-39
ENSG00000172673	3.125	1.884081494125e-65
ENSG00000172716	1.868	2.37597616338927e-51
ENSG00000172724	5.64	8.69406508511036e-235
ENSG00000172738	1.232	4.16880863115947e-17
ENSG00000172752	1.364	6.34985475039711e-14
ENSG00000172757	1.735	8.45310074262282e-91
ENSG00000172780	1.526	2.80704908170036e-29
ENSG00000172850	1.051	5.18620434852971e-15
ENSG00000172936	2.368	1.21093214459432e-110
ENSG00000173110	1.447	3.01316821690075e-39
ENSG00000173193	4.227	1.02105438649994e-167
ENSG00000173200	1.802	1.08597293747797e-54
ENSG00000173334	1.615	2.53834428187319e-45
ENSG00000173369	2.593	1.77397296327261e-76
ENSG00000173372	1.403	6.38820925186897e-20
ENSG00000173391	1.481	5.0473497394019e-13
ENSG00000173432	4.656	4.75013185057889e-60
ENSG00000173442	1.581	1.11593131572872e-53
ENSG00000173503	5.667	1.93964556921304e-18
ENSG00000173535	1.102	4.76972860499703e-14
ENSG00000173559	3.294	4.86725947439042e-101
ENSG00000173698	1.147	1.9088573569017e-22
ENSG00000173702	1.326	2.50959665926736e-05
ENSG00000173706	1.631	1.16774426575583e-43
ENSG00000173762	5.47	4.93062007340497e-167
ENSG00000173786	1.54	1.71972211155257e-53
ENSG00000173821	2.903	5.94742472998733e-99
ENSG00000173918	1.224	6.3473311376745e-29
ENSG00000174004	2.878	1.24948869856892e-107
ENSG00000174021	1.231	2.46193378569833e-47
ENSG00000174123	1.842	5.19057561332451e-47
ENSG00000174125	2.849	5.1991824927204e-79
ENSG00000174130	1.163	5.50565347977564e-30
ENSG00000174175	1.108	4.76884093052413e-19
ENSG00000174405	1.219	3.33746782993384e-26
ENSG00000174417	1.216	0.000730522091098842
ENSG00000174485	1.509	9.24204734727837e-51
ENSG00000174600	2.293	8.38161023384272e-53
ENSG00000174718	1.319	3.39342456753928e-25
ENSG00000174776	2.046	2.49810440532395e-20
ENSG00000174837	4.53	8.0638802707119e-73
ENSG00000174885	2.059	2.9582871747073e-21
ENSG00000174944	1.939	4.05995257037701e-39
ENSG00000174946	4.619	7.97814003924676e-103
ENSG00000175040	1.657	7.18432093327868e-34
ENSG00000175073	1.433	2.18661666850891e-33
ENSG00000175130	2.94	3.22637171000612e-73
ENSG00000175334	1	5.94809313196884e-45
ENSG00000175354	1.786	2.78067330614054e-81
ENSG00000175426	1.827	3.30050306613364e-28
ENSG00000175463	1.843	1.60116163715543e-45
ENSG00000175471	1.352	4.41380757630098e-38
ENSG00000175489	2.475	8.80848554260745e-90
ENSG00000175550	1.117	5.50799545264364e-34
ENSG00000175567	3.403	6.60117801094755e-129
ENSG00000175592	3.262	3.89734743212063e-65
ENSG00000175792	1.038	3.65167324257458e-71
ENSG00000175820	1.171	1.58221060863639e-07
ENSG00000175857	1.141	1.02287143423131e-21
ENSG00000176014	1.399	2.44162443085796e-65
ENSG00000176076	1.509	1.64499250236578e-10
ENSG00000176083	1.814	8.1632166031031e-21
ENSG00000176136	1.211	1.09487006106568e-07
ENSG00000176160	2.966	1.48489815352025e-29
