"regulator","ID","type","FDR","count","avg_corr","rc_mean","rc_sd","zscore","pvalue","adj_pvalue"
"IL10",26,"cytokine",2.60943864341614e-206,970,0.406223697808153,0.359854925285917,0.00557046622943456,8.32403799115078,4.25081695862915e-17,6.88632347297922e-15
"IL11",106,"cytokine",7.93508724094889e-77,351,0.421656292323882,0.361922802587012,0.00920846636282196,6.48680110056508,4.38389808454919e-11,7.10191489696969e-09
"IL12A",145,"cytokine",7.42097822543191e-29,91,0.484039349278771,0.356950685681442,0.0190658491630197,6.66577515172162,1.31636032299152e-11,2.13250372324626e-09
"IL12B",104,"cytokine",1.21411797694279e-80,204,0.4609673789198,0.361014287671508,0.0129152440006338,7.73915624384538,5.00393673682066e-15,8.10637751364946e-13
"IL13",44,"cytokine",4.45657753448052e-179,652,0.411991246885132,0.358976483533734,0.00658312155636873,8.05313450427027,4.03500669594255e-16,6.53671084742693e-14
"IL15",14,"cytokine",6.23372184926897e-251,707,0.429048425780229,0.359749953111652,0.00590195740766461,11.7416083990341,3.89944930172887e-32,6.31710786880078e-30
"IL16",17,"cytokine",2.22481039798283e-242,530,0.456521761368769,0.360034105653867,0.00712918246253017,13.5341823865536,4.91348621152258e-42,7.95984766266657e-40
"IL17A",32,"cytokine",2.11469313443291e-201,760,0.411254346102162,0.359087918125768,0.00635840049238451,8.20433189744402,1.15938356079643e-16,1.87820136849022e-14
"IL17B",130,"cytokine",3.39152487470386e-49,141,0.427214311174971,0.358391894754681,0.0168163362918476,4.09259277561275,2.13288241731089e-05,0.00345526951604364
"IL17C",117,"cytokine",1.56107825361888e-61,175,0.438370251670033,0.360194380748909,0.0152681498383679,5.12019280323492,1.52611720205876e-07,2.47230986733519e-05
"IL17D",137,"cytokine",4.77442475190837e-37,121,0.45070199961253,0.362437574874609,0.0172639336345677,5.11264851952332,1.58836522570999e-07,2.57315166565018e-05
"IL17F",62,"cytokine",4.22515184531352e-152,382,0.424679004860752,0.359547497774858,0.00832912652545054,7.81972838170701,2.6468718447443e-15,4.28793238848576e-13
"IL18",23,"cytokine",4.07529206532994e-212,742,0.417507147612383,0.358602641373948,0.00670055212656467,8.79099291010746,7.41219622427247e-19,1.20077578833214e-16
"IL19",100,"cytokine",1.74584460452337e-91,221,0.417907388762406,0.358034004541305,0.0143383002922678,4.17576581607717,1.48492614219368e-05,0.00240558035035376
"IL1A",43,"cytokine",2.34556301600236e-179,827,0.410584979301155,0.359173808362358,0.0056024825168447,9.17649823702654,2.22668927718731e-20,3.60723662904344e-18
"IL1B",28,"cytokine",4.35605611222057e-205,1176,0.405506407935034,0.36049500446327,0.0043094442626595,10.4448278544356,7.73679313176053e-26,1.25336048734521e-23
"IL1F10",135,"cytokine",8.34942893138467e-43,154,0.439128237478394,0.359046829965846,0.0142928638204714,5.60289445967077,1.05400795697262e-08,1.70749289029565e-06
"IL1RN",15,"cytokine",1.01585173145123e-249,620,0.432077020872637,0.360594074456865,0.00695609747728352,10.276300274574,4.50604440843266e-25,7.29979194166091e-23
"IL2",57,"cytokine",4.82473334191565e-160,914,0.407636757207,0.358800349160171,0.00534369047736882,9.13907874223955,3.14932979020927e-20,5.10191426013901e-18
"IL21",99,"cytokine",1.2572185256905e-94,259,0.440254423571881,0.360855139038315,0.0111605691804939,7.11426838985397,5.62540139466929e-13,9.11315025936425e-11
"IL22",52,"cytokine",1.42462859415681e-166,516,0.415878181647033,0.358895289378542,0.00733058415903236,7.77330851570402,3.82311027243554e-15,6.19343864134558e-13
"IL23A",80,"cytokine",1.25171472857537e-118,265,0.434564933353664,0.359732991518853,0.0118112524535718,6.33564832594716,1.18172659111741e-10,1.91439707761021e-08
"IL24",78,"cytokine",1.99788082953314e-119,309,0.447849083581875,0.360307687421035,0.0119839900291589,7.30486223268196,1.38775486754942e-13,2.24816288543006e-11
"IL25",116,"cytokine",1.52154855254935e-61,157,0.428247434882492,0.360877993395306,0.0152832469185248,4.40805817286952,5.21507669927025e-06,0.000844842425281781
"IL26",85,"cytokine",1.45283497797514e-107,236,0.417617584898918,0.358772375787292,0.0123615387491275,4.76034661265607,9.66303829315568e-07,0.000156541220349122
"IL27",132,"cytokine",1.56025139328849e-48,211,0.454997591832691,0.360370357261485,0.0145815930319056,6.48949908039234,4.30611162015765e-11,6.97590082465539e-09
"IL3",71,"cytokine",1.70376303507112e-127,487,0.420951446252922,0.359492409236596,0.00876345317156019,7.01310725500054,1.16541314326329e-12,1.88796929208654e-10
"IL31",115,"cytokine",4.9603316908646e-64,176,0.425118683325608,0.35972882139251,0.0137234910873209,4.76481250412379,9.45146701337599e-07,0.000153113765616691
"IL32",47,"cytokine",2.70440736064867e-175,371,0.441821570730992,0.357360878006139,0.0101689171494814,8.30577056369869,4.95868537803275e-17,8.03307031241306e-15
"IL33",63,"cytokine",1.83491355031593e-151,530,0.415904676989574,0.360034105653867,0.00712918246253017,7.83688334943792,2.30933375275466e-15,3.74112067946255e-13
"IL34",96,"cytokine",1.13815642164298e-98,280,0.439640682528273,0.359162220397296,0.0117160856697368,6.86905715778921,3.23138050828983e-12,5.23483642342953e-10
"IL36A",126,"cytokine",3.91178266600461e-52,177,0.431903835819824,0.359142616074892,0.0135982058114669,5.35079559419337,4.37841943748694e-08,7.09303948872885e-06
"IL36G",107,"cytokine",9.30540670849463e-77,223,0.431568866895759,0.359368521295893,0.0129949587126585,5.55602731769633,1.37991849045362e-08,2.23546795453486e-06
"IL36RN",121,"cytokine",1.21220981466226e-58,206,0.43048082363524,0.358805561728222,0.0135806826575383,5.2777363049002,6.5394744396361e-08,1.05939485922105e-05
"IL37",110,"cytokine",1.99106699491214e-70,212,0.438156058181485,0.359753690044835,0.0120052860209785,6.53065391358824,3.27415775109278e-11,5.30413555677031e-09
"IL4",34,"cytokine",1.10814934907365e-194,833,0.417030896744221,0.35979086950112,0.00511277553299468,11.1954899787228,2.14511906192659e-29,3.47509288032107e-27
"IL5",54,"cytokine",5.50400809637844e-166,539,0.420182504452616,0.359035045867489,0.0080152533090389,7.62888660251945,1.18394901138048e-14,1.91799739843638e-12
"IL6",48,"cytokine",3.68586711812108e-175,1181,0.398520202365597,0.360325995695411,0.00451908087703373,8.45176435418355,1.4346663805926e-17,2.32415953656002e-15
"IL7",50,"cytokine",1.98078811136427e-169,547,0.418681085403817,0.359447320656158,0.00737796599751168,8.02846811270698,4.93486284682908e-16,7.99447781186311e-14
"IL9",75,"cytokine",1.20028236369151e-123,365,0.424008223919018,0.360601877666775,0.00883268369204943,7.17860487966041,3.52131774443557e-13,5.70453474598562e-11
"INHBA",153,"cytokine",6.88163278218356e-17,234,0.416216879770838,0.356221545923165,0.0119957342218236,5.0013890553297,2.84593591769563e-07,4.61041618666692e-05
"KITLG",124,"cytokine",2.61376079864301e-54,409,0.408033997564673,0.358846752113132,0.00861283355600675,5.71092488107316,5.61819191259391e-09,9.10147089840213e-07
"LIF",138,"cytokine",6.79521822877839e-36,301,0.407935274473714,0.360216451081255,0.0104973556508846,4.54579467243617,2.73641847618398e-06,0.000443299793141804
"LTA",36,"cytokine",9.1680168914602e-191,461,0.420599139071906,0.360076392582728,0.00839240408554859,7.21161015034967,2.76470460111134e-13,4.47882145380037e-11
"LTB",6,"cytokine",1.63862876399596e-306,569,0.455264016856137,0.361269275298853,0.00700082287123997,13.4262419269916,2.12204550081512e-41,3.43771371132049e-39
"MIF",123,"cytokine",2.22992531205585e-54,373,0.41533297084207,0.35953397461496,0.010104404215827,5.5222450562409,1.67347617759394e-08,2.71103140770218e-06
"NAMPT",140,"cytokine",1.1069790681932e-34,378,0.439263197833122,0.360655741016241,0.00927169780339838,8.47821601649576,1.14336552464439e-17,1.85225214992391e-15
"OSM",60,"cytokine",5.02121467388307e-156,435,0.439863885727544,0.358171698758269,0.00888193841165774,9.19756287231767,1.83079977243173e-20,2.96589563133941e-18
"PF4",68,"cytokine",8.00644452989559e-139,418,0.406503115987225,0.360835463271029,0.00993295568388199,4.59758949597446,2.13703527022343e-06,0.000346199713776195
"PPBP",30,"cytokine",4.81048567866141e-202,503,0.415843747540958,0.358734989616995,0.00835180937543027,6.83789049256415,4.01838954441399e-12,6.50979106195066e-10
"SECTM1",134,"cytokine",2.40196076307807e-44,124,0.479559486367184,0.358111317978702,0.017435662144626,6.96550365458387,1.63615463697209e-12,2.65057051189479e-10
"SPP1",111,"cytokine",3.30042707902219e-70,524,0.393500651647055,0.35995309743889,0.0068039427273466,4.9306050260137,4.09876647651943e-07,6.64000169196148e-05
"TGFB1",70,"cytokine",5.89533416254145e-128,914,0.409448412141233,0.358800349160171,0.00534369047736882,9.47810566415907,1.29470500542188e-21,2.09742210878344e-19
"TGFB2",131,"cytokine",1.03449690863665e-48,447,0.409672988831356,0.359044509059388,0.00866652416108946,5.84184372314769,2.58131131307006e-09,4.18172432717349e-07
"TGFB3",141,"cytokine",9.86383019098724e-34,352,0.411305591653916,0.358878699736827,0.0102761604106609,5.10179773592283,1.6822110651945e-07,2.72518192561508e-05
"THPO",133,"cytokine",3.163692196822e-45,227,0.423152409104135,0.36077962277295,0.0119294718186011,5.22846168544778,8.5463122931348e-08,1.38450259148784e-05
"TIMP1",103,"cytokine",3.52879396673964e-85,505,0.402468363543904,0.35912876728848,0.00848704861976161,5.10655684880966,1.64040969466599e-07,2.65746370535891e-05
"TNF",33,"cytokine",1.08535006646854e-198,1309,0.402929303914483,0.359033376487277,0.003957951636411,11.0905669042004,6.97007548806069e-29,1.12915222906583e-26
"TNFRSF11B",143,"cytokine",2.86544603044758e-30,214,0.427577887789054,0.359733480651275,0.0135522202283228,5.00614703677785,2.77651723912285e-07,4.49795792737902e-05
"TNFSF10",11,"cytokine",1.97854477311059e-255,648,0.445623097710115,0.35812039679555,0.00618936094300722,14.1375986503786,1.11378364870622e-45,1.80432951090408e-43
"TNFSF11",82,"cytokine",4.17521815180061e-116,553,0.419574006917797,0.360127234686063,0.00715845060694062,8.30441886043001,5.01545944261971e-17,8.12504429704393e-15
"TNFSF12",84,"cytokine",8.50177527031362e-109,328,0.43876616097495,0.358903179630757,0.00937242946884825,8.52105439786335,7.90536243898274e-18,1.2806687151152e-15
"TNFSF13",61,"cytokine",1.88772054422289e-155,317,0.450244457784094,0.36202395286481,0.0111294785857522,7.92674196185816,1.12485036267332e-15,1.82225758753078e-13
"TNFSF13B",3,"cytokine",0,807,0.445512207521531,0.360564792633215,0.00611514979164694,13.8913056560529,3.57598004632103e-44,5.79308767504008e-42
"TNFSF14",29,"cytokine",9.03950804644698e-205,410,0.442003830333589,0.359340001298551,0.00901928522171125,9.16523061451137,2.47205727068783e-20,4.00473277851429e-18
"TNFSF15",79,"cytokine",1.08984719512574e-118,337,0.461717334777686,0.361082484435942,0.00966591109654406,10.4113155331757,1.10079008684857e-25,1.78327994069469e-23
"TNFSF18",89,"cytokine",4.15195646622476e-101,222,0.44775328420719,0.358391559378679,0.0138366320681278,6.45834364811599,5.29275751558517e-11,8.57426717524798e-09
"TNFSF4",58,"cytokine",1.39143935411175e-159,394,0.441065261163607,0.360794317546416,0.00953756859937002,8.41629004089079,1.94297255479952e-17,3.14761553877522e-15
"TNFSF8",13,"cytokine",6.36591129416319e-252,483,0.460433375852049,0.359927442845986,0.00901121936449481,11.1534220776011,3.44521945581443e-29,5.58125551841937e-27
"TNFSF9",56,"cytokine",4.05979340692222e-161,317,0.458793949624192,0.36202395286481,0.0111294785857522,8.69492636279164,1.73527394645826e-18,2.81114379326238e-16
"TSLP",83,"cytokine",1.66245579812393e-115,355,0.420043770281156,0.359365266129974,0.0096704883679691,6.27460598082748,1.75260404148507e-10,2.83921854720582e-08
"WNT5A",157,"cytokine",1.14687121296608e-11,332,0.40604271644943,0.357365889778015,0.0109377711843871,4.45034238244967,4.28667484153428e-06,0.000694441324328553
"XCL1",41,"cytokine",6.56134208532405e-186,432,0.433357391789417,0.359409450863524,0.00819130682851862,9.02761213490845,8.77292385817726e-20,1.42121366502472e-17
"XCL2",66,"cytokine",1.45080703148464e-140,313,0.436751130043154,0.359159244445806,0.00911123183888457,8.51606972245012,8.25297402811927e-18,1.33698179255532e-15
